"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","journalShort","objective","studyPlan","keywords","mainIntervention","mainEndpoint","fromCode","projectName","uploadDate"
,"21321341","MAPT H1 haplotype is a risk factor for essential tremor and multiple system atrophy.","Vilariño-Güell C","NULL","2011",,"Neurology",,"other","Chi-Square Distribution, FALSE, DNA Mutational Analysis, FALSE, Essential Tremor, FALSE, etiology, Q000209, Gene Frequency, FALSE, Genetic Predisposition to Disease, FALSE, genetics, Q000235, Haplotypes, FALSE, genetics, Q000235, Humans, FALSE, Multiple System Atrophy, FALSE, etiology, Q000209, Odds Ratio, FALSE, Polymorphism, Single Nucleotide, FALSE, genetics, Q000235, Risk Factors, FALSE, tau Proteins, FALSE, genetics, Q000235",,,1,"projTutoMSA","2024-02-05"
,"21320989","Excessive daytime sleepiness in multiple system atrophy (SLEEMSA study).","Moreno-López C","BACKGROUND: Sleep disorders are common in multiple system atrophy (MSA), but the prevalence of excessive daytime sleepiness (EDS) is not well known.
OBJECTIVE: To assess the frequency and associations of EDS in MSA.
DESIGN: Survey of EDS in consecutive patients with MSA and comparison with patients with Parkinson disease (PD) and individuals without known neurologic disease.
SETTING: Twelve tertiary referral centers.
PARTICIPANTS: Eighty-six consecutive patients with MSA; 86 patients with PD matched for age, sex, and Hoehn and Yahr stage; and 86 healthy subject individuals matched for age and sex.
MAIN OUTCOME MEASURES: Epworth Sleepiness Scale (ESS), modified ESS, Sudden Onset of Sleep Scale, Tandberg Sleepiness Scale, Pittsburgh Sleep Quality Index, disease severity, dopaminergic treatment amount, and presence of restless legs syndrome.
RESULTS: Mean (SD) ESS scores were comparable in MSA (7.72 [5.05]) and PD (8.23 [4.62]) but were higher than in healthy subjects (4.52 [2.98]) (P < .001). Excessive daytime sleepiness (ESS score >10) was present in 28% of patients with MSA, 29% of patients with PD, and 2% of healthy subjects (P < .001). In MSA, in contrast to PD, the amount of dopaminergic treatment was not correlated with EDS. Disease severity was weakly correlated with EDS in MSA and PD. Restless legs syndrome occurred in 28% of patients with MSA, 14% of patients with PD, and 7% of healthy subjects (P < .001). Multiple regression analysis (with 95% confidence intervals obtained using nonparametric bootstrapping) showed that sleep-disordered breathing and sleep efficiency predicted EDS in MSA and amount of dopaminergic treatment and presence of restless legs syndrome in PD.
CONCLUSIONS: More than one-quarter of patients with MSA experience EDS, a frequency similar to that encountered in PD. In these 2 conditions, EDS seems to be associated with different causes.","2011",,"Arch Neurol"," OBJECTIVE : To assess the frequency and associations of EDS in MSA ","comparative study","Adult, FALSE, Aged, FALSE, Aged, 80 and over, FALSE, Case-Control Studies, FALSE, Comorbidity, FALSE, Confidence Intervals, FALSE, Disorders of Excessive Somnolence, FALSE, diagnosis, Q000175, Female, FALSE, Humans, FALSE, Male, FALSE, Middle Aged, FALSE, Multiple System Atrophy, FALSE, diagnosis, Q000175, Parkinson Disease, FALSE, diagnosis, Q000175, Prevalence, FALSE, Regression Analysis, FALSE, Restless Legs Syndrome, FALSE, diagnosis, Q000175, Risk Factors, FALSE, Severity of Illness Index, FALSE, Sleep Apnea Syndromes, FALSE, diagnosis, Q000175, Sleep Stages, TRUE, Spain, FALSE, epidemiology, Q000453",,,1,"projTutoMSA","2024-02-05"
,"21305587","Pathogenesis of reduced or increased bladder sensation.","Tsunoyama K","OBJECTIVE: Pathogenesis of reduced or increased bladder sensation is not well known. Hence, we systematically investigated the frequency of reduced or increased bladder sensation in neurologic/mental diseases.
METHODS: We analyzed 911 patients who were referred from within our hospital. Data registries included a diagnosis, a lower urinary tract symptom questionnaire, a urodynamic study, and neurological examinations. Reduced bladder sensation is defined as bladder volume at the first sensation >300 ml. Increased bladder sensation is defined as bladder volume at the first sensation <100 ml. These patients were stratified into those with and without DO.
RESULTS: Neuropathies are the most common cause of reduced bladder sensation (33.3-43.8% in diabetic neuropathy, etc.). Myelopathies are the second most common cause (17.4-25.0% in multiple sclerosis, etc.). Less common is brain diseases (9.6% in multiple system atrophy, etc.). In contrast, myelopathies are the most common cause of increased bladder sensation without DO (25.0-40.0% in spinal forms of systemic lupus erythematosus, Sjogren's syndrome, etc.). Neuropathies are the second most common (17.3-22.2% in post-pelvic organ surgery, diabetic neuropathy, etc.). Less common is brain/mental diseases (20.0% in psychogenic bladder dysfunction, 8.1% in Parkinson's disease, etc.).
CONCLUSION: The present study revealed that neuropathies are the most common cause of reduced bladder sensation in neurologic/mental diseases. Increased bladder sensation without DO occurs mainly in peripheral and central sensory pathway lesions, as well as in basal ganglia lesions and psychogenic bladder dysfunction. Reduced and increased bladder sensation should be a major treatment target for maximizing patients' quality of life.","2011",,"Neurourol Urodyn"," OBJECTIVE : Pathogenesis of reduced or increased bladder sensation is not well known ","other","Adolescent, FALSE, Adult, FALSE, Aged, FALSE, Aged, 80 and over, FALSE, Child, FALSE, Female, FALSE, Humans, FALSE, Hypesthesia, FALSE, diagnosis, Q000175, Japan, FALSE, Male, FALSE, Middle Aged, FALSE, Neurologic Examination, FALSE, Registries, FALSE, Retrospective Studies, FALSE, Risk Factors, FALSE, Sensation, TRUE, Sensory Thresholds, FALSE, Surveys and Questionnaires, FALSE, Urinary Bladder, FALSE, innervation, Q000294, Urinary Bladder Diseases, FALSE, diagnosis, Q000175, Urodynamics, FALSE, Young Adult, FALSE",,,1,"projTutoMSA","2024-02-05"
,"21287601","Survival of Korean patients with multiple system atrophy.","Kim HJ","METHODS: We conducted a retrospective medical record review to determine the survival of 455 Korean multiple system atrophy (MSA) patients and examined the effect of clinical factors that could possibly influence survival. The patients comprised 222 men and 233 women.
RESULTS: Age at onset was 60.1 ± 8.8 years (mean ± SD) and did not differ between the sexes. Parkinsonism was the most prevalent initial symptom, followed by cerebellar dysfunction and dysautonomia. Age at onset was significantly older in patients with predominant parkinsonism at the last visit (MSA-P) than in the other patients. At the time of data collection, 107 patients had died. Median survival time was 10 years. The survival rate of women was slightly better than that of men, especially in MSA-P patients.
CONCLUSIONS: Survival was not affected by age at onset, initial symptom, or predominant symptom at the last visit or by the presence of autonomic symptoms or multiple symptoms at disease onset.","2011",,"Mov Disord",,"other","Adult, FALSE, Aged, FALSE, Aged, 80 and over, FALSE, Female, FALSE, Follow-Up Studies, FALSE, Humans, FALSE, Kaplan-Meier Estimate, FALSE, Male, FALSE, Middle Aged, FALSE, Multiple System Atrophy, FALSE, epidemiology, Q000453, Republic of Korea, FALSE, epidemiology, Q000453, Retrospective Studies, FALSE",,,1,"projTutoMSA","2024-02-05"
,"21113150","Telomerase reactivation reverses tissue degeneration in aged telomerase-deficient mice.","Jaskelioff M","An ageing world population has fuelled interest in regenerative remedies that may stem declining organ function and maintain fitness. Unanswered is whether elimination of intrinsic instigators driving age-associated degeneration can reverse, as opposed to simply arrest, various afflictions of the aged. Such instigators include progressively damaged genomes. Telomerase-deficient mice have served as a model system to study the adverse cellular and organismal consequences of wide-spread endogenous DNA damage signalling activation in vivo. Telomere loss and uncapping provokes progressive tissue atrophy, stem cell depletion, organ system failure and impaired tissue injury responses. Here, we sought to determine whether entrenched multi-system degeneration in adult mice with severe telomere dysfunction can be halted or possibly reversed by reactivation of endogenous telomerase activity. To this end, we engineered a knock-in allele encoding a 4-hydroxytamoxifen (4-OHT)-inducible telomerase reverse transcriptase-oestrogen receptor (TERT-ER) under transcriptional control of the endogenous TERT promoter. Homozygous TERT-ER mice have short dysfunctional telomeres and sustain increased DNA damage signalling and classical degenerative phenotypes upon successive generational matings and advancing age. Telomerase reactivation in such late generation TERT-ER mice extends telomeres, reduces DNA damage signalling and associated cellular checkpoint responses, allows resumption of proliferation in quiescent cultures, and eliminates degenerative phenotypes across multiple organs including testes, spleens and intestines. Notably, somatic telomerase reactivation reversed neurodegeneration with restoration of proliferating Sox2(+) neural progenitors, Dcx(+) newborn neurons, and Olig2(+) oligodendrocyte populations. Consistent with the integral role of subventricular zone neural progenitors in generation and maintenance of olfactory bulb interneurons, this wave of telomerase-dependent neurogenesis resulted in alleviation of hyposmia and recovery of innate olfactory avoidance responses. Accumulating evidence implicating telomere damage as a driver of age-associated organ decline and disease risk and the marked reversal of systemic degenerative phenotypes in adult mice observed here support the development of regenerative strategies designed to restore telomere integrity.","2011",,"Nature"," Here , we sought to determine whether entrenched multi-system degeneration in adult mice with severe telomere dysfunction can be halted or possibly reversed by reactivation of endogenous telomerase activity ","other","Aging, FALSE, drug effects, Q000187, Animals, FALSE, Avoidance Learning, FALSE, drug effects, Q000187, Brain, FALSE, anatomy & histology, Q000033, Cell Differentiation, FALSE, drug effects, Q000187, Cell Proliferation, FALSE, drug effects, Q000187, Cells, Cultured, FALSE, DNA Damage, FALSE, drug effects, Q000187, Doublecortin Protein, FALSE, Enzyme Activation, FALSE, drug effects, Q000187, Enzyme Reactivators, FALSE, pharmacology, Q000494, Mice, FALSE, Mice, Inbred C57BL, FALSE, Models, Animal, FALSE, Myelin Sheath, FALSE, metabolism, Q000378, Neural Stem Cells, FALSE, cytology, Q000166, Organ Size, FALSE, drug effects, Q000187, Phenotype, FALSE, Receptors, Estrogen, FALSE, genetics, Q000235, Recombinant Fusion Proteins, FALSE, genetics, Q000235, Regenerative Medicine, FALSE, Smell, FALSE, drug effects, Q000187, Tamoxifen, FALSE, analogs & derivatives, Q000031, Telomerase, FALSE, deficiency, Q000172, Telomere, FALSE, drug effects, Q000187",,,1,"projTutoMSA","2024-02-05"
,"21102318","Vitamin D, neurocognitive functioning and immunocompetence.","Nimitphong H","PURPOSE OF REVIEW: Vitamin D deficiency is recognized as one of the most common medical conditions in children and adults. The major causes are inadequate sun exposure and inadequate intakes of dietary and supplemental vitamin D. Vitamin D deficiency and insufficiency defined as a 25-hydroxyvitamin D level less than 20 and 21-29 ng/ml, respectively, have been linked to increased risk for a variety of medical conditions including cancer, heart disease, type II diabetes, infectious diseases, autoimmune diseases, metabolic bone diseases and neurological disorders.
RECENT FINDINGS: The skeletal muscle and brain have a vitamin D receptor and the central nervous system has a capacity to activate vitamin D. Low vitamin D status has been linked to poor performance in neurocognitive testing in elderly. Vitamin D deficiency has been associated with muscle weakness, depression, schizophrenia, Alzheimer's disease, multiple sclerosis and a lower motor neuron-induced muscle atrophy.
SUMMARY: Correcting vitamin D deficiency and preventing vitamin D deficiency in children and adults should be a high priority for healthcare professionals to reduce risk for a wide variety of neurological disorders. Children and adults should take at least 400 international unit IU and 2000 IU vitamin D/day, respectively, to prevent vitamin D deficiency and insufficiency.","2011",,"Curr Opin Clin Nutr Metab Care"," PURPOSE OF REVIEW : Vitamin D deficiency is recognized as one of the most common medical conditions in children and adults "," review","Autoimmune Diseases, FALSE, etiology, Q000209, Brain, FALSE, metabolism, Q000378, Humans, FALSE, Mental Disorders, FALSE, etiology, Q000209, Multiple Sclerosis, FALSE, etiology, Q000209, Muscle, Skeletal, FALSE, metabolism, Q000378, Musculoskeletal Diseases, FALSE, etiology, Q000209, Receptors, Calcitriol, FALSE, metabolism, Q000378, Vitamin D Deficiency, FALSE, complications, Q000150",,,1,"projTutoMSA","2024-02-05"
,"21054946","Neuroprotective effect of human mesenchymal stem cells in an animal model of double toxin-induced multiple system atrophy parkinsonism.","Park HJ","Multiple system atrophy (MSA) is an adult-onset sporadic neurodegenerative disorder of unknown etiology featuring parkinsonism, ataxia, and autonomic failure in any combination. Because disease progression in MSA is rapid and no drug treatment consistently benefits MSA patients in the long term, neuroprotective or regenerative strategies may be invaluable in the management of MSA patients. In this study, we investigated whether human mesenchymal stem cells (hMSCs) had a protective effect on MSA using an animal model of double-toxin-induced MSA parkinsonism (MSA-P). MSA-P was established with coinjections of MPTP and 3-NP; hMSCs were injected into the tail vein 1 day after the last toxin injection. Three groups of mice were compared (i.e., control, MPTP + 3-NP, and MPTP + 3-NP with hMSC treatment) through histopathological, behavioral, and Western blot analyses. In the substantia nigra (SN) and the striatum, 2.0% and 3.8% of total injected hMSCs were observed, respectively. Compared with double-toxin-treated mice, hMSC treatment in double-toxin-treated mice significantly increased survival of TH- and NeuN-immunoreactive cells in the SN and the striatum, with coincident improvement in motor behavior. Additionally, hMSC treatment significantly decreased double-toxin-induced microglial and astroglial activation in the SN and striatum. Western blot analysis showed that hMSC administration in double-toxin-treated mice increased the expression of p-Akt and Bcl-2 and decreased Bax and cytochrome c expression. This study demonstrates that hMSC treatment protected against loss of neurons in the SN and the striatum induced by double toxin exposure, which may be mediated by modulation of inflammatory and cell survival and death signaling-pathway as the hMSCs migrated from the peripheral circulation into the SN and striatum.","2011",,"Cell Transplant"," In this study , we investigated whether human mesenchymal stem cells ( hMSCs ) had a protective effect on MSA using an animal model of double-toxin-induced MSA parkinsonism ( MSA-P ) ","other","Animals, FALSE, Corpus Striatum, FALSE, pathology, Q000473, Cytochromes c, FALSE, metabolism, Q000378, Disease Models, Animal, FALSE, Humans, FALSE, MPTP Poisoning, FALSE, Male, FALSE, Mesenchymal Stem Cell Transplantation, TRUE, Mice, FALSE, Mice, Inbred C57BL, FALSE, Motor Activity, FALSE, physiology, Q000502, Multiple System Atrophy, FALSE, chemically induced, Q000139, Neurotoxins, FALSE, toxicity, Q000633, Nitro Compounds, FALSE, toxicity, Q000633, Parkinsonian Disorders, FALSE, chemically induced, Q000139, Propionates, FALSE, toxicity, Q000633, Proto-Oncogene Proteins c-akt, FALSE, metabolism, Q000378, Proto-Oncogene Proteins c-bcl-2, FALSE, metabolism, Q000378, Substantia Nigra, FALSE, pathology, Q000473, bcl-2-Associated X Protein, FALSE, metabolism, Q000378",,,1,"projTutoMSA","2024-02-05"
,"20945978","Imaging dopamine transporters in Parkinson's disease.","Brooks DJ","The dopamine transporter (DAT) is responsible for clearance of dopamine from the synaptic cleft after its release. Imaging DAT availability provides a measure of dopamine terminal function and a method for detecting striatal dopamine deficiency states present in idiopathic Parkinson's disease and atypical neurodegenerative Parkinsonian disorders such as multiple system atrophy and progressive supranuclear palsy. DAT imaging with PET or single photon emission computed tomography can be used to support a diagnosis of dopamine-deficient parkinsonism in cases where this is suspected and rationalize the use of dopaminergic agents as therapy. It can also detect subclinical dopaminergic dysfunction when present in subjects at risk of Parkinson's disease, such as relatives of patients, susceptibility gene mutation carriers, and subjects with late-onset hyposmia or sleep disorders. Finally, the presence of normal DAT availability on imaging can help exclude nondopamine-deficient syndromes, such as dystonic and severe essential tremors, drug-induced and psychogenic parkinsonism that, on occasion, mimic Parkinson's disease.","2010",,"Biomark Med",," review","Clinical Trials as Topic, FALSE, Contrast Media, FALSE, chemistry, Q000737, Dopamine Plasma Membrane Transport Proteins, FALSE, analysis, Q000032, Humans, FALSE, Parkinson Disease, FALSE, diagnosis, Q000175, Positron-Emission Tomography, FALSE, Radiopharmaceuticals, FALSE, chemistry, Q000737, Tomography, Emission-Computed, Single-Photon, FALSE, Tropanes, FALSE, chemistry, Q000737, Vesicular Monoamine Transport Proteins, FALSE, chemistry, Q000737",,,1,"projTutoMSA","2024-02-05"
,"20846908","Decreased striatal dopamine transporter uptake and substantia nigra hyperechogenicity as risk markers of synucleinopathy in patients with idiopathic rapid-eye-movement sleep behaviour disorder: a prospective study [corrected].","Iranzo A","BACKGROUND: Patients with idiopathic rapid-eye-movement sleep behaviour disorder (IRBD) may develop neurodegenerative conditions associated with substantia nigra dysfunction such as Parkinson's disease. In patients with Parkinson's disease, ¹²³I-2β-carbomethoxy-3β-(4-iodophenyl)-N-(3-fluoropropyl)-nortropane (¹²³I-FP-CIT) SPECT detects striatal dopamine dysfunction resulting from nigral pathology whereas transcranial sonography (TCS) shows increased substantia nigra echogenic size, even before parkinsonism is clinically evident. We postulated that these neuroimaging changes could occur in a proportion of IRBD individuals who might then be at increased risk for development of a neurodegenerative disorder associated with substantia nigra dysfunction.
METHODS: In our prospective study, we identified patients with IRBD from individuals referred to our sleep disorders centre in Barcelona, Spain. At baseline, we assessed dopamine transporter [corrected] uptake by use of ¹²³I-FP-CIT SPECT, and estimated echogenicity of the substantia nigra by use of TCS. After a follow-up of 2·5 years, participants were clinically assessed to establish whether they had developed neurodegenerative syndromes. Data were compared with those of matched healthy controls.
FINDINGS: 43 individuals with IRBD agreed to participate in the study. We found reduced ¹²³I-FP-CIT binding in the striatum (p=0·045) in 17 (40%) of 43 participants compared with 18 controls, and substantia nigra hyperechogenicity in 14 (36%) of 39 participants with IRBD, compared with 16 (11%) of 149 controls (p=0·0002). Tracer uptake reduction was more pronounced in the putamen than it was in the caudate nucleus. 27 (63%) participants had reduced ¹²³I-FP-CIT binding or substantia nigra hyperechogenicity at baseline. Eight (30%) of these participants developed a neurodegenerative disorder (five Parkinson's disease, two dementia with Lewy bodies, and one multiple system atrophy). Individuals with normal neuroimaging results remained disease-free. Sensitivity of combined ¹²³I-FP-CIT SPECT and TCS to predict conversion to synucleinopathy after 2·5 years was 100% and specificity was 55%.
INTERPRETATION: In patients with IRBD, ¹²³I-FP-CIT SPECT and TCS can detect subclinical changes much the same as those typically seen in patients with early Parkinson's disease. Decreased striatal ¹²³I-FP-CIT binding and substantia nigra hyperechogenicity might be useful markers to identify individuals at increased risk for development of synucleinopathies.
FUNDING: None.","2010",,"Lancet Neurol",,"comparative study","Aged, FALSE, Biomarkers, FALSE, metabolism, Q000378, Corpus Striatum, FALSE, diagnostic imaging, Q000000981, Dopamine Plasma Membrane Transport Proteins, FALSE, metabolism, Q000378, Female, FALSE, Follow-Up Studies, FALSE, Humans, FALSE, Male, FALSE, Middle Aged, FALSE, Prospective Studies, FALSE, Protein Binding, FALSE, physiology, Q000502, REM Sleep Behavior Disorder, FALSE, diagnostic imaging, Q000000981, Risk Factors, FALSE, Substantia Nigra, FALSE, diagnostic imaging, Q000000981, Synucleins, FALSE, metabolism, Q000378, Tomography, Emission-Computed, Single-Photon, FALSE, methods, Q000379",,,1,"projTutoMSA","2024-02-05"
,"20802993","[Sonography of the parenchyma in Parkinson's disease].","Hagenah J","Transcranial sonography (TCS) of the brain parenchyma is a non-invasive and easily applicable neuroimaging technique which is used as a diagnostic tool in Parkinson's disease. Up to 90% of patients with idiopathic Parkinson's disease but only 10-15% of the healthy population show an abnormal echogenicity (hyperechogenicity) of the substantia nigra (SN). TCS has been demonstrated to be a useful tool in the differential diagnosis of patients with essential tremor or atypical parkinsonian syndromes, including the parkinsonian variant of multiple system atrophy (MSA-P) and progressive supranuclear palsy (PSP) where hyperechogenicity of the SN is less frequent. Abnormal echogenicity of the SN has been found in almost all investigated monogenic types of parkinsonism and even in asymptomatic mutation carriers. The nature of the pathological substrate leading to the abnormal echogenicity of the SN remains elusive. Longitudinal studies of asymptomatic subjects with abnormal echogenicity of the SN are still ongoing to evaluate the risk for developing Parkinson's disease in the future in these subjects.","2010",,"Nervenarzt",,"comparative study","Basal Ganglia, FALSE, diagnostic imaging, Q000000981, Brain, FALSE, pathology, Q000473, Diagnosis, Differential, FALSE, Early Diagnosis, FALSE, Echoencephalography, FALSE, methods, Q000379, Essential Tremor, FALSE, diagnostic imaging, Q000000981, Humans, FALSE, Image Processing, Computer-Assisted, FALSE, methods, Q000379, Imaging, Three-Dimensional, FALSE, methods, Q000379, Lewy Body Disease, TRUE, diagnostic imaging, Q000000981, Magnetic Resonance Imaging, FALSE, Multiple System Atrophy, FALSE, diagnostic imaging, Q000000981, Parkinson Disease, FALSE, diagnostic imaging, Q000000981, Parkinsonian Disorders, FALSE, diagnostic imaging, Q000000981, Sensitivity and Specificity, FALSE, Substantia Nigra, FALSE, diagnostic imaging, Q000000981, Supranuclear Palsy, Progressive, FALSE, diagnostic imaging, Q000000981",,,1,"projTutoMSA","2024-02-05"
,"20739256","[Multiple system atrophy].","Damon-Perrière N","Multiple system atrophy (MSA) is a sporadic neurodegenerative disorder of unknown etiology. It is the most frequent disorder among atypical parkinsonism with an estimated prevalence of 2 to 5 per 100 000 inhabitants. The clinical symptoms are rapidly progressing with a mean survival ranging between 6 to 9 years. The diagnosis is based on consensus criteria that have been revised in 2008. The diagnostic criteria allow defining ""possible"", ""probable"" and ""definite"" MSA. The latter requires post mortem confirmation of striatonigral and olivopontocerebellar degeneration with alpha-synuclein containing glial cytoplasmic inclusions. The diagnosis of ""possible"" and ""probable"" MSA is based on the variable presence and severity of parkinsonism, cerebellar dysfunction, autonomic failure and pyramidal signs. According to the revised criteria, atrophy of putamen, pons, middle cerebellar peduncle (MCP) or cerebellum on brain magnetic resonance imaging are considered to be additional features for the diagnosis of ""possible"" MSA. T2-weighted brain imaging may further reveal a putaminal hypointensity, a hyperintense lateral putaminal rim, the so called ""hot cross bun sign"" and MCP hyperintensities. Cardiovascular examination, urodynamic testing and anal sphincter electromyography may be helpful for the diagnosis of autonomic failure. Some patients may respond to levodopa, but usually to a lesser extent than those suffering from Parkinson's disease, and high doses are already required in early disease stages. No specific therapy is available for cerebellar dysfunction, while effective treatments exist for urinary and cardiovascular autonomic failure. Physical therapy may help to improve the difficulties of gait and stance, and to prevent their complications. In later disease stages, speech therapy becomes necessary for the treatment of dysarthria and dysphagia. Percutaneous gastrostomy is sometimes necessary in patients with severe dysphagia. Beyond these strategies, psychological support, social care and occupational therapy to adapt the environment to the patient's disability are prerequisites for improving the quality of life in MSA patients.","2010",,"Psychol Neuropsychiatr Vieil",," review","Aged, FALSE, Antiparkinson Agents, FALSE, therapeutic use, Q000627, Atrophy, FALSE, Brain, FALSE, pathology, Q000473, Combined Modality Therapy, FALSE, Cross-Sectional Studies, FALSE, Humans, FALSE, Levodopa, FALSE, therapeutic use, Q000627, Magnetic Resonance Imaging, FALSE, Multiple System Atrophy, FALSE, diagnosis, Q000175, Neurologic Examination, FALSE, Palliative Care, FALSE, Parkinsonian Disorders, FALSE, diagnosis, Q000175, Physical Therapy Modalities, FALSE, Prognosis, FALSE, Survival Rate, FALSE",,,1,"projTutoMSA","2024-02-05"
,"20738009","Chemotherapy associated central nervous system damage.","Dietrich J","Chemotherapy is commonly associated with harmful effects to multiple organ systems, including the central nervous system (CNS). Neurotoxicity may manifest as both acute and delayed complications, which is particularly a concern for long-term survivors. Patients may experience a wide range of neurotoxic syndromes, ranging from neuro-vascular complications and focal neurological deficits to generalized neurological decline with cognitive impairment, cortical atrophy and white matter abnormalities. Along with the use of more aggressive and combined treatment modalities and prolonged survival of cancer patients, neurological complications have been observed with increasing frequency. The mechanisms by which cancer therapy, including chemotherapy and radiation, result in neurological complications, have been poorly understood. Recent studies have now started to unravel the cell-biological basis for commonly seen neurotoxic syndromes and have provided compelling explanations for delayed neurological complications, such as cognitive decline, progressive myelin disruption and brain atrophy.","2010",,"Adv Exp Med Biol",,"other","Antineoplastic Agents, FALSE, adverse effects, Q000009, Cell Lineage, FALSE, drug effects, Q000187, Central Nervous System, FALSE, drug effects, Q000187, Drug-Related Side Effects and Adverse Reactions, TRUE, Humans, FALSE, Stem Cells, FALSE, drug effects, Q000187",,,1,"projTutoMSA","2024-02-05"
,"20694943","[Olfactory dysfunction in parkinsonian syndromes. Its role in early and differential diagnosis].","Herting B","NULL","2010",,"Fortschr Neurol Psychiatr",," review","Diagnosis, Differential, FALSE, Humans, FALSE, Multiple System Atrophy, FALSE, classification, Q000145, Odorants, FALSE, Olfaction Disorders, FALSE, classification, Q000145, Parkinsonian Disorders, FALSE, classification, Q000145, Risk Assessment, FALSE, Smell, FALSE, Supranuclear Palsy, Progressive, FALSE, classification, Q000145",,,1,"projTutoMSA","2024-02-05"
,"20674459","Respiratory problems in neurologic movement disorders.","Mehanna R","BACKGROUND: Movement disorders are a group of neurological motor disturbances manifested by either paucity or slowness of movement, such as seen in Parkinson's disease, or by abnormal involuntary movements, called hyperkinesias, which include tremor, dystonia, chorea, tics, myoclonus, and stereotypy. The aim of this review is to draw attention to the respiratory problems that are sometimes associated with these various movement disorders.
METHODS: References for this review were identified by searches of PubMed through June 2010, a text word search strategy. There were no language restrictions. Books on movement disorders, personal experience and judgment were also used in preparation of this review.
RESULTS: Data from 245 articles were critically reviewed, compared and integrated.
CONCLUSION: Although movement disorders are primarily considered motor disorders, the purpose of this review is to draw attention to their involvement of the respiratory system. It is critical that clinicians recognize the phenomenology and take appropriate action to prevent and treat the various respiratory problems associated with the various neurological disorders. Timely institution of therapeutic interventions is needed to favorably impact on the quality of life and survival of these patients.","2010",,"Parkinsonism Relat Disord"," The aim of this review is to draw attention to the respiratory problems that are sometimes associated with these various movement disorders ","other","Antiparkinson Agents, FALSE, adverse effects, Q000009, Dystonia, FALSE, complications, Q000150, Humans, FALSE, Huntington Disease, FALSE, complications, Q000150, Hyperkinesis, FALSE, complications, Q000150, Movement Disorders, FALSE, complications, Q000150, Multiple System Atrophy, FALSE, etiology, Q000209, Myoclonus, FALSE, etiology, Q000209, Nervous System Diseases, FALSE, complications, Q000150, Parkinson Disease, FALSE, complications, Q000150, Pneumonia, Aspiration, FALSE, etiology, Q000209, Pulmonary Disease, Chronic Obstructive, FALSE, complications, Q000150, Respiratory Tract Diseases, FALSE, chemically induced, Q000139, Tics, FALSE, complications, Q000150, Tourette Syndrome, FALSE, complications, Q000150",,,1,"projTutoMSA","2024-02-05"
,"20672311","The cholinergic system in mild cognitive impairment and Alzheimer's disease: an in vivo MRI and DTI study.","Teipel SJ","Few studies have investigated in vivo changes of the cholinergic basal forebrain in Alzheimer's disease (AD) and amnestic mild cognitive impairment (MCI), an at risk stage of AD. Even less is known about alterations of cortical projecting fiber tracts associated with basal forebrain atrophy. In this study, we determined regional atrophy within the basal forebrain in 21 patients with AD and 16 subjects with MCI compared to 20 healthy elderly subjects using deformation-based morphometry of MRI scans. We assessed effects of basal forebrain atrophy on fiber tracts derived from high-resolution diffusion tensor imaging (DTI) using tract-based spatial statistics. We localized significant effects relative to a map of cholinergic nuclei in MRI standard space as determined from a postmortem brain. Patients with AD and MCI subjects showed reduced volumes in basal forebrain areas corresponding to anterior medial and lateral, intermediate and posterior nuclei of the Nucleus basalis of Meynert (NbM) as well as in the diagonal band of Broca nuclei (P < 0.01). Effects in MCI subjects were spatially more restricted than in AD, but occurred at similar locations. The volume of the right antero-lateral NbM nucleus was correlated with intracortical projecting fiber tract integrity such as the corpus callosum, cingulate, and the superior longitudinal, inferior longitudinal, inferior fronto-occipital, and uncinate fasciculus (P < 0.05, corrected for multiple comparisons). Our findings suggest that a multimodal MRI-DTI approach is supportive to determine atrophy of cholinergic nuclei and its effect on intracortical projecting fiber tracts in AD.","2011",,"Hum Brain Mapp",,"other","Aged, FALSE, Aged, 80 and over, FALSE, Alzheimer Disease, FALSE, diagnosis, Q000175, Anisotropy, FALSE, Brain Mapping, FALSE, Cholinergic Agents, FALSE, metabolism, Q000378, Cognition Disorders, FALSE, diagnosis, Q000175, Diffusion Tensor Imaging, TRUE, Female, FALSE, Humans, FALSE, Image Processing, Computer-Assisted, FALSE, Longitudinal Studies, FALSE, Magnetic Resonance Imaging, TRUE, Male, FALSE, Middle Aged, FALSE, Prosencephalon, FALSE, metabolism, Q000378",,,1,"projTutoMSA","2024-02-05"
