"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","journalShort","objective","studyPlan","fromCode","projectName","uploadDate"
,"26591346","[Kidney diseases and metabolic disorders--Basics and applications required for general physicians. Topics: VIII. Anemia and iron metabolism in chronic kidney disease].","Yamamoto H","NULL","2015",,"Nihon Naika Gakkai Zasshi",," review",1,"ckdIronPub","2023-12-21"
,"26535997","Inflammation and functional iron deficiency regulate fibroblast growth factor 23 production.","David V","Circulating levels of fibroblast growth factor 23 (FGF23) are elevated in patients with chronic kidney disease (CKD), but the mechanisms are poorly understood. Here we tested whether inflammation and iron deficiency regulate FGF23. In wild-type mice, acute inflammation induced by single injections of heat-killed Brucella abortus or interleukin-1β (IL-1β) decreased serum iron within 6 h, and was accompanied by significant increases in osseous Fgf23 mRNA expression and serum levels of C-terminal FGF23, but no changes in intact FGF23. Chronic inflammation induced by repeated bacteria or IL-1β injections decreased serum iron, increased osseous Fgf23 mRNA, and serum C-terminal FGF23, but modestly increased biologically active, intact FGF23 serum levels. Chronic iron deficiency mimicked chronic inflammation. Increased osseous FGF23 cleavage rather than a prolonged half-life of C-terminal FGF23 fragments accounted for the elevated C-terminal FGF23 but near-normal intact FGF23 levels in inflammation. IL-1β injection increased Fgf23 mRNA and C-terminal FGF23 levels similarly in wildtype and Col4a3(ko) mice with CKD but markedly increased intact FGF23 levels only in the CKD mice. Inflammation increased Fgf23 transcription by activating Hif1α signaling. Thus, inflammation and iron deficiency stimulate FGF23 production. Simultaneous upregulation of FGF23 cleavage in osteocytes maintains near-normal levels of biologically active, intact circulating FGF23, whereas downregulated or impaired FGF23 cleavage may contribute to elevated intact serum FGF23 in CKD.","2016",,"Kidney Int",,"other",1,"ckdIronPub","2023-12-21"
,"26508682","Comparative Effectiveness of Iron and Erythropoiesis-Stimulating Agent Dosing on Health-Related Quality of Life in Patients Receiving Hemodialysis.","Freburger JK","BACKGROUND: The potential effects of iron-dosing strategies and erythropoiesis-stimulating agents (ESAs) on health-related quality of life (HRQoL) in the dialysis population are unclear. We examined the independent associations of bolus versus maintenance iron dosing and high versus low ESA dosing on HRQoL.
STUDY DESIGN: Retrospective cohort design.
SETTING & PARTICIPANTS: Clinical data (2008-2010) from a large dialysis organization merged with data from the US Renal Data System. 13,039 patients receiving center-based hemodialysis were included.
PREDICTOR: Iron and ESA dosing were assessed during 1-month (n=14,901) and 2-week (n=15,296) exposure periods.
OUTCOMES: HRQoL was measured by the Kidney Disease Quality of Life (KDQOL) instrument (0-100 scale) during a 3-month follow-up period.
MEASUREMENTS: Generalized linear mixed models, adjusting for several covariates, were used to estimate associations between iron and ESA dosing and HRQoL overall and for clinically relevant subgroups.
RESULTS: For the 1-month exposure period, patients with lower baseline hemoglobin levels who received higher ESA dosing had higher physical health and kidney disease symptom scores (by 2.4 [95% CI, 0.6-4.2] and 5.6 [95% CI, 2.8-8.4] points, respectively) in follow-up than patients who received lower ESA dosing. For the 2-week exposure period, patients with low baseline hemoglobin levels who received bolus dosing had higher mental health scores (by 1.9 [95% CI, 0.0-3.8] points) in follow-up. Within the low-baseline-hemoglobin subgroup, individuals with a catheter or dialysis vintage less than 1 year who received higher ESA dosing had higher HRQoL scores in follow-up (by 5.0-9.9 points) and individuals with low baseline transferrin saturations who received bolus dosing had higher HRQoL scores in follow-up (by 2.6-5.8 points).
LIMITATIONS: Observational design; short duration of observation.
CONCLUSIONS: For individuals with low baseline hemoglobin levels, higher ESA dosing and bolus iron dosing were associated with slightly higher HRQoL scores in follow-up. These differences became more pronounced and clinically relevant for specific subgroups.","2016",,"Am J Kidney Dis",,"comparative study",1,"ckdIronPub","2023-12-21"
,"26498106","[Use of intravenous iron supplementation in chronic kidney disease: Interests, limits, and recommendations for a better practice].","Rottembourg J","Iron deficiency is an important clinical concern in chronic kidney disease (CKD), giving rise to iron-deficiency anaemia, and various impaired cellular functions. Oral supplementation, in particular with ferrous salts, is associated with a high rate of gastro-intestinal side effects and is poorly absorbed, a problem that is avoided with intravenous (IV) irons. Recently, with the approval of the European Medicines Agency's Committee for Medicinal Products for Human Use, the French Agence nationale de sécurité du médicament et des produits de santé (ANSM) took adequate measures to minimize the risk of allergic reactions, by correction on the summary of intravenous iron products characteristics. All IV iron products should be prescribed, administered and injected, inside public or private hospitals exclusively, and a clinical follow-up after the infusion for at least 30 minutes is mandatory. The most stable intravenous iron complexes (low molecular weight iron dextran, ferric carboxymaltose, and iron isomaltoside 1000 [under agreement]) can be given in higher single doses and more rapidly than less recent preparations such as iron sucrose (originator or similars). Test doses are advisable for conventional low molecular weight iron dextrans, but are no more mandatory. Iron supplementation is recommended for all CKD patients with iron-deficiency anaemia and those who receive erythropoiesis-stimulating agents, whether or not they require dialysis. Intravenous iron is the preferred route of administration in haemodialysis patients, with randomized trials showing a significantly greater increase in haemoglobin levels for intravenous versus oral iron and a low rate of treatment-related adverse events during these trials. According ANSM, physicians should apply the product's label recommendations especially the posology. In the non-dialysis CKD population, the erythropoietic response is also significantly higher using intravenous versus oral iron, and tolerability is at least as good. Moreover in some non-dialysis patients, intravenous iron supplementation might avoid or at least delay the need for erythropoiesis-stimulating agents. Following the new ANSM's recommendations, we now have the ability to achieve iron stores replenishment correctly and conveniently in dialysis dependent and non-dialysis dependent CKD patients without compromising safety using the various pharmaceutical forms of iron products especially intravenous compounds.","2015",,"Nephrol Ther",," review",1,"ckdIronPub","2023-12-21"
,"26427143","Circulating Double-Stranded DNA in Plasma of Hemodialysis Patients and its Association with Iron Stores.","Cichota LC","BACKGROUND: Chronic kidney disease (CKD) is characterized by oxidative stress, and most of the adverse effects of CKD are mediated by iron-catalyzed ROS generation. The DNA, in particular, is more susceptible to attack by ROS than other proteins and membrane lipids. Considering the evidence on the relationship between CKD, iron metabolism, and DNA damage, the purpose of this study was to evaluate cell-free DNA in the plasma of HD patients and its association with iron status biomarkers and kidney function.
METHODS: Measurements of the circulating cell-free DNA in plasma, iron, ferritin, transferrin and other biochemical parameters were performed in 40 chronic hemodialysis (HD) patients and 40 healthy controls. Blood samples were also collected 1 hour before and 1 hour after the HD session to check whether a single HD session would be able to promote an increase in cell-free DNA in the plasma.
RESULTS: Cell-free DNA in plasma was significantly increased in HD patients in comparison with healthy controls (p = 0.0017), and significant correlations were observed between cell-free DNA and GFR and ferritin. Our findings showed that a single HD session was not able to promote an increase in cell-free DNA. It was reported that increased ferritin levels and reduced GFR were associated with higher circulating cell-free DNA.
CONCLUSIONS: The HD patients presented increased ceIl-free DNA. In addition, the increase of ferritin levels and the decrease of GFR were associated with DNA damage. We also observed that a single HD session was not able to promote an increase in cell-free DNA.","2015",,"Clin Lab"," Considering the evidence on the relationship between CKD , iron metabolism , and DNA damage , the purpose of this study was to evaluate cell-free DNA in the plasma of HD patients and its association with iron status biomarkers and kidney function ","other",1,"ckdIronPub","2023-12-21"
,"26422625","Oral or intravenous iron for anemia correction in chronic kidney disease?","Drüeke TB","Iron deficiency in patients with chronic kidney disease (CKD) can be corrected by the oral or intravenous route. The natural intestinal barrier against iron overload is circumvented by intravenous iron. The balance between benefit and risk of high iron doses remains unclear. In a randomized controlled trial in CKD patients, Agarwal et al. find similar effects of oral and intravenous iron on hemoglobin levels and kidney function decline but more serious cardiovascular events and infections with intravenous iron.","2015",,"Kidney Int",,"other",1,"ckdIronPub","2023-12-21"
,"26417695","Iron Status of Cats with Chronic Kidney Disease.","Gest J","BACKGROUND: Iron deficiency is a proposed mechanism for the anemia that occurs in cats with chronic kidney disease (CKD). Minimal research investigating the iron status of these cats has been performed.
OBJECTIVE: To compare indicators of iron status in cats with CKD versus healthy cats and cats with nonrenal illness (NRI). To compare indicators of iron status in anemic versus nonanemic cats with CKD.
ANIMALS: Thiry-nine client or employee owned healthy cats, 40 cats with CKD and 34 cats with NRI included.
METHODS: Exclusion criteria included prior iron or erythropoiesis stimulating agent administration, blood transfusion, or concurrent CKD and NRI. Complete blood counts, serum chemistries, serum iron concentrations, total iron binding capacity (TIBC), and ferritin concentrations were measured and percent transferrin saturation (TSAT) calculated on all cats. Data were analyzed using nonparametric statistical testing.
RESULTS: No statistically significant differences were detected among groups for iron concentration (P = .50), ferritin concentration (P = .47), or TSAT (P = .19). TIBC was significantly lower in CKD (median 262 μg/dL; IQR 233-302; range 165-488) versus healthy cats (median 316 μg/dL; IQR 272-345, range 196-464); (P = .0030). When comparing anemic (hemoglobin <9.5 g/dL) versus nonanemic cats with CKD, TSAT was significantly lower (P = .033) in anemic (median 20.2%; IQR 17.8-34.5; range 17.6-35.9) compared to nonanemic (median 29.0%; IQR 25.5-44.1; range 11.5-94.4). No statistically significant differences found for ferritin concentration (P = .94), iron concentration (P = .21) or TIBC (P = .97).
CONCLUSIONS AND CLINICAL IMPORTANCE: These results indicate that an iron deficient state exists in anemic cats with CKD and is more likely functional rather than absolute.","2015",,"J Vet Intern Med"," OBJECTIVE : To compare indicators of iron status in cats with CKD versus healthy cats and cats with nonrenal illness ( NRI ) ","other",1,"ckdIronPub","2023-12-21"
,"26416943","Receipt of Intravenous Iron and Clinical Outcomes among Hemodialysis Patients Hospitalized for Infection.","Ishida JH","BACKGROUND AND OBJECTIVES: Anemia guidelines for CKD recommend withholding intravenous iron in the setting of active infection, although no data specifically support this recommendation. This study aimed to examine the association between intravenous iron and clinical outcomes among hemodialysis patients hospitalized for infection.
DESIGN, SETTING, PARTICIPANTS, & MEASUREMENTS: This was a retrospective observational cohort study using data from the US Renal Data System of 22,820 adult Medicare beneficiaries on in-center hemodialysis who had received intravenous iron in the 14 days preceding their first hospitalization for bacterial infection in 2010. In multivariable analyses, the association between receipt of intravenous iron at any point from the day of hospital admission to discharge and all-cause 30-day mortality, mortality in 2010, length of hospital stay, and readmission for infection or death within 30 days of discharge was evaluated.
RESULTS: There were 2463 patients (10.8%) who received intravenous iron at any point from the day of admission to discharge. Receipt of intravenous iron was not associated with age, dialysis vintage, or comorbidities. There were 2618 deaths within 30 days of admission and 6921 deaths in 2010 (median follow-up 173 days; 25th and 75th percentiles, 78-271 days). The median length of stay was 7 days (25th and 75th percentiles, 5-12 days). Receipt of intravenous iron was not associated with higher 30-day mortality (odds ratio, 0.86; 95% confidence interval [95% CI], 0.74 to 1.00), higher mortality in 2010 (hazard ratio, 0.92; 95% CI, 0.85 to 1.00), longer mean length of stay (10.1 days [95% CI, 9.7 to 10.5] versus 10.5 days [95% CI, 10.3 to 10.7]; P=0.05), or readmission for infection or death within 30 days of discharge (odds ratio, 1.08; 95% CI, 0.96 to 1.22) compared with no receipt of intravenous iron.
CONCLUSIONS: This analysis does not support withholding intravenous iron upon admission for bacterial infection in hemodialysis patients, although clinical trials are required to make definitive recommendations.","2015",,"Clin J Am Soc Nephrol","BACKGROUND AND OBJECTIVES : Anemia guidelines for CKD recommend withholding intravenous iron in the setting of active infection , although no data specifically support this recommendation ","observational study",1,"ckdIronPub","2023-12-21"
,"26385819","Comparative Short-term Safety of Sodium Ferric Gluconate Versus Iron Sucrose in Hemodialysis Patients.","Brookhart MA","BACKGROUND: Despite different pharmacologic properties, little is known about the comparative safety of sodium ferric gluconate versus iron sucrose in hemodialysis patients.
STUDY DESIGN: Retrospective cohort study using the clinical database of a large dialysis provider (2004-2005) merged with administrative data from the US Renal Data System.
SETTING & PARTICIPANTS: 66,207 patients with Medicare coverage who received center-based hemodialysis.
PREDICTORS: Iron formulation use assessed during repeated 1-month exposure periods (n=278,357).
OUTCOMES: All-cause mortality, infection-related hospitalizations and mortality, and cardiovascular-related hospitalizations and mortality occurring during a 3-month follow-up period.
MEASUREMENTS: For all outcomes, we estimated 90-day risk differences between the formulations using propensity score weighting of Kaplan-Meier functions, which controlled for a wide range of demographic, clinical, and laboratory variables. Risk differences were also estimated within various clinically important subgroups.
RESULTS: Ferric gluconate was administered in 11.4%; iron sucrose, in 48.9%; and no iron in 39.7% of the periods. Risks for most study outcomes did not differ between ferric gluconate and iron sucrose; however, among patients with a hemodialysis catheter, use of ferric gluconate was associated with a slightly decreased risk for both infection-related death (risk difference, -0.3%; 95% CI, -0.5% to 0.0%) and infection-related hospitalization (risk difference, -1.5%; 95% CI, -2.3% to -0.6%). Bolus dosing was associated with an increase in infection-related events among both ferric gluconate and iron sucrose users.
LIMITATIONS: Residual confounding and outcome measurement error.
CONCLUSIONS: Overall, the 2 iron formulations studied exhibited similar safety profiles; however, ferric gluconate was associated with a slightly decreased risk for infection-related outcomes compared to iron sucrose among patients with a hemodialysis catheter. These associations should be explored further using other data or study designs.","2016",,"Am J Kidney Dis"," Despite different pharmacologic properties , little is known about the comparative safety of sodium ferric gluconate versus iron sucrose in hemodialysis patients ","comparative study",1,"ckdIronPub","2023-12-21"
,"26381391","How to Supplement Iron in Patients with Renal Anemia.","Tanaka S","Iron deficiency is a major cause of hyporesponsiveness to erythropoiesis-stimulating agents (ESAs) and is often observed in chronic kidney disease (CKD) patients with anemia. With iron supplementation, ESA doses can be decreased, resulting in lower treatment costs and possibly lower cardiovascular risks that are associated with high-dose ESA therapy. The 2012 Kidney Disease: Improving Global Outcomes Guideline specified ferritin ≤ 500 ng/ml and transferrin saturation (TSAT) ≤ 30% as thresholds of iron parameters for CKD patients. However, long-term safety (in terms of mortality, cardiovascular/infection risk and tissue deposition) of high-dose intravenous iron supplementation with such high target levels of ferritin/TSAT has not been confirmed. Recently, there has been increase in the use of intravenous iron and average ferritin levels in dialysis patients in the United States. Clinical trials conducted so far have been underpowered to conclusively establish the long-term safety of intravenous iron supplementation. Results from observational studies are conflicting, and many experimental studies have even shown negative effects of intravenous iron. Clearly, randomized clinical trials are urgently needed, studying various doses of intravenous iron, with sufficient patient numbers and longer observation periods, to investigate mortality, cardiovascular effects and infection risks of this treatment. Until the long-term safety of iron supplementation at high doses is established, a more prudent decision on iron supplementation with lower target levels of ferritin/TSAT seems reasonable, in light of the decades of experience with ESA that has shown that definitive clinical outcomes have been dissociated from surrogate outcomes (especially hemoglobin concentration).","2015",,"Nephron"," Clearly , randomized clinical trials are urgently needed , studying various doses of intravenous iron , with sufficient patient numbers and longer observation periods , to investigate mortality , cardiovascular effects and infection risks of this treatment "," review",1,"ckdIronPub","2023-12-21"
,"26374719","[Parenteral iron therapy in chronic kidney disease or chronic heart failure].","Eisenga MF","Iron deficiency and anaemia occur frequently in patients with chronic kidney disease (CKD) or chronic heart failure (CHF) and are associated with lower quality of life and higher mortality. Treating anaemia with erythropoietic growth factors produces no improvement. In recent years, the focus has therefore shifted to correction of iron deficiency. Chronic inflammation in CKD increases the production of hepcidin, which blocks iron absorption from the intestine and leads to less efficient re-use of iron from the macrophages. In absolute iron deficiency the body's iron stores are depleted, whereas in functional iron deficiency the supply of iron is not sufficient to meet demand from the bone marrow. Normal or high ferritin levels do not exclude iron deficiency at tissue level. The iron saturation fraction is a more useful indicator. Parenteral iron therapy ameliorates in CHF the symptoms of iron deficiency, irrespective of the effect on haemoglobin levels. The long-term effects of intravenous iron on mortality and morbidity are still unknown.","2015",,"Ned Tijdschr Geneeskd",," review",1,"ckdIronPub","2023-12-21"
,"26342303","Iron therapy in chronic kidney disease: Recent changes, benefits and risks.","Ribeiro S","Anemia is a common complication in patients with chronic kidney disease (CKD), mainly due to inadequate renal production of erythropoietin. In hemodialysis (HD) patients this condition may be aggravated by iron deficiency (absolute or functional). The correction of this anemia is usually achieved by treatment with erythropoiesis stimulating agents (ESAs) and iron (oral or intravenous). Studies questioning the safety of ESAs (especially at higher doses) changed the pattern of anemia treatment in CKD patients. According to the new guidelines, when transferrin saturation is lower than 30% and ferritin lower than 500 ng/mL, a trial with iron should be started, to avoid therapy with ESAs or at least to reduce the doses needed to treat the anemia. Recent reports showed increasing ferritin levels, towards values above 800 ng/mL, in CKD patients treated according to the guidelines. In this review we focus on the risks of the increased iron use to treat CKD anemia, namely, iron overload and toxicity, increased risk of infections, as well as mortality.","2016",,"Blood Rev",," review",1,"ckdIronPub","2023-12-21"
,"26268514","Effects of carnitine on oxidative stress response to intravenous iron administration to patients with CKD: impact of haptoglobin phenotype.","Armaly Z","BACKGROUND: Anemia is a common disorder in CKD patients. It is largely attributed to decreased erythropoietin (EPO) production and iron deficiency. Therefore, besides EPO, therapy includes iron replenishment. However, the latter induces oxidative stress. Haptoglobin (Hp) protein is the main line of defense against the oxidative effects of Hemoglobin/Iron. There are 3 genotypes: 1-1, 2-1 and 2-2. Hp 2-2 protein is inferior to Hp 1-1 as antioxidant. So far, there is no evidence whether haptoglobin phenotype affects iron-induced oxidative stress in CKD patients. Therefore, the present study examines the influence of carnitine treatment on the intravenous iron administration (IVIR)-induced oxidative stress in CKD patients, and whether Hp phenotype affects this response.
TRIAL REGISTRATION: Current Controlled Trials ISRCTN5700858. This study included 26 anemic (Hb = 10.23 ± 0.28) CKD patients (stages 3-4) that were given a weekly IVIR (Sodium ferric gluconate, [125 mg/100 ml] for 8 weeks, and during weeks 5-8 also received Carnitine (20 mg/kg, IV) prior to IVIR. Weekly blood samples were drawn before and after each IVIR for Hp phenotype, C-reactive protein (CRP), advanced oxidative protein products (AOPP), neutrophil gelatinase-associated lipocalin (NGAL), besides complete blood count and biochemical analyses.
RESULTS: Eight percent of CKD patients were Hp1-1, 19 % Hp2-1, and 73 % Hp2-2. IVIR for 4 weeks did not increase hemoglobin levels, yet worsened the oxidative burden as was evident by elevated plasma levels of AOPP. The highest increase in AOPP was observed in Hp2-2 patients. Simultaneous administration of Carnitine with IVIR abolished the IVIR-induced oxidative stress as evident by preventing the elevations in AOPP and NGAL, preferentially in patients with Hp2-2 phenotype.
CONCLUSIONS: This study demonstrates that Hp2-2 is a significant risk factor for IVIR-induced oxidative stress in CKD patients. Our finding, that co-administration of Carnitine with IVIR preferentially attenuates the adverse consequences of IVIR, suggests a role for Carnitine therapy in these patients.","2015",,"BMC Nephrol",,"clinical trial",1,"ckdIronPub","2023-12-21"
,"26250435","A randomized trial of iron isomaltoside 1000 versus oral iron in non-dialysis-dependent chronic kidney disease patients with anaemia.","Kalra PA","BACKGROUND: Iron deficiency anaemia is common in patients with non-dialysis-dependent chronic kidney disease (NDD-CKD) and is often treated with oral or intravenous (IV) iron therapy. This trial compared the efficacy and safety of IV iron isomaltoside 1000 (Monofer®) and oral iron in NDD-CKD patients with renal-related anaemia.
METHODS: The trial was a Phase III open-label, comparative, multicentre, non-inferiority trial conducted in 351 iron-deficient NDD-CKD patients, randomized 2:1 to either iron isomaltoside 1000 (Group A) or iron sulphate administered as 100 mg elemental oral iron twice daily (200 mg daily) for 8 weeks (Group B). The patients in Group A were randomized into A1 (infusion of max. 1000 mg single doses over 15 min) and A2 (bolus injections of 500 mg over 2 min). A modified Ganzoni formula was used to calculate IV iron need. The primary end point was change in haemoglobin concentrations from baseline to Week 4.
RESULTS: Iron isomaltoside 1000 was both non-inferior to oral iron at Week 4 (P < 0.001) and sustained a superior increase in haemoglobin from Week 3 until the end of the study at Week 8 (P = 0.009 at Week 3). The haemoglobin response was more pronounced with iron isomaltoside 1000 doses ≥1000 mg (P < 0.05). Serum-ferritin and transferrin saturation concentrations were also significantly increased with IV iron. Adverse drug reactions were observed in 10.5% in the iron isomaltoside 1000 group and 10.3% in the oral iron group. More patients treated with oral iron sulphate withdrew from the study due to adverse events (4.3 versus 0.9%, P = 0.2).
CONCLUSIONS: Iron isomaltoside 1000 was more efficacious than oral iron for increase in haemoglobin and proved to be well tolerated at the tested dose levels in NDD-CKD patients.","2016",,"Nephrol Dial Transplant",,"randomized controlled trial",1,"ckdIronPub","2023-12-21"
,"26243782","Trends in haemoglobin, erythropoietin-stimulating agents and iron use in Swedish chronic kidney disease patients between 2008 and 2013.","Evans M","BACKGROUND: The guidelines for anaemia management in chronic kidney disease (CKD) patients have changed substantially during the past 10 years. We here evaluate whether these changes are followed by subsequent modifications in physicians' anaemia management in Sweden.
METHODS: We included patients incident to the Swedish Renal Registry for CKD non-dialysis (CKD-ND, referred patients with an estimated glomerular filtration rate <45 mL/min/1.73 m(2)) and haemodialysis (HD) between 2008 and 2013. Time trends in anaemia management were investigated in relation to prescribed medication, laboratory measures and other relevant clinical characteristics. Linear and binominal regression models were used to describe trends across three predefined time periods (2008-09, 2010-11 and 2012-13).
RESULTS: Erythropoiesis-stimulating agents (ESAs) use decreased over time among both CKD-ND and HD patients [risk ratio (RR) 2012-13 compared with 2008-09 for CKD-ND 0.88, 95% confidence interval (CI) 0.81-0.96; RR for HD 0.95, 95% CI 0.93-0.97]. Mean ESA dose decreased significantly among HD patients (7% in 2010-11 compared with 2008-09 and another 3% during 2012-13). Over the time periods studied, ESA doses increased slightly in the CKD-ND population. Mean haemoglobin (Hb) levels decreased in CKD-ND patients, among both ESA users and non-users, whereas it decreased to a lesser degree, albeit significantly, among HD ESA users. The risk of having an Hb >120 g/L decreased, especially between 2008-09 and 2010-11. Iron use increased over time, mainly in the HD population, but also among CKD-ND ESA non-users.
CONCLUSIONS: Changes in guidelines have influenced the clinical anaemia practice of Swedish nephrology care, resulting in lower ESA use and lower Hb levels.","2016",,"Nephrol Dial Transplant",,"other",1,"ckdIronPub","2023-12-21"
,"26160488","Iron Status and Inflammation in Early Stages of Chronic Kidney Disease.","Łukaszyk E","BACKGROUND/AIMS: One of the most common causes of anemia of chronic disease (ACD) is chronic kidney disease. The main pathomechanism responsible for ACD is subclinical inflammation. The key element involved in iron metabolism is hepcidin, however, studies on new indices of iron status are in progress.The aim of the study was to assess the iron status in patients in early stages of chronic kidney disease, iron correlation with inflammation parameters and novel biomarkers of iron metabolism.
METHODS: The study included 69 patients. Standard laboratory measurements were used to measure the iron status, complete blood count, fibrinogen, prothrombin index, C-reactive protein concentration (CRP), creatinine, urea, uric acid. Commercially available kits were used to measure high-sensitivity CRP, interleukin 6 (IL-6), hepcidin-25, hemojuvelin, soluble transferrin receptor (sTfR), growth differentiation factor-15 (GDF-15) and zonulin.
RESULTS: Absolute iron deficiency was present in 17% of the patients, functional iron deficiency was present in 12% of the patients. Functional iron deficiency was associated with significantly higher serum levels of fibrinogen, ferritin, transferrin saturation, total iron binding capacity, hepcidin and older age relative to patients with absolute iron deficiency. In comparison with patients without iron deficiency, patients with functional iron deficiency were older, with lower prothrombin index, higher fibrinogen, CRP, hsCRP, sTfR, GDF-15, urea and lower eGFR. Hepcidin was predicted by markers of inflammation:ferritin, fibrinogen and IL-6.
CONCLUSION: Inflammation is correlated with iron status. Novel biomarkers of iron metabolism might be useful to distinguish iron deficiency anemia connected with inflammation and absolute iron deficiency.","2015",,"Kidney Blood Press Res","BACKGROUND / AIMS : One of the most common causes of anemia of chronic disease ( ACD ) is chronic kidney disease ","other",1,"ckdIronPub","2023-12-21"
,"26149838","Chronic kidney disease: Serious adverse effects associated with IV iron in CKD.","Allison SJ","NULL","2015",,"Nat Rev Nephrol",,"other",1,"ckdIronPub","2023-12-21"
,"26142396","Novel iron-containing phosphate binders and anemia treatment in CKD: oral iron intake revisited.","Nakanishi T","Recent reports have shown that novel phosphate binders containing iron are not only efficacious for the treatment of hyperphosphatemia but also may reduce the need for erythropoiesis-stimulating agents and intravenous (IV) iron for anemia management in patients on maintenance hemodialysis (MHD). Possible healthcare cost savings, which have not been demonstrated in a long-term study, may be an additional advantage of using such multi-pronged treatment strategies for the control of both hyperphosphatemia and iron needs. It is currently assumed that oral iron supplementation is less efficient than the IV route in patients with chronic kidney disease (CKD). The unexpected efficacy of novel iron-containing phosphate binders, such as ferric citrate, in repleting insufficient iron stores and improving the anemia of CKD could change this view. Previous assumptions of self-controlled iron uptake by 'mucosal block' or hepcidin, or else by impaired intestinal iron absorption due to CKD-associated inflammation cannot be reconciled with recent observations of the effects of ferric citrate administration. Citrate in the intestinal lumen may partly contribute to the acceleration of iron absorption. Animal experiments and clinical studies have also shown that oral iron overload can cause excessive iron accumulation despite high hepcidin levels, which are not able to block iron absorption completely. However, like with IV iron agents, no long-term safety data exist with respect to the effects of iron-containing phosphate binders on 'hard' patient outcomes. Future randomized prospective studies in patients with CKD are necessary to establish the safety of oral iron-containing phosphate binders for the control of both hyperphosphatemia and renal anemia.","2016",,"Nephrol Dial Transplant",," review",1,"ckdIronPub","2023-12-21"
,"26101227","Correction of iron deficiency anaemia using IV CosmoFer in CKD patients with asthma: a prospective study.","Syed A","BACKGROUND: Intravenous (IV) iron is commonly used for correcting iron deficiency anaemia in patients with chronic kidney disease (CKD). There remains a concern for its use in patients with asthma as it may trigger an acute exacerbation. Pre-treatment with a single dose of parenteral hydrocortisone may obviate this risk.
METHOD: We carried out a prospective study of known asthmatic patients with CKD requiring single-dose iron repletion therapy. We analysed the efficacy and safety of IV CosmoFer (low molecular weight iron dextran). Twenty non-dialysis CKD patients with iron deficiency anaemia and a history of asthma were enrolled. Severity of asthma and level of control were recorded as per British Thoracic Society Guidelines and Royal Collage of Physician questionnaire, respectively. All patients received IV hydrocortisone 30 min before the test dose of CosmoFer followed by the remaining total dose. Patients were monitored for adverse reactions. Haemoglobin, serum ferritin levels and estimated glomerular filtration rate were measured pre and 6-weeks post-infusion. All patients were followed up until 6 weeks to assess the control of their asthma.
RESULTS: All 20 patients completed the study. No patient experienced acute hypersensitivity or infusion reactions. At 6 weeks follow-up, no patient reported worsening of their asthma. There was an increase in mean haemoglobin from 10.1 to 11.1 g/dl and mean ferritin from 93.5 to 302.6 ng/ml.
CONCLUSIONS: This study demonstrates that IV CosmoFer may be administered safely in asthmatics by administering a single 50 mg dose of hydrocortisone pre-infusion.","2016",,"QJM",,"clinical trial",1,"ckdIronPub","2023-12-21"
,"26085728","Anaphylactic Shock Secondary to Intravenous Iron Sucrose in Chronic Kidney Disease.","Behera V","Intravenous (IV) iron is an essential component of therapy of anemia of chronic kidney disease (CKD). We present a rare case in which iron sucrose was infused to a patient of CKD and resulted in severe anaphylaxis and cardiac arrest minutes after starting the infusion. He was aggressively resuscitated with adrenaline and other measures following which he recovered. The use of parenteral iron is associated with several adverse drug reactions (ADR) which were seen with preparations like iron dextran but became rare with the use of newer safe preparations like iron sucrose or gluconate. The ADR can be mild or can have severe life threatening features like syncope, cardiac arrhythmias, seizures, bronchospasm and rarely cardio respiratory arrest like in our case. Iron sucrose is generally given as a IV infusion of 100-200 mg over 15-30 min and has a very low rate of ADR even with higher doses or bolus injections. But still necessary precautions and appropriate monitoring must be done in all patients. The patients who are allergic to iron sucrose may be treated with other safer preparations or by desensitisation techniques.","2015",,"Indian J Hematol Blood Transfus",,"other",1,"ckdIronPub","2023-12-21"
,"26083656","A randomized trial of intravenous and oral iron in chronic kidney disease.","Agarwal R","Although iron is commonly used to correct iron deficiency anemia (IDA) in chronic kidney disease (CKD), its effect on kidney function is unclear. To assess this, we randomly assigned patients with stage 3 and 4 CKD and IDA to either open-label oral ferrous sulfate (69 patients to 325 mg three times daily for 8 weeks) or intravenous iron sucrose (67 patients to 200 mg every 2 weeks, total 1 g). The primary outcome was the between-group difference in slope of measured glomerular filtration rate (mGFR) change over two years. The trial was terminated early on the recommendation of an independent data and safety monitoring board based on little chance of finding differences in mGFR slopes, but a higher risk of serious adverse events in the intravenous iron treatment group. mGFR declined similarly over two years in both treatment groups (oral -3.6 ml/min per 1.73 m(2), intravenous -4.0 ml/min per 1.73 m(2), between-group difference -0.35 ml/min per 1.73 m(2); 95% confidence interval -2.9 to 2.3). There were 36 serious cardiovascular events among 19 participants assigned to the oral iron treatment group and 55 events among 17 participants of the intravenous iron group (adjusted incidence rate ratio 2.51 (1.56-4.04)). Infections resulting in hospitalizations had a significant adjusted incidence rate ratio of 2.12 (1.24-3.64). Thus, among non-dialyzed patients with CKD and IDA, intravenous iron therapy is associated with an increased risk of serious adverse events, including those from cardiovascular causes and infectious diseases.","2015",,"Kidney Int",,"randomized controlled trial",1,"ckdIronPub","2023-12-21"
