"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","objective","studyPlan","fromCode","projectName","uploadDate"
,"32695504"," Prognostic Significance of Chronic Kidney Disease (CKD-EPI Equation) and Anemia in Patients with Chronic Heart Failure Secondary to Chagas Cardiomyopathy. ","Nakazone M. et al.","BACKGROUND: Few studies regarding chronic kidney disease (CKD) and anemia have been conducted in patients with Chagas cardiomyopathy (CC). We evaluated the risk prediction performance of the Chronic Kidney Disease Epidemiology Collaboration (CKD-EPI) equation and anemia in CC patients. METHODS: From 2000 to 2010, a total of 232 patients were studied in a single-center retrospective study. CKD was defined as creatinine clearance <60 mL/min/1.73 m(2) according to CKD-EPI equation. Anemia was defined as hemoglobin <12 g/dL (women) and <13 g/dL (men). Cox proportional hazards models were used to establish predictors for death. RESULTS: At baseline, 98 individuals (42.2%) had criteria for CKD and 41 (17.7%) for anemia. During follow-up, 136 patients (58.6%) died. Independently, CKD and anemia were not associated with all-cause mortality. However, when they coexisted, an additional risk was attributed for these patients. Cox proportional hazard models analysis identified systolic blood pressure (hazard ratio, 0.99; 95% confidence interval (CI), 0.98 to 1.00; P=0.015), implantable cardioverter-defibrillator (hazard ratio, 0.48; 95% CI, 0.27 to 0.85; P=0.012), left anterior fascicular block (hazard ratio, 1.52; 95% CI, 1.08 to 2.13; P=0.017), left ventricular end-diastolic diameter (hazard ratio, 1.04; 95% CI, 1.02 to 1.06; P < 0.001), and serum sodium (hazard ratio, 0.95; 95% CI, 0.92 to 0.99; P=0.020) as independent predictors for death. CONCLUSIONS: CKD and anemia are not independent predictors for long-term mortality in CC patients. However, the prognosis is poorer in individuals with both comorbidities.","2020","Cardiology research and practice",,"other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"33777492"," Hypoxia-inducible factor-prolyl hydroxylase inhibitors in the treatment of anemia of chronic kidney disease. ","Haase V.","Hypoxia-inducible factor-prolyl hydroxylase domain inhibitors (HIF-PHIs) are a promising new class of orally administered drugs currently in late-stage global clinical development for the treatment of anemia of chronic kidney disease (CKD). HIF-PHIs activate the HIF oxygen-sensing pathway and are efficacious in correcting and maintaining hemoglobin levels in patients with non-dialysis- and dialysis-dependent CKD. In addition to promoting erythropoiesis through the increase in endogenous erythropoietin production, HIF-PHIs reduce hepcidin levels and modulate iron metabolism, providing increases in total iron binding capacity and transferrin levels, and potentially reducing the need for i.v. iron supplementation. Furthermore, HIF-activating drugs are predicted to have effects that extend beyond erythropoiesis. This review summarizes clinical data from current HIF-PHI trials in patients with anemia of CKD, discusses mechanisms of action and pharmacologic properties of HIF-PHIs, and deliberates over safety concerns and potential impact on anemia management in patients with CKD.","2021","Kidney international supplements",,"Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29930419"," [Impact of anemia and chronic kidney disease on the risk of cardiovascular disease and all-cause mortality among diabetic patients]. ","Yang C. et al.","OBJECTIVE: To explore the association between anemia and cardiovascular disease and all-cause mortality among diabetic patients, and whether the association is modified by the presence of chronic kidney disease (CKD). METHODS: Physical examination data of 8 563 patients with diabetes who met the inclusion and exclusion criteria between 2010 and 2011 were collected, based on the prospective cohort data of Kailuan study. The deadline of the follow-up was December 31, 2015, and the endpoints comprised all-cause mortality and cardiovascular disease. Survival analysis was performed by Kaplan-Meier method. Cox proportional hazards regression model was used to assess the association between anemia with or without CKD, and cardiovascular events and all-cause mortality after adjustment for confounding factors. RESULTS: The average age of the subjects was (57.3±10.3) years, of whom the patients with anemia accounted for 5.2%. The proportion of the patients with anemia combined with CKD was higher than that of the patients without anemia (27.2% vs. 20.8%, P=0.001). The median follow-up time was 4.9 years (interquartile range: 4.6-5.2 years). During the follow-up period, 559 patients died, and 434 patients had cardiovascular disease. Compared with the patients without anemia, the all-cause mortality rate of the patients with anemia was higher (3 220.3/100 000 person-years vs. 1 257.9/100 000 person-years, P<0.001). There was no statistically significant difference in the incidence of cardiovascular disease between the above two groups (999.8/100 000 person-years vs. 1 081.2/100 000 person-years, P>0.05). The mortality and incidence of cardiovascular disease among the patients with CKD were higher than those of the patients without CKD (2 558.3/100 000 person-years vs. 1 044.0/100 000 person-years, P<0.001; 1 605.9/100 000 person-years vs. 941.6/100 000 person-years, P<0.001). Results of Cox regression model showed that, after adjustment for confounding factors, the all-cause mortality risk increased by 95% in the diabetic patients with anemia (HR=1.95, 95% CI: 1.50-2.54). Anemia and CKD significantly increased the mortality risk among diabetic patients (HR=3.61, 95% CI: 2.48-5.26). The CKD patients without anemia had an increased risk of cardiovascular disease (HR=1.41, 95% CI: 1.13-1.74). CONCLUSION: Anemia is associated with an increased mortality risk in Chinese diabetic patients. Patients with CKD have an increased risk of cardiovascular disease and mortality. The all-cause mortality risk increases significantly in anemia patients with the presence of CKD, which indicates that we should focus on the prevention and treatment of diabetic patients with anemia and CKD.","2018","Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences"," OBJECTIVE : To explore the association between anemia and cardiovascular disease and all-cause mortality among diabetic patients , and whether the association is modified by the presence of chronic kidney disease ( CKD ) ","Cohort",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28450652"," Concordance between Reticulocyte Hemoglobin Equivalent and Reticulocyte Hemoglobin Content in CKD Patients Undergoing Hemodialysis. ","Wirawan R. et al.","AIM: to evaluate the correlation and the concordance between reticulocyte hemoglobin equivalent (RET-He) and reticulocyte hemoglobin content (CHr) as well as to obtain the cut-off value of RET-He as the target of iron supplementation in chronic kidney disease (CKD) patients undergoing hemodialysis. METHODS: a cross-sectional study was performed using K3EDTA-anticoagulated peripheral blood samples collected from 106 CKD patients undergoing routine hemodialysis. The samples were then analyzed using both Sysmex XN-2000 and Siemens ADVIA 2120i for RET-He and CHr analysis. RESULTS: a very strong correlation (r=0.91; p<0.0001) and a good concordance were found between RET-He and CHr with mean bias of 0.5 pg. The diagnostic concordance was 96.23%. The cut-off value of RET-He 29.2 pg was obtained from the receiver operating characteristic (ROC) curve with CHr as the gold standard. At this cut-off point, the sensitivity and specificity to assess the target of iron supplementation in CKD patients undergoing hemodialysis were 95.5% and 94%, respectively. CONCLUSION: the study shows a good correlation and concordance between RET-He and CHr in CKD patients undergoing hemodialysis.","2017","Acta medica Indonesiana"," AIM : to evaluate the correlation and the concordance between reticulocyte hemoglobin equivalent ( RET-He ) and reticulocyte hemoglobin content ( CHr ) as well as to obtain the cut-off value of RET-He as the target of iron supplementation in chronic kidney disease ( CKD ) patients undergoing hemodialysis ","other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"34678238"," Hypoxia-inducible factor-prolyl hydroxylase inhibitors for renal anemia in chronic kidney disease: Advantages and disadvantages. ","Mima A.","Anemia is a common feature and complication of chronic kidney disease (CKD). Erythropoiesis-stimulating agents (ESAs) and recombinant human erythropoietin have been used widely in renal anemia treatment. Recently, hypoxia-inducible factor-prolyl hydroxylase domain inhibitors (HIF-PHIs) that may improve the treatment of renal anemia patients were launched. Previous studies indicated that HIF-PHIs may decrease hepcidin levels and modulate iron metabolism, thereby increasing total iron-binding capacity and reducing the need for iron supplementation. Furthermore, HIF-PHIs can reduce inflammation and oxidative stress in CKD. Recombinant erythropoietin has become a routine treatment for patients with CKD and end-stage renal disease with relatively few adverse effects. However, higher doses of recombinant erythropoietin have been demonstrated to be an independent predictor of mortality in patients under hemodialysis. Phase III clinical trials of HIF-PHIs in patients with anemia and dialysis-dependent CKD have shown their efficacy and safety in both non-dialysis and dialysis CKD patients. However, HIFα binds to specific hypoxia-response elements in the vascular endothelial growth factor or retinoic acid-related orphan receptor gamma t (RORγt) promoter, which may be involved in the progression of cancer, psoriasis, and rheumatoid arthritis. In this paper, we have summarized the mechanism, clinical application, and clinical trials of HIF-PHIs in the treatment of renal anemia and aimed to provide an overview of the new drugs in clinical practice, as well as reconsider the advantages and disadvantages of HIF-PHIs and ESAs. Presently, there are not enough clinical studies examining the effects of long-term administration of HIF-PHIs. Therefore, further studies will be needed.","2021","European journal of pharmacology"," In this paper , we have summarized the mechanism , clinical application , and clinical trials of HIF-PHIs in the treatment of renal anemia and aimed to provide an overview of the new drugs in clinical practice , as well as reconsider the advantages and disadvantages of HIF-PHIs and ESAs ","Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28547536"," A Comparative Study of the Hemoglobin-Maintaining Effects Between Epoetin-β Pegol and Darbepoetin-α in Patients with Chronic Kidney Disease During 3 Months Before Dialysis Initiation. ","Oka S. et al.","BACKGROUND AND OBJECTIVE: We compared the hemoglobin-maintaining effects between continuous erythropoietin receptor activator (CERA) and darbepoetin-α (DA) in patients with chronic kidney disease (CKD) during the 3 months before dialysis initiation. METHODS: This study was conducted with 37 CERA-administered patients and 26 DA-administered patients who had initiated dialysis at a participating facility between January 2012 and December 2014. We investigated clinical laboratory data 3 months before and at dialysis initiation, and compared these data between the CERA and DA groups. RESULTS: No significant differences in hemoglobin level or reticulocyte count were found between the two groups 3 months before dialysis initiation. However, at dialysis initiation, the hemoglobin level (CERA 9.82 ± 1.52 vs. DA 8.79 ± 1.07 g/dL; P = 0.003) and the reticulocyte count (CERA 5.21 ± 2.95 vs. DA 3.15 ± 1.62 × 10(4)/μL; P = 0.004) were significantly higher in the CERA group than in the DA group. Moreover, the extent of changes in the erythropoietin resistance index during the 3 months before dialysis initiation was significantly increased in the DA group compared with the CERA group. CONCLUSIONS: Our results suggest that CERA may be more effective than DA in maintaining hemoglobin levels in patients with CKD during 3 months before dialysis initiation.","2017","Drugs in R&D","BACKGROUND AND OBJECTIVE : We compared the hemoglobin-maintaining effects between continuous erythropoietin receptor activator ( CERA ) and darbepoetin-α ( DA ) in patients with chronic kidney disease ( CKD ) during the 3 months before dialysis initiation ","other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20438399"," Burden of illness for patients with non-dialysis chronic kidney disease and anemia in the United States: review of the literature. ","van N. et al.","OBJECTIVE: To assess the health-related quality of life (HRQL) and economic burden of chronic kidney disease (CKD) related anemia in non-dialysis patients in the United States (US) via literature review. METHODS: MEDLINE, EMBASE, PROQOLID, and Cochrane Library/Renal Group Resources were searched. Studies were appraised for patient populations, disease-specific versus generic HRQL assessments, and type and magnitude of health-related costs. RESULTS: The treatment costs for CKD patients with anemia compared to those without anemia were significantly higher and were blunted but persistent after controlling for comorbidities and confounders. Intervention with erythropoiesis stimulating agents (ESA) decreased anemia and avoided hospital admissions. Costs were higher when anemia was poorly controlled or untreated. HRQL burden was mainly due to physical limitations and difficulty in ability to perform activities of daily living. Significant positive correlations between increases in hemoglobin levels and HRQL measures were reported. CONCLUSIONS: Although evidence is limited, the economic and HRQL burden of non-dialysis CKD-related anemia is substantial. Under-treatment of anemia may contribute to higher resource consumption and higher costs; however, patient co-morbidities, use of erythropoietin-stimulating agents, and overall management introduce potential confounds. The contribution of anemia to humanistic disease burden is due to a constellation of factors, including physical activity and functional status.","2010","Journal of medical economics"," OBJECTIVE : To assess the health-related quality of life ( HRQL ) and economic burden of chronic kidney disease ( CKD ) related anemia in non-dialysis patients in the United States ( US ) via literature review ","Review",1,"anemiaHbIronCkdLisa","2023-11-08"
,"34789178"," Association between metabolic parameters and risks of anemia and electrolyte disturbances among stages 3-5 chronic kidney disease patients in Taiwan. ","Kurniawan A. et al.","BACKGROUND: Anemia and electrolyte disturbances are adverse outcomes of chronic kidney disease (CKD). This study explored the association between metabolic parameters with anemia and electrolyte and mineral disorders among CKD patients in Taiwan. METHODS: This cross-sectional study with a total of 2176 CKD stages 3-5 patients were collected from the Department of Nephrology at Shuang Ho Hospital, Taipei Medical University through the ""Chronic Kidney Disease Common Care Network"" database from December 2008 to April 2019. A multivariable-adjusted logistic regression expressed as odd ratios (OR) was performed to assess the association of metabolic parameters with anemia and electrolyte and mineral disorders. RESULTS: Elevated diastolic blood pressure, fasting blood glucose, and glycated hemoglobin A1c (HbA1c) were associated with presence of anemia. Similarly, elevated fasting blood glucose and HbA1c were associated with hyponatremia (OR = 1.59 and 1.58, P for both < 0.01) and hypercalcemia (OR = 1.38 and 1.33, P for both < 0.05). There was no significant association in serum lipid levels with presence of anemia. However, total triglycerides, total cholesterol and low-density lipoprotein-cholesterol were only associated with presence of hypercalcemia (OR = 1.43, 1.95 and 3.08, respectively, P for all < 0.05). CONCLUSIONS: Elevated diastolic blood pressure, fasting blood glucose, HbA1c and blood lipids are associated with anemia or electrolyte and mineral disorders in CKD patients.","2021","BMC nephrology",,"other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25928811"," Switching patients with non-dialysis chronic kidney disease from oral iron to intravenous ferric carboxymaltose: effects on erythropoiesis-stimulating agent requirements, costs, hemoglobin and iron status. ","Toblli J. and Di G.","BACKGROUND: Patients with non-dialysis-dependent chronic kidney disease (ND-CKD) often receive an erythropoiesis-stimulating agent (ESA) and oral iron treatment. This study evaluated whether a switch from oral iron to intravenous ferric carboxymaltose can reduce ESA requirements and improve iron status and hemoglobin in patients with ND-CKD. METHODS: This prospective, single arm and single-center study included adult patients with ND-CKD (creatinine clearance ≤40 mL/min), hemoglobin 11-12 g/dL and iron deficiency (ferritin <100 μg/L or transferrin saturation <20%), who were regularly treated with oral iron and ESA during 6 months prior to inclusion. Study patients received an intravenous ferric carboxymaltose dose of 1,000 mg iron, followed by a 6-months ESA/ ferric carboxymaltose maintenance regimen (target: hemoglobin 12 g/dL, transferrin saturation >20%). Outcome measures were ESA dose requirements during the observation period after initial ferric carboxymaltose treatment (primary endpoint); number of hospitalizations and transfusions, renal function before and after ferric carboxymaltose administration, number of adverse reactions (secondary endpoints). Hemoglobin, mean corpuscular volume, ferritin and transferrin saturation were measured monthly from baseline until end of study. Creatinine clearance, proteinuria, C-reactive protein, aspartate aminotransferase, alanine aminotransferase and alkaline phosphatase bimonthly from baseline until end of study. RESULTS: Thirty patients were enrolled (age 70.1±11.4 years; mean±SD). Mean ESA consumption was significantly reduced by 83.2±10.9% (from 41,839±3,668 IU/patient to 6,879±4,271 IU/patient; p<0.01). Hemoglobin increased by 0.7±0.3 g/dL, ferritin by 196.0±38.7 μg/L and transferrin saturation by 5.3±2.9% (month 6 vs. baseline; all p<0.01). No ferric carboxymaltose-related adverse events were reported and no patient withdrew or required transfusions during the study. CONCLUSION: Among patients with ND-CKD and stable normal or borderline hemoglobin, switching from oral iron to intravenous ferric carboxymaltose was associated with significant improvements in hematological and iron parameters and a significant reduction in ESA dose requirements in this single-center pilot study. TRIAL REGISTRATION: ClinicalTrials.gov NCT02232906.","2015","PloS one",,"Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27760419"," Relationship between Anemia and Serum Concentrations of Calcium and Phosphorus in Advanced Non-Dialysis-Dependent Chronic Kidney Disease. ","Boronat M. et al.","BACKGROUND/AIMS: Different biochemical abnormalities of metabolic bone disease have been associated with anemia of chronic kidney disease (CKD), mainly in hemodialysis patients. However, all of these abnormalities are closely inter-related and their individual effect on the development of anemia is uncertain. This study was aimed to assess the relationship between anemia and a set of metabolic bone disease biomarkers in a cohort of adult patients with advanced non-dialysis-dependent CKD. METHODS: The sample consisted of 382 patients submitted to a Nephrology Unit for evaluation of advanced CKD in a tertiary hospital from Gran Canaria during 3 years. Associations between anemia and serum levels of calcium (albumin-corrected), phosphorus, PTH, 25-hydroxivitamin D (25(OH)D3) and alkaline phosphatase were analyzed by using logistic regression models with adjustment for other demographic, clinical and biochemical covariates potentially related to anemia and to bone mineral metabolism. RESULTS: Serum levels of calcium and 25(OH)D3 (negatively) and phosphorus (positively) were significantly associated with anemia in an unadjusted logistic regression model. In a fully adjusted multivariable model, the OR for anemia was 0.29 (95% CI 0.16-0.49; p < 0.0001) for every 1 mg/dl increase in serum calcium and 2.19 (95% CI 1.55-3.15; p < 0.001) for every 1 mg/dl increase in serum phosphorus. Female sex and lower serum albumin levels were also independently associated with anemia. The inclusion of albumin in the adjusted model displaced the significance of 25(OH)D3. CONCLUSIONS: Circulating levels of calcium and phosphorus are strongly linked to anemia in patients with advanced non-dialysis CKD.","2017","Nephron","BACKGROUND / AIMS : Different biochemical abnormalities of metabolic bone disease have been associated with anemia of chronic kidney disease ( CKD ) , mainly in hemodialysis patients ","Cohort",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23047642"," Role of parathyroidectomy on anemia control and erythropoiesis-stimulating agent need in secondary hyperparathyroidism of chronic kidney disease. A retrospective study in 30 hemodialysis patients. ","Conzo G. et al.","BACKGROUND: Parathyroidectomy (Ptx) ameliorates anemia (A) and reduces postoperative erythropoiesis-stimulating agent (ESA) requirement. The authors retrospectively evaluated the effects of successful Ptx on chronic A and ESA need in 30 2HPT patients. METHODS: From 2004 to 2009,30 anemic hemodialysis (HD) patients, affected by severe 2HPT, underwent Ptx -15 total parathyroidectomy (TP) and 15 TP + subcutaneous autoimplantation (TPai). Patients were evaluated for iPTH, hemoglobin (Hb) levels, erythrocyte count, hematocrit and erythropoietin dosing before and at 6, and 12 months after surgery. RESULTS: In every case, Ptx achieved a dramatic reduction of iPTH levels. In 26/30 cases(86.6%) an improvement of Hb levels was observed,and 27/30 (90%) patients did not need postoperative ESA treatment,irrespective of the type of surgical procedure carried out (TP or TPai). CONCLUSIONS: Successful Ptx for 2HPT of CKD determined a considerable improvement of A,reducing exogenous ESA need.In 2HPT of HD patients A is a secondary indication to surgical treatment,but we propose that this condition should be taken into more careful account, given the high costs of ESA therapy.","2013","Annali italiani di chirurgia",,"other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"33077349"," Hemoglobin glycation index is associated with incident chronic kidney disease in subjects with impaired glucose metabolism: A 10-year longitudinal cohort study. ","Kim W. et al.","AIM: We investigated the associations between hemoglobin glycation index (HGI) and incident chronic kidney disease (CKD) in treatment-naïve subjects with prediabetes or diabetes. METHODS: We conducted a prospective cohort study comprising 2187 subjects with prediabetes or diabetes. HGI was calculated as the difference between the measured and predicted values of HbA1c using the linear relationship between HbA1c level and fasting plasma glucose levels. Incident CKD was considered if eGFR decreased to <60 mL/min/1.73 m(2) and by >25% from the baseline value during follow up. The hazard ratios (HRs) for incident CKD were calculated using Cox proportional hazards regression models. RESULTS: The overall prevalence of CKD was 15.3% (n = 335) during the 10-year follow-up period. The prevalence of CKD increased significantly from the low to the high HGI groups. In the multivariate analysis, the highest HGI group showed the highest adjusted HR for incident CKD (HR, 1.57; 95% confidence interval, 1.06-2.34), and this remained significant even after adjusting for the HbA1c level. CONCLUSIONS: High HGI was associated with an increased risk of incident CKD among treatment-naïve subjects with prediabetes or diabetes, suggesting that HGI may be used to predict CKD in these patients regardless of HbA1c levels.","2021","Journal of diabetes and its complications"," AIM : We investigated the associations between hemoglobin glycation index ( HGI ) and incident chronic kidney disease ( CKD ) in treatment-naïve subjects with prediabetes or diabetes ","Cohort",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25317612"," Anemia in chronic kidney disease in a Hospital in the Northwest region to the State of Rio Grande do Sul. ","Bueno C. and Frizzo M.","INTRODUCTION: Chronic kidney disease (CKD) has been identified in an increasing number of patients and among its consequences is the anemia. OBJECTIVE: To verify the occurrence of anemia in patients with CKD undergoing hemodialysis at a Hospital in the South Region, Brazil, as well as their kidney profile and iron profile. METHODS: It was performed a retrospective, descriptive and analytical study. It was analyzed 45 patient records with results from the beginning of the hemodialysis treatment until nine months later. RESULTS: Over 50.0% of the patients had hypertension and diabetes and 68.8% were male. The anemia was present in 97.8% of the patients and treated with erythropoietin and/or iron. In the evaluated period occurred increase in median hemoglobin levels (p < 0.001), hematocrit (p < 0.001), ferritin, creatinine (p < 0.001) and urea under (p = 0.039). The transferrin saturation was low in 35.6% of the patients after about one year under hemodialysis treatment. There was correlation between creatinine and urea, both rising. CONCLUSION: After the INTRODUCTION of treatment for anemia occurred increased plasma levels of hemoglobin and clinical improvement, even though not having a complete normalization of these levels.","2014","Jornal brasileiro de nefrologia"," OBJECTIVE : To verify the occurrence of anemia in patients with CKD undergoing hemodialysis at a Hospital in the South Region , Brazil , as well as their kidney profile and iron profile ","other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"37740521"," Use of molidustat, a hypoxia-inducible factor prolyl hydroxylase inhibitor, in chronic kidney disease-associated anemia in cats. LI","Charles S. et al.","BACKGROUND: Erythropoietic effects of molidustat, a hypoxia-inducible factor prolyl hydroxylase (HIF-PH) inhibitor, were previously demonstrated in healthy cats. OBJECTIVE: To evaluate the safety and erythropoietic effects of daily PO administration of molidustat in anemic cats with chronic kidney disease (CKD). ANIMALS: Twenty-one client-owned CKD cats (4-17 years old) with anemia. METHODS: Multicenter field study; randomized, masked, and placebo-controlled. Cats were treated PO once daily for 28 days with suspensions of control product (CP; n = 6) or 5 mg/kg of molidustat (n = 15). Hematocrit (HCT) was evaluated at weekly intervals. Individual cat treatment success was defined as a ≥4% point increase in HCT compared to baseline. RESULTS: Control group mean HCT remained low throughout the study (20.1%-23.4%). Mean HCT of molidustat-treated cats increased weekly, and a significant increase compared to baseline (23.6%) was first observed on Day 21 (27.3%; P < .001; 95% confidence interval [CI], 1.69-5.67). Compared to CP group, mean HCT was significantly higher on Day 21 (27.3% vs 20.1%; P < .001; 95% CI, 2.91-10.75) but not significantly higher on Day 28 (27.8% vs 23.4%; P = .06; 95% CI, -0.23 to 9.88). The number of individual treatment successes on Day 28 was higher among remaining molidustat-treated cats (7/14) compared to remaining control cats (1/5), but there was no significant difference between groups. CONCLUSIONS AND CLINICAL IMPORTANCE: Daily PO molidustat administration may stimulate a clinically relevant erythropoietic response in anemic cats with CKD. This HIF-PH inhibitor may be an alternative for managing anemia in cats compared to recombinant EPO treatment.","2023","Journal of veterinary internal medicine"," OBJECTIVE : To evaluate the safety and erythropoietic effects of daily PO administration of molidustat in anemic cats with chronic kidney disease ( CKD ) ","other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"36982393"," Iron Deficiency and Nephrotoxic Heavy Metals: A Dangerous Interplay? LI","Rawee P. et al.","Heavy metals are common in our environment, and all individuals are exposed to them to some extent. These toxic metals have several harmful effects on the body, including the kidney, which is a very sensitive organ. Indeed, heavy metal exposure has been linked to an increased risk of chronic kidney disease (CKD) and its progression, which may be explained by the well-established nephrotoxic effects of these metals. In this hypothesis and narrative literature review, we will shed light on the potential role that another highly common problem in patients with CKD, iron deficiency, may play in the damaging effects of heavy metal exposure in this patient group. Iron deficiency has previously been linked with an increased uptake of heavy metals in the intestine due to the upregulation of iron receptors that also take up other metals. Furthermore, recent research suggests a role of iron deficiency in the retention of heavy metals in the kidney. Therefore, we hypothesize that iron deficiency plays a crucial role in the damaging effects of heavy metal exposure in patients with CKD and that iron supplementation might be a strategy to combat these detrimental processes.","2023","International journal of molecular sciences",,"Review",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28422703"," Differential hemoglobin A sequestration between hemodialysis modalities. ","Naseeb U. et al.","This report evaluates plasma protein patterns, dialysates and protein analysis of used dialysis membranes from the same patient under hemodialysis in three separate modalities, using high-flux membranes in concentration-driven transport (HD), convection-driven hemofiltration (HF) and combined hemodialfiltration (HDF). The plasma protein changes induced by each of the three dialysis modalities showed small differences in proteins identified towards our previous plasma analyses of chronic kidney disease (CKD) patients. The used dialysate peptide concentrations likewise exhibited small differences among the modalities and varied in the same relative order as the plasma changes, with protein losses in the order HD>HDF>HF. The membrane protein deposits allowed quantification of the relative Hb removal ratios as ~1.7 for HD and ~1.2 for HDF vs. ~1.0 for HF. Hence, plasma protein alterations, dialysate peptide contents and membrane Hb deposits all identify HD as the modality with the most extensive filtration results and exemplifies the accessibility of protein analysis of used membrane filters for evaluation of dialysis efficiencies.","2017","Biomolecular concepts",,"other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29975110"," Investigational hypoxia-inducible factor prolyl hydroxylase inhibitors (HIF-PHI) for the treatment of anemia associated with chronic kidney disease. ","Del V. and Locatelli F.","INTRODUCTION: In the last decade, concerns have been raised around the use of erythropoiesis-stimulating agents (ESAs) and intravenous iron in chronic kidney disease (CKD) patients, especially when given at high doses. Moreover, treatment with ESA is expensive. AREAS COVERED: We searched PubMed for original articles, reviews, and editorials having as a topic anemia, CKD, hypoxia inducible factor, hepcidin, iron, and hypoxia-inducible factor prolyl hydroxylase inhibitors (HIF-PHI). HIF-PHI are a new class of small molecules activating HIF-alfa isoforms (the main mediators of the effects of hypoxia on the body). This causes the secretion of endogenous erythropoietin and increased iron availability. Differing from ESA, HIF-PHI are administered orally. Preliminary data from phase-II clinical studies have shown their efficacy and safety in the short term. EXPERT OPINION: HIF-PHI are a new promising class of drugs. The results of large, phase-III clinical studies are awaited to prove their efficacy and safety on cardiovascular events and cancer development in the long term. Their capability of penetrating the ESA market in the future will be influenced also by their selling price. The oral administration of HIF-PHI will be weighed to the 'intra-lines' infusion of ESA in hemodialysis or to the infrequent subcutaneous injections of long-acting ESA.","2018","Expert opinion on investigational drugs",,"Review",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31222951"," Intermittent Oral Dosing of Roxadustat in Peritoneal Dialysis Chronic Kidney Disease Patients with Anemia: A Randomized, Phase 3, Multicenter, Open-Label Study. ","Akizawa T. et al.","Roxadustat is an oral hypoxia-inducible factor prolyl hydroxylase inhibitor developed to treat anemia in chronic kidney disease (CKD) patients. This Phase 3, randomized, open-label, 24-week study investigated the efficacy and safety of roxadustat in Japanese CKD patients with anemia on peritoneal dialysis (PD) who were previously treated or not treated with erythropoiesis stimulating agents (ESAs). Patients not previously receiving ESA (ESA-Naïve group) were randomized to roxadustat at a starting dose of 50 or 70 mg three times weekly; patients previously receiving ESA (ESA-Converted group) switched from ESA to roxadustat 70 or 100 mg three times weekly depending on the prior ESA dose. Outcomes included maintenance rate of average hemoglobin (Hb) level within 10-12 g/dL at weeks 18-24, cumulative response rate at end of treatment (Hb thresholds, 10.0 g/dL or 10.5 g/dL; Hb increase, ≥1.0 g/dL), and average Hb levels at weeks 18-24. Safety was assessed by occurrence of treatment-emergent adverse events (TEAEs). Fifty-six patients were enrolled (ESA-Naïve, n = 13; ESA-Converted, n = 43). Maintenance rates (weeks 18-24) were 92.3% (95% CI: 64.0-99.8; ESA-Naïve) and 74.4% (95% CI: 58.8-86.5; ESA-Converted). Cumulative response rate was 100.0% in the ESA-Naïve group. Average Hb levels (weeks 18-24) were 11.05 g/dL (95% CI: 10.67-11.42; ESA-Naïve) and 10.93 g/dL (95% CI: 10.73-11.13; ESA-Converted). Common TEAEs included nasopharyngitis and back pain. Roxadustat was well tolerated and effective in maintaining target Hb levels in CKD patients on PD who were previously treated or not treated with ESA.","2020","Therapeutic apheresis and dialysis : official peer-reviewed journal of the International Society for Apheresis, the Japanese Society for Apheresis, the Japanese Society for Dialysis Therapy",,"Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24881584"," Prognostic impact of chronic kidney disease and anemia at admission on in-hospital outcomes after primary percutaneous coronary intervention for acute myocardial infarction. ","Shiraishi J. et al.","Cardiorenal anemia syndrome has recently been receiving greater attention; however, data regarding the relationship between chronic kidney disease (CKD)/anemia on presentation and in-hospital outcome in patients with acute myocardial infarction (AMI) undergoing primary percutaneous coronary intervention (PCI) are still limited in Japan.A total of 1,447 primary P","2014","International heart journal",,"other",1,"anemiaHbIronCkdLisa","2023-11-08"
