"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","journalShort","objective","studyPlan","keywords","fromCode","projectName","uploadDate"
,"21876681","Genome-wide gene-environment study identifies glutamate receptor gene GRIN2A as a Parkinson's disease modifier gene via interaction with coffee.","Hamza TH","Our aim was to identify genes that influence the inverse association of coffee with the risk of developing Parkinson's disease (PD). We used genome-wide genotype data and lifetime caffeinated-coffee-consumption data on 1,458 persons with PD and 931 without PD from the NeuroGenetics Research Consortium (NGRC), and we performed a genome-wide association and interaction study (GWAIS), testing each SNP's main-effect plus its interaction with coffee, adjusting for sex, age, and two principal components. We then stratified subjects as heavy or light coffee-drinkers and performed genome-wide association study (GWAS) in each group. We replicated the most significant SNP. Finally, we imputed the NGRC dataset, increasing genomic coverage to examine the region of interest in detail. The primary analyses (GWAIS, GWAS, Replication) were performed using genotyped data. In GWAIS, the most significant signal came from rs4998386 and the neighboring SNPs in GRIN2A. GRIN2A encodes an NMDA-glutamate-receptor subunit and regulates excitatory neurotransmission in the brain. Achieving P(2df) = 10(-6), GRIN2A surpassed all known PD susceptibility genes in significance in the GWAIS. In stratified GWAS, the GRIN2A signal was present in heavy coffee-drinkers (OR = 0.43; P = 6×10(-7)) but not in light coffee-drinkers. The a priori Replication hypothesis that ""Among heavy coffee-drinkers, rs4998386_T carriers have lower PD risk than rs4998386_CC carriers"" was confirmed: OR(Replication) = 0.59, P(Replication) = 10(-3); OR(Pooled) = 0.51, P(Pooled) = 7×10(-8). Compared to light coffee-drinkers with rs4998386_CC genotype, heavy coffee-drinkers with rs4998386_CC genotype had 18% lower risk (P = 3×10(-3)), whereas heavy coffee-drinkers with rs4998386_TC genotype had 59% lower risk (P = 6×10(-13)). Imputation revealed a block of SNPs that achieved P(2df)<5×10(-8) in GWAIS, and OR = 0.41, P = 3×10(-8) in heavy coffee-drinkers. This study is proof of concept that inclusion of environmental factors can help identify genes that are missed in GWAS. Both adenosine antagonists (caffeine-like) and glutamate antagonists (GRIN2A-related) are being tested in clinical trials for treatment of PD. GRIN2A may be a useful pharmacogenetic marker for subdividing individuals in clinical trials to determine which medications might work best for which patients.","2011",,"PLoS Genet","Our aim was to identify genes that influence the inverse association of coffee with the risk of developing Parkinson's disease ( PD ) ","other","Case-Control Studies, FALSE, Coffee, TRUE, Female, FALSE, Gene-Environment Interaction, TRUE, Genetic Predisposition to Disease, FALSE, Genome, Human, FALSE, Genome-Wide Association Study, FALSE, Genotype, FALSE, Humans, FALSE, Male, FALSE, Parkinson Disease, FALSE, genetics, Q000235, Polymorphism, Single Nucleotide, FALSE, Receptors, N-Methyl-D-Aspartate, FALSE, genetics, Q000235, Risk Factors, FALSE",1,"projTutoParkinson","2023-12-28"
,"21837275","Connecting cerebral white matter lesions and hypertensive target organ damage.","Sierra C","Chronic hypertension leads to concomitant remodeling of the cardiac and vascular systems and various organs, especially the brain, kidney, and retina. The brain is an early target of organ damage due to high blood pressure, which is the major modifiable risk factor for stroke and small vessel disease. Stroke is the second leading cause of death and the number one cause of disability worldwide and over 80% of strokes occur in the elderly. Preclinical hypertensive lesions in most target organs are clearly identified: left ventricular hypertrophy for the heart, microalbuminuria for the kidney, fundus abnormalities for the eye, and intima-media thickness and pulse wave velocity for the vessels. However, early hypertensive brain damage is not fully studied due to difficulties in access and the expense of techniques. After age, hypertension is the most-important risk factor for cerebral white matter lesions, which are an important prognostic factor for stroke, cognitive impairment, dementia, and death. Studies have shown an association between white matter lesions and a number of extracranial systems affected by high BP and also suggest that correct antihypertensive treatment could slow white matter lesions progression. There is strong evidence that cerebral white matter lesions in hypertensive patients should be considered a silent early marker of brain damage.","2011",,"J Aging Res",,"other","NULL",1,"projTutoParkinson","2023-12-28"
,"21810696","Midlife vascular risk factor exposure accelerates structural brain aging and cognitive decline.","Debette S","OBJECTIVE: Our aim was to test the association of vascular risk factor exposure in midlife with progression of MRI markers of brain aging and measures of cognitive decline.
METHODS: A total of 1,352 participants without dementia from the prospective Framingham Offspring Cohort Study were examined. Multivariable linear and logistic regressions were implemented to study the association of midlife vascular risk factor exposure with longitudinal change in white matter hyperintensity volume (WMHV), total brain volume (TBV), temporal horn volume, logical memory delayed recall, visual reproductions delayed-recall (VR-d), and Trail-Making Test B-A (TrB-A) performance a decade later.
RESULTS: Hypertension in midlife was associated with accelerated WMHV progression (p < 0.001) and worsening executive function (TrB-A score; p = 0.012). Midlife diabetes and smoking were associated with a more rapid increase in temporal horn volume, a surrogate marker of accelerated hippocampal atrophy (p = 0.017 and p = 0.008, respectively). Midlife smoking also predicted a more marked decrease in total brain volume (p = 0.025) and increased risk of extensive change in WMHV (odds ratio = 1.58 [95%confidence interval 1.07-2.33], p = 0.021). Obesity in midlife was associated with an increased risk of being in the top quartile of change in executive function (1.39 [1.02-1.88], p = 0.035) and increasing waist-to-hip ratio was associated with marked decline in TBV (10.81 [1.44-81.01], p = 0.021). Longitudinal changes in brain structure were significantly correlated with decline in memory and executive function.
CONCLUSIONS: Midlife hypertension, diabetes, smoking, and obesity were associated with an increased rate of progression of vascular brain injury, global and hippocampal atrophy, and decline in executive function a decade later.","2011",,"Neurology"," OBJECTIVE : Our aim was to test the association of vascular risk factor exposure in midlife with progression of MRI markers of brain aging and measures of cognitive decline ","other","Aged, FALSE, Aging, TRUE, Apolipoproteins E, FALSE, genetics, Q000235, Brain, FALSE, pathology, Q000473, Cerebrovascular Circulation, FALSE, physiology, Q000502, Cognition Disorders, FALSE, pathology, Q000473, Cohort Studies, FALSE, Female, FALSE, Humans, FALSE, Hypertension, FALSE, physiopathology, Q000503, Magnetic Resonance Imaging, FALSE, methods, Q000379, Male, FALSE, Middle Aged, FALSE, Neuropsychological Tests, FALSE, Regression Analysis, FALSE, Risk Factors, FALSE, Statistics as Topic, FALSE",1,"projTutoParkinson","2023-12-28"
,"21790207","Vitamin D, cognitive dysfunction and dementia in older adults.","Dickens AP","The physiologically active form of vitamin D, 1,25-dihydroxyvitamin D(3), is a fat-soluble steroid hormone with a well established role in skeletal health. A growing body of evidence suggests low vitamin D levels also play a role in the pathogenesis of a wide range of non-skeletal, age-associated diseases including cancer, heart disease, type 2 diabetes mellitus and stroke. Low levels of serum 25-hydroxyvitamin D [25(OH)D], a stable marker of vitamin D status, are also associated with increased odds of prevalent cognitive dysfunction, Alzheimer's disease and all-cause dementia in a number of studies, raising the possibility that vitamin D plays a role in the aetiology of cognitive dysfunction and dementia. To date, the majority of human studies reporting associations between vitamin D and cognition or dementia have been cross-sectional or case-control designs that do not permit us to exclude the possibility that such associations are a result of disease progression rather than being causal. Animal and in vitro experiments have identified a number of neuroprotective mechanisms that might link vitamin D status to cognitive dysfunction and dementia, including vasoprotection and amyloid phagocytosis and clearance, but the clinical relevance of these mechanisms in humans is not currently clear. Two recent, large, prospective studies go some way to establish the temporal relationship with cognitive decline. The relative risk of cognitive decline was 60% higher (relative risk = 1.6, 95% CI 1.2, 2.0) in elderly Italian adults with severely deficient 25(OH)D levels (<25 nmol/L) when compared with those with sufficient levels (≥75 nmol/L). Similarly, the odds of cognitive decline were 41% higher (odds ratio = 1.4, 95% CI 0.9, 2.2) when elderly US men in the lowest quartile (≤49.7 nmol/L) were compared with those in the highest quartile (≥74.4 nmol/L). To our knowledge, no prospective studies have examined the association between 25(OH)D levels and incident dementia or neuroimaging abnormalities. The possible therapeutic benefits of vitamin D have attracted considerable interest as over 1 billion people worldwide are thought to have insufficient 25(OH)D levels and these levels can be increased using inexpensive and well tolerated dietary supplements. However, no large randomized controlled trials have yet examined the effect of vitamin D supplements on cognitive decline or incident dementia. Further studies are urgently needed to establish which mechanisms have clinical relevance in human populations and whether vitamin D supplements are effective at minimizing cognitive decline or preventing dementia.","2011",,"CNS Drugs",,"other","Aged, FALSE, Animals, FALSE, Calcitriol, FALSE, blood, Q000097, Cognition Disorders, FALSE, drug therapy, Q000188, Dementia, FALSE, drug therapy, Q000188, Dietary Supplements, FALSE, Female, FALSE, Humans, FALSE, Male, FALSE, Vitamin D, FALSE, administration & dosage, Q000008, Vitamin D Deficiency, FALSE, complications, Q000150",1,"projTutoParkinson","2023-12-28"
,"21778438","Vascular contributions to cognitive impairment and dementia: a statement for healthcare professionals from the american heart association/american stroke association.","Gorelick PB","BACKGROUND AND PURPOSE: This scientific statement provides an overview of the evidence on vascular contributions to cognitive impairment and dementia. Vascular contributions to cognitive impairment and dementia of later life are common. Definitions of vascular cognitive impairment (VCI), neuropathology, basic science and pathophysiological aspects, role of neuroimaging and vascular and other associated risk factors, and potential opportunities for prevention and treatment are reviewed. This statement serves as an overall guide for practitioners to gain a better understanding of VCI and dementia, prevention, and treatment.
METHODS: Writing group members were nominated by the writing group co-chairs on the basis of their previous work in relevant topic areas and were approved by the American Heart Association Stroke Council Scientific Statement Oversight Committee, the Council on Epidemiology and Prevention, and the Manuscript Oversight Committee. The writing group used systematic literature reviews (primarily covering publications from 1990 to May 1, 2010), previously published guidelines, personal files, and expert opinion to summarize existing evidence, indicate gaps in current knowledge, and, when appropriate, formulate recommendations using standard American Heart Association criteria. All members of the writing group had the opportunity to comment on the recommendations and approved the final version of this document. After peer review by the American Heart Association, as well as review by the Stroke Council leadership, Council on Epidemiology and Prevention Council, and Scientific Statements Oversight Committee, the statement was approved by the American Heart Association Science Advisory and Coordinating Committee.
RESULTS: The construct of VCI has been introduced to capture the entire spectrum of cognitive disorders associated with all forms of cerebral vascular brain injury-not solely stroke-ranging from mild cognitive impairment through fully developed dementia. Dysfunction of the neurovascular unit and mechanisms regulating cerebral blood flow are likely to be important components of the pathophysiological processes underlying VCI. Cerebral amyloid angiopathy is emerging as an important marker of risk for Alzheimer disease, microinfarction, microhemorrhage and macrohemorrhage of the brain, and VCI. The neuropathology of cognitive impairment in later life is often a mixture of Alzheimer disease and microvascular brain damage, which may overlap and synergize to heighten the risk of cognitive impairment. In this regard, magnetic resonance imaging and other neuroimaging techniques play an important role in the definition and detection of VCI and provide evidence that subcortical forms of VCI with white matter hyperintensities and small deep infarcts are common. In many cases, risk markers for VCI are the same as traditional risk factors for stroke. These risks may include but are not limited to atrial fibrillation, hypertension, diabetes mellitus, and hypercholesterolemia. Furthermore, these same vascular risk factors may be risk markers for Alzheimer disease. Carotid intimal-medial thickness and arterial stiffness are emerging as markers of arterial aging and may serve as risk markers for VCI. Currently, no specific treatments for VCI have been approved by the US Food and Drug Administration. However, detection and control of the traditional risk factors for stroke and cardiovascular disease may be effective in the prevention of VCI, even in older people.
CONCLUSIONS: Vascular contributions to cognitive impairment and dementia are important. Understanding of VCI has evolved substantially in recent years, based on preclinical, neuropathologic, neuroimaging, physiological, and epidemiological studies. Transdisciplinary, translational, and transactional approaches are recommended to further our understanding of this entity and to better characterize its neuropsychological profile. There is a need for prospective, quantitative, clinical-pathological-neuroimaging studies to improve knowledge of the pathological basis of neuroimaging change and the complex interplay between vascular and Alzheimer disease pathologies in the evolution of clinical VCI and Alzheimer disease. Long-term vascular risk marker interventional studies beginning as early as midlife may be required to prevent or postpone the onset of VCI and Alzheimer disease. Studies of intensive reduction of vascular risk factors in high-risk groups are another important avenue of research.","2011",,"Stroke","BACKGROUND AND PURPOSE : This scientific statement provides an overview of the evidence on vascular contributions to cognitive impairment and dementia "," review","Alzheimer Disease, TRUE, etiology, Q000209, American Heart Association, FALSE, Cerebral Angiography, FALSE, methods, Q000379, Dementia, Vascular, FALSE, etiology, Q000209, Humans, FALSE, Male, FALSE, Mental Disorders, TRUE, etiology, Q000209, Risk Factors, FALSE, United States, FALSE",1,"projTutoParkinson","2023-12-28"
,"21747033","Serum insulinlike growth factor 1 as possible marker for risk and early diagnosis of Parkinson disease.","Godau J","BACKGROUND: The level of serum insulinlike growth factor 1 (IGF-1) is increased in idiopathic Parkinson disease (PD).
OBJECTIVES: To assess whether the (1) IGF-1 level is increased in patients with PD at the time of diagnosis, (2) increased IGF-1 level is related to impaired motor function in healthy individuals, and (3) detection of increased IGF-1 level will help to identify persons at risk for PD.
DESIGN: Cross-sectional cohort study.
MAIN OUTCOME MEASURES: Serum IGF-1 was measured in 15 patients with newly diagnosed untreated PD and 139 healthy elderly individuals. Participants at risk for PD (n = 11) were defined as having altered motor function according to the Unified Parkinson's Disease Rating Scale, Part III (UPDRS-III), and dopaminergic dysfunction as indicated by sonographically determined substantia nigra hyperechogenicity.
RESULTS: The IGF-1 level was higher in patients with PD compared with healthy participants (P = .004) and inversely correlated with the UPDRS-III score (ρ = -0.77). The IGF-1 level was not related to motor function in the healthy group. However, there was no significant difference between the IGF-1 level in the at-risk subgroup vs the PD patients (corrected P = .15), and the IGF-1 level was positively correlated with the UPDRS-III score (ρ = 0.80).
CONCLUSION: Serum IGF-1 monitoring may be valuable in the diagnosis of PD and for the identification of individuals with a putatively increased risk for PD.","2011",,"Arch Neurol"," OBJECTIVES : To assess whether the ( 1 ) IGF-1 level is increased in patients with PD at the time of diagnosis , ( 2 ) increased IGF-1 level is related to impaired motor function in healthy individuals , and ( 3 ) detection of increased IGF-1 level will help to","other","Aged, FALSE, Aged, 80 and over, FALSE, Cohort Studies, FALSE, Cross-Sectional Studies, FALSE, Early Diagnosis, FALSE, Female, FALSE, Humans, FALSE, Insulin-Like Growth Factor Binding Protein 3, FALSE, Insulin-Like Growth Factor Binding Proteins, FALSE, blood, Q000097, Insulin-Like Growth Factor I, FALSE, metabolism, Q000378, Male, FALSE, Middle Aged, FALSE, Motor Activity, FALSE, physiology, Q000502, Neurologic Examination, FALSE, Parkinson Disease, FALSE, blood, Q000097, Psychiatric Status Rating Scales, FALSE, Risk Factors, FALSE, Ultrasonography, Doppler, Transcranial, FALSE, methods, Q000379",1,"projTutoParkinson","2023-12-28"
,"21643886","Radiological features of Paget disease of bone associated with VCP myopathy.","Farpour F","OBJECTIVE: Mutations in the Valosin-containing protein (VCP) gene cause a unique disorder characterized by classic Paget disease of bone (PDB), inclusion body myopathy, and frontotemporal dementia (IBMPFD). Our objective was to analyze the radiographic features of PDB associated with VCP mutations since there is a dearth of literature on the PDB component of VCP disease.
MATERIALS AND METHODS: Radiographic bone surveys were examined in 23 individuals with VCP mutation and compared with their unaffected relatives. Laboratory testing relevant for VCP disease was performed in all individuals.
RESULTS: Of the 17 affected individuals with clinical manifestations of VCP disease, 16 of whom had myopathy, radiographic analysis revealed classic PDB in 11 individuals (65%). The mean age of diagnosis for myopathy was 43.8 years and for PDB was 38.1 years of age. Radiological evidence of PDB was seen in one individual (16%) amongst six clinically asymptomatic VCP mutation carriers. Alkaline phosphatase was a useful marker for diagnosing PDB in VCP disease.
CONCLUSIONS: Radiographic findings of classic PDB are seen in 52% of individuals carrying VCP mutations at a significantly younger age than conventional PDB. Screening for PDB is warranted in at-risk individuals because of the benefit of early treatment with the new powerful bisphosphonates that hold the potential for prevention of disease.","2012",,"Skeletal Radiol"," OBJECTIVE : Mutations in the Valosin-containing protein ( VCP ) gene cause a unique disorder characterized by classic Paget disease of bone ( PDB ) , inclusion body myopathy , and frontotemporal dementia ( IBMPFD ) ","other","Adenosine Triphosphatases, FALSE, genetics, Q000235, Adult, FALSE, Aged, FALSE, Cell Cycle Proteins, FALSE, genetics, Q000235, Female, FALSE, Humans, FALSE, Male, FALSE, Myositis, Inclusion Body, FALSE, diagnostic imaging, Q000000981, Osteitis Deformans, FALSE, diagnostic imaging, Q000000981, Radiography, FALSE, Valosin Containing Protein, FALSE",1,"projTutoParkinson","2023-12-28"
,"21552986","Parkinson's disease-linked LRRK2 is expressed in circulating and tissue immune cells and upregulated following recognition of microbial structures.","Hakimi M","Sequence variants at or near the leucine-rich repeat kinase 2 (LRRK2) locus have been associated with susceptibility to three human conditions: Parkinson's disease (PD), Crohn's disease and leprosy. As all three disorders represent complex diseases with evidence of inflammation, we hypothesized a role for LRRK2 in immune cell functions. Here, we report that full-length Lrrk2 is a relatively common constituent of human peripheral blood mononuclear cells (PBMC) including affinity isolated, CD14(+) monocytes, CD19(+) B cells, and CD4(+) as well as CD8(+) T cells. Up to 26% of PBMC from healthy donors and up to 43% of CD14(+) monocytes were stained by anti-Lrrk2 antibodies using cell sorting. PBMC lysates contained full-length (>260 kDa) and higher molecular weight Lrrk2 species. The expression of LRRK2 in circulating leukocytes was confirmed by microscopy of human blood smears and in sections from normal midbrain and distal ileum. Lrrk2 reactivity was also detected in mesenteric lymph nodes and spleen (including in dendritic cells), but was absent in splenic mononuclear cells from lrrk2-null mice, as expected. In cultured bone marrow-derived macrophages from mice we made three observations: (i) a predominance of higher molecular weight lrrk2; (ii) the reduction of autophagy marker LC3-II in (R1441C)lrrk2-mutant cells (<31%); and (iii) a significant up-regulation of lrrk2 mRNA (>fourfold) and protein after exposure to several microbial structures including bacterial lipopolysaccharide and lentiviral particles. We conclude that Lrrk2 is a constituent of many cell types in the immune system. Following the recognition of microbial structures, stimulated macrophages respond with altered lrrk2 gene expression. In the same cells, lrrk2 appears to co-regulate autophagy. A pattern recognition receptor-type function for LRRK2 could explain its locus' association with Crohn's disease and leprosy risk. We speculate that the role of Lrrk2 in immune cells may also be relevant to the susceptibility of developing PD or its progression.","2011",,"J Neural Transm (Vienna)",,"other","Animals, FALSE, Antibody-Dependent Cell Cytotoxicity, FALSE, Autophagy, FALSE, genetics, Q000235, B-Lymphocytes, FALSE, metabolism, Q000378, Cells, Cultured, FALSE, Cytokines, FALSE, metabolism, Q000378, Enzyme-Linked Immunosorbent Assay, FALSE, methods, Q000379, Genetic Predisposition to Disease, FALSE, genetics, Q000235, Humans, FALSE, Leucine-Rich Repeat Serine-Threonine Protein Kinase-2, FALSE, Leukocytes, FALSE, metabolism, Q000378, Macrophages, FALSE, metabolism, Q000378, Mice, FALSE, Mice, Transgenic, FALSE, Mutation, FALSE, genetics, Q000235, Parkinson Disease, TRUE, genetics, Q000235, Protein Serine-Threonine Kinases, FALSE, genetics, Q000235, RNA, Messenger, FALSE, metabolism, Q000378, T-Lymphocytes, FALSE, metabolism, Q000378, Up-Regulation, FALSE, physiology, Q000502",1,"projTutoParkinson","2023-12-28"
,"21533854","Pre- and post-synaptic cortical cholinergic deficits are proportional to amyloid plaque presence and density at preclinical stages of Alzheimer's disease.","Potter PE","Amyloid imaging has identified cognitively normal older people with plaques as a group possibly at increased risk for developing Alzheimer's disease-related dementia. It is important to begin to thoroughly characterize this group so that preventative therapies might be tested. Existing cholinotropic agents are a logical choice for preventative therapy as experimental evidence suggests that they are anti-amyloidogenic and clinical trials have shown that they delay progression of mild cognitive impairment to dementia. A detailed understanding of the status of the cortical cholinergic system in preclinical AD is still lacking, however. For more than 30 years, depletion of the cortical cholinergic system has been known to be one of the characteristic features of AD. Reports to date have suggested that some cholinergic markers are altered prior to cognitive impairment while others may show changes only at later stages of dementia. These studies have generally been limited by relatively small sample sizes, long postmortem intervals and insufficient definition of control and AD subjects by the defining histopathology. We, therefore, examined pre- and post-synaptic elements of the cortical cholinergic system in frontal and parietal cortex in 87 deceased subjects, including non-demented elderly with and without amyloid plaques as well as demented persons with neuropathologically confirmed AD. Choline acetyltransferase (ChAT) activity was used as a presynaptic marker while displacement of (3)H-pirenzepine binding by oxotremorine-M in the presence and absence of GppNHp was used to assess postsynaptic M1 receptor coupling. The results indicate that cortical ChAT activity as well as M1 receptor coupling are both significantly decreased in non-demented elderly subjects with amyloid plaques and are more pronounced in subjects with AD and dementia. These findings confirm that cortical cholinergic dysfunction in AD begins at the preclinical stage of disease and suggest that cholinotropic agents currently used for AD treatment are a logical choice for preventative therapy.","2011",,"Acta Neuropathol",,"other","Adult, FALSE, Aged, FALSE, Aged, 80 and over, FALSE, Alzheimer Disease, FALSE, metabolism, Q000378, Autopsy, FALSE, Case-Control Studies, FALSE, Cerebral Cortex, FALSE, metabolism, Q000378, Choline O-Acetyltransferase, FALSE, deficiency, Q000172, Dementia, FALSE, metabolism, Q000378, GTP-Binding Proteins, FALSE, metabolism, Q000378, Humans, FALSE, Middle Aged, FALSE, Plaque, Amyloid, FALSE, pathology, Q000473, Receptor, Muscarinic M1, FALSE, metabolism, Q000378, Severity of Illness Index, FALSE, Synapses, FALSE, metabolism, Q000378",1,"projTutoParkinson","2023-12-28"
,"21508532","The role of carotid atherosclerosis in Alzheimer's disease progression.","Silvestrini M","The aim of this 12-month prospective study was to establish whether severe internal carotid artery stenosis is associated with faster progression of the cognitive impairment in patients with Alzheimer's disease (AD). Four hundred and eleven patients with AD underwent extracranial carotid Doppler ultrasound evaluation. Cerebrovascular reactivity to hypercapnia was measured by means of the breath-holding index (BHI) in those with severe carotid artery stenosis using transcranial Doppler ultrasonography. Cognitive status was quantified with the Mini Mental State Evaluation (MMSE). Ninety-eight patients had severe carotid artery stenosis, 41 right (group 1), and 57 left (group 2), while 313 had no significant stenosis (group 3). Group 1 and 2 patients showed an increased probability compared with group 3 patients to develop severe dementia (MMSE scores < 21) during the 12-month follow-up period: OR 2.36 (95% CI: 1.14-4.87) and OR 4.90 (95% CI: 2.65-9.04), respectively (p < 0.05, multiple logistic regression analysis). A BHI value ipsilateral to the stenosis < 0.69 predicted a worse MMSE score at 12 months irrespective of the side of the stenosis. These findings suggest that severe internal carotid artery stenosis can be considered as a marker of a faster rate of progression of the cognitive decline in AD. They also indicate that cerebral hemodynamic evaluation could be applied to identify patients at higher risk of rapid cognitive decline, who may benefit from aggressive treatment, and warrant investigation of the advantages of carotid revascularization procedures in these patients.","2011",,"J Alzheimers Dis","The aim of this 12-month prospective study was to establish whether severe internal carotid artery stenosis is associated with faster progression of the cognitive impairment in patients with Alzheimer's disease ( AD ) ","other","Adult, FALSE, Aged, FALSE, Aged, 80 and over, FALSE, Alzheimer Disease, FALSE, complications, Q000150, Carotid Artery Diseases, FALSE, complications, Q000150, Carotid Artery, Internal, FALSE, physiopathology, Q000503, Disease Progression, FALSE, Female, FALSE, Hemodynamics, FALSE, Humans, FALSE, Logistic Models, FALSE, Male, FALSE, Neuropsychological Tests, FALSE, Prospective Studies, FALSE, Regression Analysis, FALSE, Risk Factors, FALSE, Socioeconomic Factors, FALSE, Ultrasonography, FALSE",1,"projTutoParkinson","2023-12-28"
,"21497350","Ankle-brachial index as a marker of cognitive impairment and dementia in general population. A systematic review.","Guerchet M","OBJECTIVE: To investigate the association between a low ankle-brachial index (ABI) and several grades of cognitive disorders: cognitive impairment, dementia and Alzheimer's disease (AD), in the general population.
METHODS: We performed a systematic review of the literature, including all prospective, longitudinal or cross-sectional studies assessing both peripheral artery disease (PAD), defined by a low ABI, and cognitive function.
RESULTS: 12 publications were included in this review, of whom 6 reported cross-sectional analysis and 6 reported longitudinal analysis. All except one reported a significant association between a low ankle-brachial index and cognitive impairment, dementia or AD. Beyond cognitive impairment, patients with PAD are at an increased risk to develop dementia or Alzheimer's disease.
CONCLUSION: In this review, we confirm that a low (<0.90) ABI can be considered as a marker of cognitive impairment and dementia. ABI provides independent and supplemental information on subject's susceptibility to develop cognitive disorders, along its usefulness to predict cardiovascular diseases (CVD). Given its availability, easiness, safety to patients and low cost, the ABI could be useful in clinical practice and research in the field of cognitive diseases.","2011",,"Atherosclerosis"," OBJECTIVE : To investigate the association between a low ankle-brachial index ( ABI ) and several grades of cognitive disorders : cognitive impairment , dementia and Alzheimer's disease ( AD ) , in the general population ","systematic review","Aged, FALSE, Alzheimer Disease, FALSE, blood, Q000097, Ankle Brachial Index, TRUE, Cognition Disorders, FALSE, diagnosis, Q000175, Cross-Sectional Studies, FALSE, Dementia, FALSE, diagnosis, Q000175, Female, FALSE, Humans, FALSE, Longitudinal Studies, FALSE, Male, FALSE, Middle Aged, FALSE, Neuropsychological Tests, FALSE, Prospective Studies, FALSE, Quality Control, FALSE, Risk Factors, FALSE",1,"projTutoParkinson","2023-12-28"
,"21490323","Alzheimer-signature MRI biomarker predicts AD dementia in cognitively normal adults.","Dickerson BC","OBJECTIVE: Since Alzheimer disease (AD) neuropathology is thought to develop years before dementia, it may be possible to detect subtle AD-related atrophy in preclinical AD. Here we hypothesized that the ""disease signature"" of AD-related cortical thinning, previously identified in patients with mild AD dementia, would be useful as a biomarker to detect anatomic abnormalities consistent with AD in cognitively normal (CN) adults who develop AD dementia after longitudinal follow-up.
METHODS: We studied 2 independent samples of adults who were CN when scanned. In sample 1, 8 individuals developing AD dementia (CN-AD converters) after an average of 11.1 years were compared to 25 individuals who remained CN (CN-stable). In sample 2, 7 CN-AD converters (average follow-up 7.1 years) were compared to 25 CN-stable individuals.
RESULTS: AD-signature cortical thinning in CN-AD converters in both samples was remarkably similar, about 0.2 mm (p < 0.05). Despite this small absolute difference, Cohen d effect sizes for these differences were very large (> 1). Of the 11 CN individuals with baseline low AD-signature thickness (≥ 1 SD below cohort mean), 55% developed AD dementia over nearly the next decade, while none of the 9 high AD-signature thickness individuals (≥ 1 SD above mean) developed dementia. This marker predicted time to diagnosis of dementia (hazard ratio = 3.4, p < 0.0005); 1 SD of thinning increased dementia risk by 3.4.
CONCLUSIONS: By focusing on cortical regions known to be affected in AD dementia, subtle but reliable atrophy is identifiable in asymptomatic individuals nearly a decade before dementia, making this measure a potentially important imaging biomarker of early neurodegeneration.","2011",,"Neurology"," OBJECTIVE : Since Alzheimer disease ( AD ) neuropathology is thought to develop years before dementia , it may be possible to detect subtle AD-related atrophy in preclinical AD ","other","Aged, FALSE, Aged, 80 and over, FALSE, Alzheimer Disease, FALSE, diagnosis, Q000175, Biomarkers, FALSE, Cerebral Cortex, FALSE, pathology, Q000473, Chi-Square Distribution, FALSE, Cognition, FALSE, physiology, Q000502, Dementia, FALSE, diagnosis, Q000175, Disease Progression, FALSE, Female, FALSE, Humans, FALSE, Magnetic Resonance Imaging, FALSE, methods, Q000379, Male, FALSE, Mental Status Schedule, FALSE, Predictive Value of Tests, FALSE, Regression Analysis, FALSE",1,"projTutoParkinson","2023-12-28"
,"21488853","A genome-wide linkage screen in the Amish with Parkinson disease points to chromosome 6.","Cummings AC","Parkinson disease (PD) is a common complex neurodegenerative disorder with an underlying genetic etiology that has been difficult to dissect. Although some PD risk genes have been discovered, most of the underlying genetic etiology remains unknown. To further elucidate the genetic component, we have undertaken a genome-wide linkage screen in an isolated founder population of Amish living in the Midwestern United States. We performed tests for linkage and for association using a marker set of nearly 6000 single-nucleotide polymorphisms. Parametric multipoint linkage analysis generated a logarithm of the odds of linkage (LOD) score of 2.44 on chromosome 6 in the SYNE1 gene, approximately 8 Mbp from the PARK2 gene. In a different region on chromosome 6 (∼67 Mbp from PARK2) an association was found for rs4302647 (p < 4.0 × 10(-6) ), which is not within 300 kb of any gene. While the association exceeds Bonferroni correction, it may yet represent a false positive due to the small sample size and the low minor allele frequency. The minor allele frequency in affecteds is 0.07 compared to 0.01 in unaffecteds. Taken together, these results support involvement of loci on chromosome 6 in the genetic etiology of PD.","2011",,"Ann Hum Genet",,"other","Aged, FALSE, Chromosomes, Human, Pair 6, TRUE, Female, FALSE, Genetic Predisposition to Disease, TRUE, Genome-Wide Association Study, TRUE, Humans, FALSE, Indiana, FALSE, Male, FALSE, Ohio, FALSE, Parkinson Disease, FALSE, genetics, Q000235, Polymorphism, Single Nucleotide, FALSE",1,"projTutoParkinson","2023-12-28"
