"idFreq0","PMID","subpopSize","subset1","subset2","subset3","expFrequencyName","freqType","freqMeasure","freqUnit"
NA,"25112307",NA,NA,NA,NA,"screened positive moh",NA,"2.4 %","%"
NA,"25112307",NA,NA,NA,NA,"bi",NA,"50 %","%"
NA,"25112307",NA,NA,NA,NA,"bau",NA,"6 %","%"
NA,"25123846",NA,NA,NA,NA,"mentioned published academic articles",NA,"38 %","%"
NA,"25123846",NA,NA,NA,NA,"search complete",NA,"98 %","%"
NA,"25159678",NA,NA,NA,NA,"responders defined patients â¥ headache frequency",NA,"50 %","%"
NA,"25159678",NA,NA,NA,NA,"responders",NA,"58 %","%"
NA,"25159678",NA,NA,NA,NA,"moh",NA,"73 %","%"
NA,"25159678",NA,NA,NA,NA,"episodic headaches",NA,"64 %","%"
NA,"25159678",NA,NA,NA,NA,"moh",NA,"27 %","%"
NA,"25170037",NA,NA,NA,NA,"headache frequency",NA,"40 %","%"
NA,"25170037",NA,NA,NA,NA,"headache frequency",NA,"50 %","%"
NA,"25170037",NA,NA,NA,NA,"headache frequency",NA,"33 %","%"
NA,"25199696",NA,NA,NA,NA,"postdural puncture headache",NA,"40 %","%"
NA,"25199696",NA,NA,NA,NA,"headache",NA,"3.7 %","%"
NA,"25199696",NA,NA,NA,NA,"statistically",NA,"8.2 %","%"
NA,"25199696",NA,NA,NA,NA,"controls",NA,"2.2 %","%"
NA,"25199696",NA,NA,NA,NA,"controls",NA,"6 %","%"
NA,"2522746",NA,NA,NA,NA,"autologous blood",NA,"8.3 %","%"
NA,"2522746",NA,NA,NA,NA,"saline",NA,"45 %","%"
NA,"25231430",NA,NA,NA,NA,"hh",NA,"0.35 %","%"
NA,"25315108",NA,NA,NA,NA,"tth",NA,"78 %","%"
NA,"25315108",NA,NA,NA,NA,"men women",NA,"35.8 %","%"
NA,"25315108",NA,NA,NA,NA,"men",NA,"27.8 %","%"
NA,"25315108",NA,NA,NA,NA,"women",NA,"42.4 %","%"
NA,"25363127",NA,NA,NA,NA,"lidocaine",NA,"2 %","%"
NA,"25398377",NA,NA,NA,NA,"relapse rates",NA,"41 %","%"
NA,"25411142",NA,NA,NA,NA,"attack frequency",NA,"60 %","%"
NA,"25411142",NA,NA,NA,NA,"attack frequency",NA,"50 %","%"
NA,"25411142",NA,NA,NA,NA,"occipital nerve stimulation",NA,"70 %","%"
NA,"25440210",NA,NA,NA,NA,"headaches moderate intensity",NA,"66.7 %","%"
NA,"25509967",NA,NA,NA,NA,"highly relief",NA,"94 %","%"
NA,"25509967",NA,NA,NA,NA,"highly relief",NA,"91 %","%"
NA,"25509967",NA,NA,NA,NA,"highly relief",NA,"97 %","%"
NA,"25509967",NA,NA,NA,NA,"highly relief",NA,"36 %","%"
NA,"25509967",NA,NA,NA,NA,"highly relief",NA,"49 %","%"
NA,"25509967",NA,NA,NA,NA,"headache relief",NA,"99 %","%"
NA,"25509967",NA,NA,NA,NA,"headache relief",NA,"51 %","%"
NA,"25582043",NA,NA,NA,NA,"primary headache disorders",NA,"93.0 %","%"
NA,"25582043",NA,NA,NA,NA,"primary headache disorders",NA,"45.3 %","%"
NA,"25582043",NA,NA,NA,NA,"migraine",NA,"14.8 %","%"
NA,"25582043",NA,NA,NA,NA,"migraine aura",NA,"3.4 %","%"
NA,"25582043",NA,NA,NA,NA,"migraine without aura",NA,"11.4 %","%"
NA,"25582043",NA,NA,NA,NA,"tension type headache",NA,"26.2 %","%"
NA,"25582043",NA,NA,NA,NA,"chronic daily headache",NA,"2.7 %","%"
NA,"25600719",NA,NA,NA,NA,"females",NA,"14.2 %","%"
NA,"25600719",NA,NA,NA,NA,"migraine",NA,"19.1 %","%"
NA,"25600719",NA,NA,NA,NA,"migraine",NA,"9.0 %","%"
NA,"25600719",NA,NA,NA,NA,"females",NA,"23.5 %","%"
NA,"25600719",NA,NA,NA,NA,"females",NA,"20.2 %","%"
NA,"25600719",NA,NA,NA,NA,"males",NA,"9.4 %","%"
NA,"25600719",NA,NA,NA,NA,"migraine severe headache",NA,"14.9 %","%"
NA,"25600719",NA,NA,NA,NA,"migraine",NA,"1 %to 1.9 %","%"
NA,"25600719",NA,NA,NA,NA,"migraine",NA,"1.9 %","%"
NA,"25600719",NA,NA,NA,NA,"migraine",NA,"0.7 %to 1.2 %","%"
NA,"25600719",NA,NA,NA,NA,"migraine",NA,"1.2 %","%"
NA,"25600719",NA,NA,NA,NA,"emergency department",NA,"3.5 %","%"
NA,"25600719",NA,NA,NA,NA,"migraine",NA,"6 %","%"
NA,"25600719",NA,NA,NA,NA,"emergency department",NA,"3.1 %","%"
NA,"25600719",NA,NA,NA,NA,"migraine",NA,"0.5 %","%"
NA,"25600719",NA,NA,NA,NA,"headache presentations  ambulatory care visits",NA,"0.4 %","%"
NA,"25600719",NA,NA,NA,NA,"migraine",NA,"52.8 %","%"
NA,"25600719",NA,NA,NA,NA,"specialty outpatient settings",NA,"23.2 %","%"
NA,"25600719",NA,NA,NA,NA,"migraine",NA,"16.7 %","%"
NA,"25600719",NA,NA,NA,NA,"opioids",NA,"35 %","%"
NA,"25600719",NA,NA,NA,NA,"triptans",NA,"1.5 %","%"
NA,"25637288",NA,NA,NA,NA,"primary headaches",NA,"4 %","%"
NA,"25659407",NA,NA,NA,NA,"headache",NA,"70.6 %","%"
NA,"25659407",NA,NA,NA,NA,"migraine",NA,"15.8 %","%"
NA,"25659407",NA,NA,NA,NA,"tension type headache",NA,"29.5 %","%"
NA,"25659407",NA,NA,NA,NA,"chronic daily headache",NA,"6.1 %","%"
NA,"25794941",NA,NA,NA,NA,"atraumatic spinal needles",NA,"2 %","%"
NA,"25794941",NA,NA,NA,NA,"q type needle",NA,"22.43 %","%"
NA,"25794941",NA,NA,NA,NA,"s type needle",NA,"8.51 %","%"
NA,"25908221",NA,NA,NA,NA,"q needle",NA,"35.9 %","%"
NA,"25908221",NA,NA,NA,NA,"pdph",NA,"12.9 %","%"
NA,"25908221",NA,NA,NA,NA,"pdph",NA,"1.6 %","%"
NA,"25926620",NA,NA,NA,NA,"placebo",NA,"2.7 %","%"
NA,"25926620",NA,NA,NA,NA,"alanine aminotransferase elevations",NA,"0.6 %","%"
NA,"25926620",NA,NA,NA,NA,"alanine aminotransferase elevations",NA,"0.4 %","%"
NA,"25931277",NA,NA,NA,NA,"i",NA,"0 %","%"
NA,"26063190",NA,NA,NA,NA,"adamts",NA,"10 %","%"
NA,"26063190",NA,NA,NA,NA,"three episodes",NA,"57 %","%"
NA,"26063190",NA,NA,NA,NA,"ttp survivors",NA,"90 %","%"
NA,"26123200",NA,NA,NA,NA,"headache",NA,"60.0 %","%"
NA,"26123200",NA,NA,NA,NA,"four",NA,"80.0 %","%"
NA,"26123200",NA,NA,NA,NA,"melatonin",NA,"40.0 %","%"
NA,"26186143",NA,NA,NA,NA,"relapse",NA,"40 %","%"
NA,"26229071",NA,NA,NA,NA,"tth",NA,"95 %","%"
NA,"26232105",NA,NA,NA,NA,"attack frequency",NA,"50 %","%"
NA,"26264901",NA,NA,NA,NA,"headache",NA,"60 %","%"
NA,"26280569",NA,NA,NA,NA,"posttraumatic headache",NA,"71 %","%"
NA,"26280569",NA,NA,NA,NA,"mild tbi mtbi",NA,"91 %","%"
NA,"26280569",NA,NA,NA,NA,"moderate severe tbi",NA,"44 %","%"
NA,"26280569",NA,NA,NA,NA,"mtbi",NA,"54 %","%"
NA,"2644581",NA,NA,NA,NA,"patients",NA,"54 %","%"
NA,"2644581",NA,NA,NA,NA,"placebo",NA,"8 %","%"
NA,"26485379",NA,NA,NA,NA,"significance level",NA,"5 %","%"
NA,"26487467",NA,NA,NA,NA,"fio",NA,"12.6 %","%"
NA,"26487467",NA,NA,NA,NA,"males",NA,"55.8 %","%"
NA,"26487467",NA,NA,NA,NA,"females",NA,"44.2 %","%"
NA,"26487467",NA,NA,NA,NA,"spo",NA,"81.18 %","%"
NA,"26487467",NA,NA,NA,NA,"spo",NA,"71.4 %","%"
NA,"26487467",NA,NA,NA,NA,"spo",NA,"8 %","%"
NA,"26487467",NA,NA,NA,NA,"spo",NA,"15 %","%"
NA,"2662802",NA,NA,NA,NA,"five",NA,"11.6 %","%"
NA,"2662802",NA,NA,NA,NA,"seven",NA,"11.9 %","%"
NA,"2668227",NA,NA,NA,NA,"pain intensity",NA,"35 %","%"
NA,"2668227",NA,NA,NA,NA,"placebo",NA,"18 %","%"
NA,"2668227",NA,NA,NA,NA,"physicians",NA,"40 %","%"
NA,"2668227",NA,NA,NA,NA,"patients",NA,"36 %","%"
NA,"2668227",NA,NA,NA,NA,"placebo",NA,"16 %","%"
NA,"2668227",NA,NA,NA,NA,"minor adverse experience",NA,"10 %","%"
NA,"26718237",NA,NA,NA,NA,"physiotherapy plus medication",NA,"18 %","%"
NA,"26718237",NA,NA,NA,NA,"improvement",NA,"12 %","%"
NA,"2672869",NA,NA,NA,NA,"postspinal headache",NA,"27.6 %","%"
NA,"2672869",NA,NA,NA,NA,"postspinal headache",NA,"12.6 %","%"
NA,"2672869",NA,NA,NA,NA,"postspinal headache",NA,"10.8 %","%"
NA,"26992129",NA,NA,NA,NA,"cognitive behavioral therapy plus amitriptyline",NA,"47 %","%"
NA,"26992129",NA,NA,NA,NA,"headache education",NA,"20 %","%"
NA,"26992129",NA,NA,NA,NA,"chronic migraine",NA,"32 %","%"
NA,"26992129",NA,NA,NA,NA,"headache education plus amitriptyline group",NA,"16 %","%"
NA,"26992129",NA,NA,NA,NA,"cognitive behavioral therapy plus amitriptyline group",NA,"72 %","%"
NA,"26992129",NA,NA,NA,NA,"headache education plus amitriptyline group",NA,"52 %","%"
NA,"26992129",NA,NA,NA,NA,"cognitive behavioral therapy plus amitriptyline group",NA,"61 %","%"
NA,"26992129",NA,NA,NA,NA,"headache education plus amitriptyline group",NA,"40 %","%"
NA,"27062954",NA,NA,NA,NA,"women",NA,"85 %","%"
NA,"27092807",NA,NA,NA,NA,"headache frequency",NA,"50 %","%"
NA,"27092807",NA,NA,NA,NA,"headache frequency",NA,"51 %","%"
NA,"27092807",NA,NA,NA,NA,"headache frequency",NA,"43 %","%"
NA,"27092807",NA,NA,NA,NA,"acupuncture",NA,"17 %","%"
NA,"27184059",NA,NA,NA,NA,"sports related concussion",NA,"90 %","%"
NA,"27189588",NA,NA,NA,NA,"high",NA,"2 %","%"
NA,"27349210",NA,NA,NA,NA,"dialysis headache",NA,"73 %","%"
NA,"27423601",NA,NA,NA,NA,"caucasian population",NA,"12 %","%"
NA,"27461394",NA,NA,NA,NA,"â±",NA,"37 %","%"
NA,"27461394",NA,NA,NA,NA,"acute attacks  remission",NA,"49 %","%"
NA,"27491303",NA,NA,NA,NA,"women",NA,"55.3 %","%"
NA,"27491303",NA,NA,NA,NA,"men",NA,"44.7 %","%"
NA,"27493718",NA,NA,NA,NA,"women  low socioeconomic position",NA,"7 %","%"
NA,"27509601",NA,NA,NA,NA,"acupuncture",NA,"61.3 %","%"
NA,"27541044",NA,NA,NA,NA,"headache frequency",NA,"50 %","%"
NA,"27541044",NA,NA,NA,NA,"headache frequency",NA,"79.4 %","%"
NA,"27541044",NA,NA,NA,NA,"episodic headache",NA,"74.4 %","%"
NA,"27541044",NA,NA,NA,NA,"converted episodic headache",NA,"64.8 %","%"
NA,"27541044",NA,NA,NA,NA,"converted episodic headache",NA,"59.2 %","%"
NA,"27541044",NA,NA,NA,NA,"chronic migraine severity headache months",NA,"35.3 %","%"
NA,"27541044",NA,NA,NA,NA,"chronic episodic headache",NA,"67.1 %","%"
NA,"27593728",NA,NA,NA,NA,"nvns",NA,"26.7 %","%"
NA,"27593728",NA,NA,NA,NA,"sham treated",NA,"15.1 %","%"
NA,"27593728",NA,NA,NA,NA,"ech",NA,"34.2 %","%"
NA,"27593728",NA,NA,NA,NA,"sham",NA,"10.6 %","%"
NA,"27593728",NA,NA,NA,NA,"sham",NA,"13.6 %","%"
NA,"27593728",NA,NA,NA,NA,"sham",NA,"23.1 %","%"
NA,"27615418",NA,NA,NA,NA,"moh",NA,"1 %","%"
NA,"27670440",NA,NA,NA,NA,"frequency attacks per month",NA,"50 %","%"
NA,"27697123",NA,NA,NA,NA,"adults",NA,"1.8 %","%"
NA,"27882516",NA,NA,NA,NA,"relative",NA,"35 %","%"
NA,"28128461",NA,NA,NA,NA,"attack frequency",NA,"50 %","%"
NA,"28128461",NA,NA,NA,NA,"medically intractable",NA,"70 %","%"
NA,"28128461",NA,NA,NA,NA,"clinically improvement",NA,"68 %","%"
NA,"28151589",NA,NA,NA,NA,"posttraumatic headache",NA,"30 %to 90 %","%"
NA,"28151589",NA,NA,NA,NA,"traumatic brain injuries result posttraumatic headache",NA,"90 %","%"
NA,"28197844",NA,NA,NA,NA,"â¥",NA,"25 %","%"
NA,"28197844",NA,NA,NA,NA,"soc",NA,"50 %","%"
NA,"28197844",NA,NA,NA,NA,"â¥",NA,"75 %","%"
NA,"28197844",NA,NA,NA,NA,"soc alone",NA,"0 %","%"
NA,"28327977",NA,NA,NA,NA,"mri",NA,"12.4 %to 15.9 %","%"
NA,"28327977",NA,NA,NA,NA,"mri",NA,"15.9 %","%"
NA,"28388808",NA,NA,NA,NA,"traumatic needles",NA,"9 %","%"
NA,"28388808",NA,NA,NA,NA,"atraumatic needles",NA,"51 %","%"
NA,"28392178",NA,NA,NA,NA,"headache frequency",NA,"50 %","%"
NA,"28392178",NA,NA,NA,NA,"headache frequency",NA,"4 %","%"
NA,"28392178",NA,NA,NA,NA,"acupuncture",NA,"51 %","%"
NA,"28392178",NA,NA,NA,NA,"sham acupuncture",NA,"43 %","%"
NA,"28392178",NA,NA,NA,NA,"adverse effects",NA,"17 %","%"
NA,"28392178",NA,NA,NA,NA,"sham",NA,"12 %","%"
NA,"28427978",NA,NA,NA,NA,"ponticulus posticus",NA,"15.8 %","%"
NA,"28427978",NA,NA,NA,NA,"males",NA,"13.1 %","%"
NA,"28427978",NA,NA,NA,NA,"females",NA,"17.9 %","%"
NA,"28427978",NA,NA,NA,NA,"cervicogenic headache",NA,"6 %","%"
NA,"28432757",NA,NA,NA,NA,"telemedicine",NA,"69.4 %","%"
NA,"28432757",NA,NA,NA,NA,"telemedicine",NA,"72.4 %","%"
NA,"28432757",NA,NA,NA,NA,"telemedicine patients",NA,"85.5 %","%"
NA,"28432757",NA,NA,NA,NA,"telemedicine",NA,"88.1 %","%"
NA,"28432757",NA,NA,NA,NA,"indifferent type consultation",NA,"67.3 %","%"
NA,"28440672",NA,NA,NA,NA,"international classification headache disorders",NA,"89.5 %","%"
NA,"28440672",NA,NA,NA,NA,"pain intensity",NA,"66.1 %","%"
NA,"28440672",NA,NA,NA,NA,"inclusion criteria",NA,"67.7 %","%"
NA,"28440672",NA,NA,NA,NA,"episode frequency",NA,"71.4 %","%"
NA,"28440672",NA,NA,NA,NA,"neck related pain",NA,"60 %","%"
NA,"28535561",NA,NA,NA,NA,"position",NA,"25 %","%"
NA,"28535561",NA,NA,NA,NA,"pdph",NA,"0 %","%"
NA,"28535561",NA,NA,NA,NA,"i",NA,"73 %","%"
NA,"28632763",NA,NA,NA,NA,"ibuprofen",NA,"42 %","%"
NA,"28632763",NA,NA,NA,NA,"placebo",NA,"57 %","%"
NA,"28632763",NA,NA,NA,NA,"absolute",NA,"15 %","%"
NA,"28632763",NA,NA,NA,NA,"severe hah",NA,"3 %","%"
NA,"28632763",NA,NA,NA,NA,"placebo",NA,"10 %","%"
NA,"28632763",NA,NA,NA,NA,"severe hah",NA,"8 %","%"
NA,"28750588",NA,NA,NA,NA,"frequency tth",NA,"11 %","%"
NA,"28750588",NA,NA,NA,NA,"duration",NA,"by10 %","%"
NA,"28750588",NA,NA,NA,NA,"frequency",NA,"24 %","%"
NA,"28750588",NA,NA,NA,NA,"duration",NA,"27 %","%"
NA,"28754173",NA,NA,NA,NA,"placebo",NA,"71.4 %","%"
NA,"28766236",NA,NA,NA,NA,"headache day frequency",NA,"50 %","%"
NA,"28805758",NA,NA,NA,NA,"productivity",NA,"50 %","%"
NA,"28850455",NA,NA,NA,NA,"migraine headache",NA,"30.7 %","%"
NA,"28850455",NA,NA,NA,NA,"comorbidity",NA,"9 %","%"
NA,"28854396",NA,NA,NA,NA,"headache",NA,"50 %","%"
NA,"2890509",NA,NA,NA,NA,"frequency",NA,"50 %","%"
NA,"28922046",NA,NA,NA,NA,"vas",NA,"63.0 %","%"
NA,"28922046",NA,NA,NA,NA,"hit",NA,"12.5 %","%"
NA,"28922046",NA,NA,NA,NA,"vas",NA,"28.2 %","%"
NA,"28922046",NA,NA,NA,NA,"hiit",NA,"1.2 %","%"
NA,"28922046",NA,NA,NA,NA,"vas",NA,"8.6 %","%"
NA,"28974725",NA,NA,NA,NA,"headache",NA,"38 %","%"
NA,"29082824",NA,NA,NA,NA,"patients experienced cas",NA,"80 %","%"
NA,"29082824",NA,NA,NA,NA,"nine patients reported cas sham",NA,"45 %","%"
NA,"29140286",NA,NA,NA,NA,"general population",NA,"30 %to 78 %","%"
NA,"29192541",NA,NA,NA,NA,"nonspecific chronic headache",NA,"39 %","%"
NA,"29192541",NA,NA,NA,NA,"cpth",NA,"7.6 %","%"
NA,"29309984",NA,NA,NA,NA,"women",NA,"79.8 %","%"
NA,"29309984",NA,NA,NA,NA,"women",NA,"40.0 %","%"
NA,"29309984",NA,NA,NA,NA,"women",NA,"85.0 %","%"
NA,"29309984",NA,NA,NA,NA,"europe",NA,"61.5 %","%"
NA,"29309984",NA,NA,NA,NA,"women",NA,"65.7 %","%"
NA,"29340793",NA,NA,NA,NA,"overuse abortive medications",NA,"50 %","%"
NA,"29350303",NA,NA,NA,NA,"response",NA,"50 %","%"
NA,"29399051",NA,NA,NA,NA,"insomnia",NA,"50 %","%"
NA,"29465033",NA,NA,NA,NA,"headache",NA,"58.4 %","%"
NA,"29497328",NA,NA,NA,NA,"full stimulation treated attacks",NA,"67.1 %","%"
NA,"29497328",NA,NA,NA,NA,"sham stimulation",NA,"7 %","%"
NA,"29497328",NA,NA,NA,NA,"> attack frequency",NA,"35 %","%"
NA,"29497328",NA,NA,NA,NA,"attack frequency",NA,"50 %","%"
NA,"29497328",NA,NA,NA,NA,"acute responders",NA,"61 %","%"
NA,"29497328",NA,NA,NA,NA,"respond spg stimulation",NA,"39 %","%"
NA,"29497328",NA,NA,NA,NA,"facial sensory disturbances",NA,"67 %","%"
NA,"29497328",NA,NA,NA,NA,"transient",NA,"46 %","%"
NA,"29497328",NA,NA,NA,NA,"transient allodynia",NA,"3 %","%"
NA,"29497328",NA,NA,NA,NA,"infection",NA,"5 %","%"
NA,"29527677",NA,NA,NA,NA,"males",NA,"9.7 %","%"
NA,"29527677",NA,NA,NA,NA,"females",NA,"20.7 %","%"
NA,"29527677",NA,NA,NA,NA,"american indian alaska natives",NA,"18.4 %","%"
NA,"29527677",NA,NA,NA,NA,"asians",NA,"11.3 %","%"
NA,"29527677",NA,NA,NA,NA,"aged",NA,"17.9 %","%"
NA,"29527677",NA,NA,NA,NA,"unemployed",NA,"21.4 %","%"
NA,"29527677",NA,NA,NA,NA,"family income",NA,"19.9 %","%"
NA,"29527677",NA,NA,NA,NA,"females",NA,"16.4 %","%"
NA,"29572284",NA,NA,NA,NA,"women",NA,"76.2 %","%"
NA,"29572284",NA,NA,NA,NA,"improvements",NA,"72.6 %","%"
NA,"29572284",NA,NA,NA,NA,"adverse events",NA,"1.6 %","%"
NA,"29659437",NA,NA,NA,NA,"pencil point design",NA,"29 %","%"
NA,"29722276",NA,NA,NA,NA,"sustained ms headache days",NA,"50 %","%"
NA,"29722276",NA,NA,NA,NA,"responder rates",NA,"75 %","%"
NA,"29722276",NA,NA,NA,NA,"migraine days",NA,"39 %","%"
NA,"29722276",NA,NA,NA,NA,"placebo",NA,"10 %","%"
NA,"29722276",NA,NA,NA,NA,"placebo",NA,"16 %","%"
NA,"29722276",NA,NA,NA,NA,"placebo",NA,"8 %","%"
NA,"29722276",NA,NA,NA,NA,"migraine days",NA,"19 %","%"
NA,"29722276",NA,NA,NA,NA,"sustained",NA,"3 %","%"
NA,"29722276",NA,NA,NA,NA,"placebo",NA,"2 %","%"
NA,"29722276",NA,NA,NA,NA,"ms headache days",NA,"32 %","%"
NA,"29722276",NA,NA,NA,NA,"days acute medication use",NA,"26 %","%"
NA,"29932046",NA,NA,NA,NA,"medication overuse headache",NA,"0.7 % -1 %","%"
NA,"29957866",NA,NA,NA,NA,"injuries",NA,"82 %","%"
NA,"29957866",NA,NA,NA,NA,"posttraumatic headache",NA,"92 %","%"
NA,"29987329",NA,NA,NA,NA,"men",NA,"84.4 %","%"
NA,"29987329",NA,NA,NA,NA,"placebo",NA,"11 %","%"
NA,"29987329",NA,NA,NA,NA,"chronic cluster headaches",NA,"50 %","%"
NA,"30043250",NA,NA,NA,NA,"drug effect",NA,"40 %","%"
NA,"30213202",NA,NA,NA,NA,"headache frequency",NA,"51 %","%"
NA,"30213202",NA,NA,NA,NA,"medication intake",NA,"48.7 %","%"
NA,"30213202",NA,NA,NA,NA,"pharmacological prophylaxis",NA,"98.7 %","%"
NA,"30301194",NA,NA,NA,NA,"headache",NA,"26 %","%"
NA,"30301194",NA,NA,NA,NA,"paediatric populations",NA,"18.3 %","%"
NA,"30301194",NA,NA,NA,NA,"idiopathic headache",NA,"2.4 %","%"
NA,"30301194",NA,NA,NA,NA,"cd",NA,"75 %","%"
NA,"30346680",NA,NA,NA,NA,"tension type headache",NA,"46 %to 78 %","%"
NA,"30346680",NA,NA,NA,NA,"tension type headache",NA,"78 %","%"
NA,"3042150",NA,NA,NA,NA,"women",NA,"41 %","%"
NA,"3042150",NA,NA,NA,NA,"nausea",NA,"13 %","%"
NA,"3042150",NA,NA,NA,NA,"nausea",NA,"16 %","%"
NA,"30425380",NA,NA,NA,NA,"tension type headache",NA,"40 %","%"
NA,"30449536",NA,NA,NA,NA,"methylprednisolone acetate",NA,"5 %","%"
NA,"30449536",NA,NA,NA,NA,"methylprednisolone acetate",NA,"71 %","%"
NA,"30449536",NA,NA,NA,NA,"methylprednisolone acetate",NA,"17 %","%"
NA,"30450545",NA,NA,NA,NA,"daily headache diary entry",NA,"80 %","%"
NA,"30466384",NA,NA,NA,NA,"ptha frequency",NA,"36 %","%"
NA,"30466384",NA,NA,NA,NA,"headache severity",NA,"56 %","%"
NA,"30466384",NA,NA,NA,NA,"improved quality life",NA,"60 %","%"
NA,"3051428",NA,NA,NA,NA,"accidental dural puncture",NA,"2.9 %","%"
NA,"3051428",NA,NA,NA,NA,"headache",NA,"76.5 %","%"
NA,"30580350",NA,NA,NA,NA,"group b",NA,"24.0 %","%"
NA,"30710346",NA,NA,NA,NA,"worldwide",NA,"2 %","%"
NA,"30785242",NA,NA,NA,NA,"primary headaches",NA,"80 %","%"
NA,"30807986",NA,NA,NA,NA,"drugs",NA,"95 %","%"
NA,"30877613",NA,NA,NA,NA,"chronic ch reveals resistant pharmacological treatments",NA,"20 %","%"
NA,"30877613",NA,NA,NA,NA,"efficacy",NA,"76.5 %","%"
NA,"30877613",NA,NA,NA,NA,"radiofrequency",NA,"87 %","%"
NA,"30877613",NA,NA,NA,NA,"cch",NA,"70.3 %","%"
NA,"30877613",NA,NA,NA,NA,"attack frequency",NA,"55 %","%"
NA,"30877613",NA,NA,NA,NA,"ech",NA,"71 %","%"
NA,"30893319",NA,NA,NA,NA,"propranolol episodic migraine headaches",NA,"50 %","%"
NA,"30910061",NA,NA,NA,NA,"side effects",NA,"65.4 %","%"
NA,"30910061",NA,NA,NA,NA,"side effects",NA,"66.7 %","%"
NA,"30910061",NA,NA,NA,NA,"three",NA,"11.5 %","%"
NA,"30922083",NA,NA,NA,NA,"healthy individuals",NA,"30 %","%"
NA,"30957220",NA,NA,NA,NA,"ch",NA,"0.9 %","%"
NA,"30957220",NA,NA,NA,NA,"general population",NA,"0.1 %","%"
NA,"31107359",NA,NA,NA,NA,"edema",NA,"6.2 %","%"
NA,"31107359",NA,NA,NA,NA,"edema cases unrelated amlodipine",NA,"63 %","%"
NA,"31107359",NA,NA,NA,NA,"edema",NA,"37 %","%"
NA,"31107359",NA,NA,NA,NA,"headache",NA,"10.9 %","%"
NA,"31174999",NA,NA,NA,NA,"medication overuse headache",NA,"2 %","%"
NA,"31210018",NA,NA,NA,NA,"response rate",NA,"74.5 %","%"
NA,"31210018",NA,NA,NA,NA,"traditionally",NA,"95 %","%"
NA,"31247699",NA,NA,NA,NA,"clinically abnormalities",NA,"8.86 %","%"
NA,"31268266",NA,NA,NA,NA,"postdural puncture headache",NA,"0 %","%"
NA,"31268266",NA,NA,NA,NA,"g atraucan",NA,"2.5 %","%"
NA,"31268266",NA,NA,NA,NA,"g quincke midline",NA,"7.2 %","%"
NA,"31268266",NA,NA,NA,NA,"paramedian approach",NA,"2.7 %","%"
NA,"31291515",NA,NA,NA,NA,"headache frequency",NA,"50 %","%"
NA,"31291515",NA,NA,NA,NA,"least headache frequency",NA,"71 %","%"
NA,"31291515",NA,NA,NA,NA,"least headache frequency",NA,"53 %","%"
NA,"31291515",NA,NA,NA,NA,"injection site pain",NA,"8 %","%"
NA,"31307396",NA,NA,NA,NA,"general population",NA,"0.03 %to 0.1 %","%"
NA,"31307396",NA,NA,NA,NA,"general population",NA,"0.1 %","%"
NA,"31413170",NA,NA,NA,NA,"headache frequency",NA,"50 %","%"
NA,"31529477",NA,NA,NA,NA,"headache frequency",NA,"50 %","%"
NA,"31530227",NA,NA,NA,NA,"motor threshold amplitude",NA,"70 %","%"
NA,"31535368",NA,NA,NA,NA,"migraine",NA,"18.39 %","%"
NA,"31535368",NA,NA,NA,NA,"frequency headache attacks",NA,"57.15 %","%"
NA,"31535368",NA,NA,NA,NA,"headache intensity patients migraine",NA,"61.86 %","%"
NA,"31559634",NA,NA,NA,NA,"headache days",NA,"50 %","%"
NA,"31559634",NA,NA,NA,NA,"onabotulinumtoxina",NA,"86 %","%"
NA,"31559634",NA,NA,NA,NA,"topiramate",NA,"20 %","%"
NA,"31559634",NA,NA,NA,NA,"responder",NA,"5 %","%"
NA,"31559634",NA,NA,NA,NA,"topiramate",NA,"19 %","%"
NA,"31559634",NA,NA,NA,NA,"â¥ headache frequency",NA,"4 %","%"
NA,"31559634",NA,NA,NA,NA,"â¥ headache frequency",NA,"51 %","%"
NA,"31559634",NA,NA,NA,NA,"â¥ headache frequency",NA,"40 %","%"
NA,"31559634",NA,NA,NA,NA,"responder",NA,"45.6 %","%"
NA,"31559634",NA,NA,NA,NA,"topiramate",NA,"29.4 %","%"
NA,"31559634",NA,NA,NA,NA,"onabotulinumtoxina",NA,"48 %","%"
NA,"31559634",NA,NA,NA,NA,"topiramate",NA,"79 %","%"
NA,"31560734",NA,NA,NA,NA,"headache frequency severity",NA,"50 %","%"
NA,"31571712",NA,NA,NA,NA,"responders",NA,"50 %","%"
NA,"31571712",NA,NA,NA,NA,"responders",NA,"60 %","%"
NA,"31571712",NA,NA,NA,NA,"responders",NA,"70 %","%"
NA,"31689482",NA,NA,NA,NA,"men",NA,"92.0 %","%"
NA,"31689482",NA,NA,NA,NA,"epigastric discomfort",NA,"3.9 %","%"
NA,"31719278",NA,NA,NA,NA,"pdph",NA,"28 %","%"
NA,"31725018",NA,NA,NA,NA,"maximum repetition",NA,"10 %to 80 %","%"
NA,"31725018",NA,NA,NA,NA,"maximum repetition",NA,"80 %","%"
NA,"31726975",NA,NA,NA,NA,"migraine",NA,"14.4 %","%"
NA,"31943197",NA,NA,NA,NA,"continue complain headache",NA,"60 %","%"
NA,"31943197",NA,NA,NA,NA,"compliant",NA,"80 %","%"
NA,"31943197",NA,NA,NA,NA,"daily headache diary",NA,"58 %","%"
NA,"31977938",NA,NA,NA,NA,"headache",NA,"60 %","%"
