"idPopulations0","PMID","pNam","popSize","nCases","nControls","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq","ageClass","sexClass","popDisease","popComorbidity","fromCode","projectName","uploadDate"
,"31749930",,,,,"",," diabetic neuropathy:",,,,,,,,,," diabetic neuropathy:",,1,"vacNemus2","2024-03-08"
,"31746358",,"71",,,"",," diabetic peripheral neuropathy",,,,,,,,,," diabetic peripheral neuropathy",,1,"vacNemus2","2024-03-08"
,"31746040",,,,,"",," peripheral neuropathy.",,,,,,,,,," neurogenesis.",,1,"vacNemus2","2024-03-08"
,"31738474",,"9",,,"",," mechanical hypersensitivity",,,,,,,,,," Painful Diabetic Peripheral Neuropathy.",,1,"vacNemus2","2024-03-08"
,"31734027",,,,,"",," cold, mechanical, and electrical current hypersensitivities",,,,,,,,,," peripheral neuropathy",,1,"vacNemus2","2024-03-08"
,"31730523",,,,,"swiss",," seizures and anxiety",,,,,,,,,," anxiolytic-like",,1,"vacNemus2","2024-03-08"
,"31726996",,"41",,,"",," cilioretinal arteries occlusion (CLRAO)",,,,,,,,,," ischemic optic neuropathy",,1,"vacNemus2","2024-03-08"
,"31723405",,,,,"",," Arterial leiomyosarcoma",,,,,,,,,," TITLE:Leiomyosarcoma of the superior mesenteric artery:",,1,"vacNemus2","2024-03-08"
,"31718949",,"22",,,"",," Morton's neuromas.",,,,,,,,,," Morton's neuroma:",,1,"vacNemus2","2024-03-08"
,"31694693",,,,,"",," °C.",,,,,,,,,," myofibers",,1,"vacNemus2","2024-03-08"
,"31689885",,,,,"",," ",,,,,,,,,," Benign Prostatic Hyperplasia",,1,"vacNemus2","2024-03-08"
,"31689879",,"65",,,"",," common peroneal neuropathy",,,,,,,,,," TITLE:Compressive peroneal neuropathy",,1,"vacNemus2","2024-03-08"
,"31681700",,"56",,,"india",," right great toe osteomyelitis.",,,,,,,,,," foot ulcer in a patient with diabetes mellitus.",,1,"vacNemus2","2024-03-08"
,"31680831",,,,,"",," traumatic neuropathy",,,,,,,,,," Axotomy-Induced Retinal Ganglion Cell Loss.",,1,"vacNemus2","2024-03-08"
,"31678425",,"52",,"52","china",," serious adverse",,,,,,,,,," rocuronium and vecuronium,",,1,"vacNemus2","2024-03-08"
,"31678350",,,,,"",," PD.",,,,,,,,,," ALS",,1,"vacNemus2","2024-03-08"
,"33237680",,"13",,,"canadian",," chronic migraine (CM)",,,,,,,,,," TITLE:NULL",,1,"vacNemus2","2024-03-08"
,"31665716",,,,,"",," miR-193a inhibited HMGB1",,,,,,,,,," Diabetic Neuropathic Pain",,1,"vacNemus2","2024-03-08"
,"31658321",,"24",,,"",," hypothyroidism",,,,,,,,,," hypothyroidism.",,1,"vacNemus2","2024-03-08"
,"31651644",,,,,"",," Inflammatory Myopathy:",,,,,,,,,," Inflammatory Myopathy:",,1,"vacNemus2","2024-03-08"
,"31642797",,"10",,"10","",," diabetic neuropathy",,,,,,,,,," Diabetic Peripheral Neuropathy.",,1,"vacNemus2","2024-03-08"
,"31636242",,"49",,,"",," ",,,,,,,,,," gastrointestinal motility.",,1,"vacNemus2","2024-03-08"
,"31635218",,,,,"",," ",,,,,,,,,," Fibromyalgia, Chronic Fatigue Syndrome,",,1,"vacNemus2","2024-03-08"
,"31632567",,,,,"chinese",," ",,,,,,,,,," liver fibrosis",,1,"vacNemus2","2024-03-08"
,"31623508",,,,,"",," Adverse atrial inflammation and fibrosis, cardiac dysfunction",,,,,,,,,," Atrial Fibrillation",,1,"vacNemus2","2024-03-08"
,"31619586",,,,,"",," spinal muscular atrophy.",,,,,,,,,," TITLE:Brain",,1,"vacNemus2","2024-03-08"
,"31607328",,"911",,,"",," multiple myeloma(MM).",,,,,,,,,," Peripheral Neuropathy",,1,"vacNemus2","2024-03-08"
,"31604678",,,,,"",," ",,,,,,,,,," Spinal Cord Injury",,1,"vacNemus2","2024-03-08"
,"31603252",,"15",,"15","",," ",,,,,,,,,," neuropathy.",,1,"vacNemus2","2024-03-08"
,"31600566",,,,,"",," on renal injury",,,,,,,,,," diabetic nephropathy.",,1,"vacNemus2","2024-03-08"
,"31596883",,,,,"",," myofibrillar dysfunction",,,,,,,,,," TITLE:Myofibrillar function",,1,"vacNemus2","2024-03-08"
,"31594080",,,,,"chinese",," ",,,,,,,,,," autophagy",,1,"vacNemus2","2024-03-08"
,"31593293",,"40",,,"",," neuromuscular block reversal",,,,,,,,,," neuromuscular recovery:",,1,"vacNemus2","2024-03-08"
,"31592900",,"56",,,"france",," residual paralysis.",,,,,,,,,," atracurium-induced neuromuscular blockade",,1,"vacNemus2","2024-03-08"
,"31590118",,,,,"",," SMA-positive",,,,,,,,,," stem cell spheroids.",,1,"vacNemus2","2024-03-08"
,"31588222",,,,,"",," ",,,,,,,,,," erectile dysfunction",,1,"vacNemus2","2024-03-08"
,"31587271",,"104",,,"sweden",," calf pain and skin irritation",,,,,,,,,," idiopathic toe walking.",,1,"vacNemus2","2024-03-08"
,"31579944",,,,,"ireland",," PD associated peritonitis",,,,,,,,,," peritoneal fibrosis.",,1,"vacNemus2","2024-03-08"
,"31574834",,"20",,,"",," ",,,,,,,,,," atypical hemolytic-uremic syndrome:",,1,"vacNemus2","2024-03-08"
,"31574817",,"117",,,"china",," MM,",,,,,,,,,," multiple myeloma",,1,"vacNemus2","2024-03-08"
,"31572161",,"10",,,"",," myasthenia gravis",,,,,,,,,," Myasthenia Gravis:",,1,"vacNemus2","2024-03-08"
,"31571987",,"205",,,"",," newly diagnosed MM,",,,,,,,,,," multiple myeloma",,1,"vacNemus2","2024-03-08"
,"31561663",,"18",,,"",," vascular dysfunction and diabetic neuropathy",,,,,,,,,," Vascular Lesions",,1,"vacNemus2","2024-03-08"
,"31550244",,"10",,,"china",," ",,,,,,,,,," Cirrhosis.",,1,"vacNemus2","2024-03-08"
,"31548014",,"100",,,"",," serious AEs",,,,,,,,,," adenovirus",,1,"vacNemus2","2024-03-08"
,"31543414",,"93",,,"",," SMA",,,,,,,,,," SMA",,1,"vacNemus2","2024-03-08"
,"31539104",,,,,"",," ",,,,,,,,,," epidural fibrosis.",,1,"vacNemus2","2024-03-08"
,"31538904",,,,,"",," non-targeted micelles and free DTX.",,,,,,,,,," Breast Cancer",,1,"vacNemus2","2024-03-08"
,"31534976",,,,,"",," Diabetic neuropathic pain",,,,,,,,,," Diabetic Neuropathy.",,1,"vacNemus2","2024-03-08"
,"31534937",,"9",,,"india",," Gluteus maximus contractures",,,,,,,,,," TITLE:Bilateral Gluteus Maximus Contracture",,1,"vacNemus2","2024-03-08"
,"31534314",,,,,"",," ",,,,,,,,,," liver fibrosis and hepatic sinusoidal capillarization",,1,"vacNemus2","2024-03-08"
,"31533008",,,,,"",," ",,,,,,,,,," TITLE:Botulinum Toxin Type A in Dental Medicine.",,1,"vacNemus2","2024-03-08"
,"31531183",,"48",,,"chinese",," inflammation, fibrosis, and oxid",,,,,,,,,," Postoperative Intra-abdominal Adhesion",,1,"vacNemus2","2024-03-08"
,"31525863",,,,,"",," chronic liver fibrosis,",,,,,,,,,," Chronic Liver Failure.",,1,"vacNemus2","2024-03-08"
,"31524325",,"10",,,"",," painful diabetic neuropathy",,,,,,,,,," Diabetic Polyneuropathy:",,1,"vacNemus2","2024-03-08"
,"31514565",,"30",,,"",," undernutrition, vitamin B12, folate and iron deficiency.",,,,,,,,,," acute lymphoblastic leukemia",,1,"vacNemus2","2024-03-08"
,"31514533",,"6",,,"",," diabetes and chronic myeloid leukaemia",,,,,,,,,," TITLE:Chronic myeloid leukaemia",,1,"vacNemus2","2024-03-08"
,"31513524",,"21",,,"",," non-insulin-dependent diabetes mellitus",,,,,,,,,," Non-Insulin Dependent Diabetics.",,1,"vacNemus2","2024-03-08"
,"31508683",,"50",,,"brazilian",," spasticity,",,,,,,,,,," spastic upper limb in stroke",,1,"vacNemus2","2024-03-08"
,"31501688",,,,,"",," ",,,,,,,,,," Median Nerve",,1,"vacNemus2","2024-03-08"
,"31499193",,"6",,,"",,"serum and hepatic iron overload.",,,,,,,,,," liver fibrosis:",,1,"vacNemus2","2024-03-08"
,"31490344",,,,,"",," Anterior Ischemic Optic Neuropathy:",,,,,,,,,," Anterior Ischemic Optic Neuropathy:",,1,"vacNemus2","2024-03-08"
,"31490023",,"18",,"18","",," ",,,,,,,,,," radiation-induced lung injury",,1,"vacNemus2","2024-03-08"
,"31486052",,,,,"",," cerebral palsy.",,,,,,,,,," Cerebral Palsy:",,1,"vacNemus2","2024-03-08"
,"31485676",,,,,"",," ANS",,,,,,,,,," chronic pancreatitis.",,1,"vacNemus2","2024-03-08"
,"31484417",,,,,"",," ",,,,,,,,,," Fibrosis.",,1,"vacNemus2","2024-03-08"
,"34691481",,"100",,,"",," spinal muscular atrophy",,,,,,,,,," spinal muscular atrophy",,1,"vacNemus2","2024-03-08"
,"31464869",,,,,"",," ",,,,,,,,,," Tumor Necrosis Factor-α",,1,"vacNemus2","2024-03-08"
,"31462283",,,,,"",," neurological adverse symptoms",,,,,,,,,," peripheral neuropathy.",,1,"vacNemus2","2024-03-08"
,"31453924",,,,,"",," Anterior Ischemic Optic Neuropathy:",,,,,,,,,," Anterior Ischemic Optic Neuropathy:",,1,"vacNemus2","2024-03-08"
,"31446066",,,,,"",," bacterial infections",,,,,,,,,," the heart,",,1,"vacNemus2","2024-03-08"
,"31430268",,"22",,"153","",," nonarteritic anterior ischemic optic neuropathy",,,,,,,,,," Nonarteritic Anterior Ischemic Optic Neuropathy.",,1,"vacNemus2","2024-03-08"
,"31425668",,,,,"",," Ocular Hypertension/Glaucoma",,,,,,,,,," Hypertension/Glaucoma",,1,"vacNemus2","2024-03-08"
,"31425176",,,,,"",," ",,,,,,,,,," SMA.",,1,"vacNemus2","2024-03-08"
,"31424261",,,,,"",," mechanical and cold sensitivity",,,,,,,,,," neuropathic pain",,1,"vacNemus2","2024-03-08"
,"31420812",,"150",,,"egyptian",," mild to moderate idiopathic CTS 15",,,,,,,,,," idiopathic carpal tunnel syndrome.",,1,"vacNemus2","2024-03-08"
,"31417342",,,,,"",," ",,,,,,,,,," Peripheral Motor Nerves",,1,"vacNemus2","2024-03-08"
,"31411673",,"6",,,"",," ",,,,,,,,,," neuropathy",,1,"vacNemus2","2024-03-08"
,"31411175",,,,,"",," unilateral ureteral obstruction",,,,,,,,,," renal fibrosis",,1,"vacNemus2","2024-03-08"
,"31408333",,"30",,,"",," Anticardiac Fibrosis",,,,,,,,,," Anticardiac Fibrosis",,1,"vacNemus2","2024-03-08"
,"31404910",,"155",,,"",," diabetic peripheral neuropathy.CONTEXT:",,,,,,,,,," diabetic peripheral neuropathy.",,1,"vacNemus2","2024-03-08"
,"31400506",,,,,"china",," diabetic central and peripheral neuropathy.",,,,,,,,,," diabetic",,1,"vacNemus2","2024-03-08"
,"31396144",,"910",,"910","taiwan",," GBS",,,,,,,,,," TITLE:Gulllain-Barre Syndrome",,1,"vacNemus2","2024-03-08"
,"31394789",,"3",,,"",," ",,,,,,,,,," MYO9A-Depleted Zebrafish.",,1,"vacNemus2","2024-03-08"
,"31394552",,"65",,,"",," neuromuscular",,,,,,,,,," Keratopathy",,1,"vacNemus2","2024-03-08"
,"31392659",,"5",,,"",," renal injury",,,,,,,,,," renal fibrosis.",,1,"vacNemus2","2024-03-08"
,"31376938",,,,,"",," sciatic nerve crush",,,,,,,,,," neurological symptoms in the nerve crush",,1,"vacNemus2","2024-03-08"
,"31373848",,,,,"",," ",,,,,,,,,," fibroblast activation.",,1,"vacNemus2","2024-03-08"
,"31372847",,,,,"",," CTS",,,,,,,,,," Carpal Tunnel Syndrome:",,1,"vacNemus2","2024-03-08"
,"31368398",,,,,"",," ",,,,,,,,,," long-term diabetic",,1,"vacNemus2","2024-03-08"
,"31367862",,"6",,,"",," ",,,,,,,,,," liver fibrosis",,1,"vacNemus2","2024-03-08"
,"31363278",,,,,"",," ",,,,,,,,,," Posterior Interosseous Nerve.",,1,"vacNemus2","2024-03-08"
,"31362375",,,,,"",," chronic liver diseases.",,,,,,,,,," Hepatic Fibrosis",,1,"vacNemus2","2024-03-08"
,"31360290",,"9",,,"",," headache, myalgia, and fatigue.",,,,,,,,,," Myalgias",,1,"vacNemus2","2024-03-08"
,"31357597",,,,,"",," ",,,,,,,,,," Acute Renal Fibrosis",,1,"vacNemus2","2024-03-08"
,"31356561",,"90",,"90","",," patient CO and the onset time of rocuronium.",,,,,,,,,," rocuronium.",,1,"vacNemus2","2024-03-08"
,"31354896",,"2",,,"",," ",,,,,,,,,," Retrovirus Infection-Induced Neuropathic Pain.",,1,"vacNemus2","2024-03-08"
,"31348596",,"4",,,"",," cirrhosis,",,,,,,,,,," liver fibrosis",,1,"vacNemus2","2024-03-08"
,"31347949",,"2680",,,"",," urinary tract infection, hematuria, urinary retention",,,,,,,,,," Overactive Bladder:",,1,"vacNemus2","2024-03-08"
,"31344333",,,,,"",," diabetic peripheral neuropathy",,,,,,,,,," diabetic peripheral neuropathy",,1,"vacNemus2","2024-03-08"
,"31338248",,"42",,,"",," neuropathy",,,,,,,,,," Paclitaxel-Induced Neuropathy.",,1,"vacNemus2","2024-03-08"
,"31337177",,"91",,,"",," pudendal neuralgia",,,,,,,,,," Pudendal Neuralgia:",,1,"vacNemus2","2024-03-08"
,"31335657",,"25",,,"",," postsurgical sciatica,",,,,,,,,,," lumbosacral radiculopathy",,1,"vacNemus2","2024-03-08"
,"31333900",,,,,"",," symptomatic knee OA",,,,,,,,,," Painful Knee Arthritis:",,1,"vacNemus2","2024-03-08"
,"31333464",,,,,"",," mechanical allodynia in male mice but not in female mice",,,,,,,,,," Peripheral Neuropathy.",,1,"vacNemus2","2024-03-08"
,"31325582",,"9",,,"swiss",," ",,,,,,,,,," peripheral sensory neuropathy",,1,"vacNemus2","2024-03-08"
,"31325017",,"18",,,"",," systemic adverse events on IVIg or have difficult intravenous access.",,,,,,,,,," multifocal motor neuropathy.",,1,"vacNemus2","2024-03-08"
,"31318049",,"8",,,"",," diabetic neuropat",,,,,,,,,," diabetic neuropathy",,1,"vacNemus2","2024-03-08"
,"31316337",,,,,"",," mechanical hypersensitivity and infiltration of immune cells",,,,,,,,,," Vincristine-Induced Peripheral Neuropathy.",,1,"vacNemus2","2024-03-08"
,"31312234",,,,,"chinese",," ischemic optic neuropathy and ophthalmoplegia",,,,,,,,,," visual loss",,1,"vacNemus2","2024-03-08"
,"31306585",,"40",,,"",," ACL injury,",,,,,,,,,," Anterior Cruciate Ligament",,1,"vacNemus2","2024-03-08"
,"31299187",,,,,"",," ",,,,,,,,,," type I diabetes",,1,"vacNemus2","2024-03-08"
,"31298345",,"2",,,"",," cardiac dysfunction",,,,,,,,,," cardiac dysfunction",,1,"vacNemus2","2024-03-08"
,"31298289",,"60",,,"",," type II DM",,,,,,,,,," Diabetic Neuropathic Pain,",,1,"vacNemus2","2024-03-08"
,"31288453",,,,,"",," mechanical and cold allodynia.",,,,,,,,,," Peripheral Neuropathy",,1,"vacNemus2","2024-03-08"
,"31286822",,,,,"",," cirrhosis",,,,,,,,,," liver fibrosis",,1,"vacNemus2","2024-03-08"
,"31286350",,,,,"",," ",,,,,,,,,," Muscular Dystrophy.",,1,"vacNemus2","2024-03-08"
,"31285762",,,,,"",," diabetic itch",,,,,,,,,," type 1 diabetes.",,1,"vacNemus2","2024-03-08"
,"31279644",,"15",,,"",," Joplin's neuropathy",,,,,,,,,," Medial Plantar Proper Digital Nerve",,1,"vacNemus2","2024-03-08"
,"31275889",,"4",,,"",," diabetic neuropathy",,,,,,,,,," diabetic neuropathy",,1,"vacNemus2","2024-03-08"
,"31270719",,"10",,,"",," gastroparesis",,,,,,,,,," TITLE:Obstructive Gastroparesis:",,1,"vacNemus2","2024-03-08"
,"31270160",,,,,"",," ",,,,,,,,,," Neuropathic Pain",,1,"vacNemus2","2024-03-08"
,"31264906",,,,,"",," ",,,,,,,,,," 8-deoxypumiliotoxin 193H.",,1,"vacNemus2","2024-03-08"
,"31261028",,,,,"",," ",,,,,,,,,," renal interstitial fibrosis",,1,"vacNemus2","2024-03-08"
,"31258646",,,,,"chinese",," ",,,,,,,,,," hepatic fibrosis",,1,"vacNemus2","2024-03-08"
,"31248265",,"13",,,"chinese",," diabetic complications",,,,,,,,,," TITLE:Antidiabetic",,1,"vacNemus2","2024-03-08"
,"31246675",,"9",,,"",," LHON",,,,,,,,,," Leber Hereditary Optic Neuropathy.",,1,"vacNemus2","2024-03-08"
,"31245955",,"8",,"8","chinese",," ",,,,,,,,,," lung injury",,1,"vacNemus2","2024-03-08"
,"31244944",,,,,"",," hyperkalemia and cardiac arrest,",,,,,,,,,," depolarizing neuromuscular",,1,"vacNemus2","2024-03-08"
,"31240978",,"5",,,"",," diabetic neuropathy:",,,,,,,,,," diabetic neuropathy:",,1,"vacNemus2","2024-03-08"
,"31230718",,"450",,,"",," post-symptomatic SMA-affected",,,,,,,,,," Spinal Muscular Atrophy",,1,"vacNemus2","2024-03-08"
,"31229901",,,,,"",," ",,,,,,,,,," pulmonary fibrosis",,1,"vacNemus2","2024-03-08"
,"31228816",,,,,"",," pulmonary fibrosis",,,,,,,,,," rheumatoid arthritis-associated interstitial lung disease",,1,"vacNemus2","2024-03-08"
,"31223086",,"12",,,"",," autophagic accumulation",,,,,,,,,," Pompe Disease",,1,"vacNemus2","2024-03-08"
,"31220253",,"7",,,"",," disorders of the neuromuscular junction,",,,,,,,,,," ColQ myasthenic syndrome.",,1,"vacNemus2","2024-03-08"
,"31207098",,"30",,,"",," STZ-diabetic",,,,,,,,,," bladder dysfunction",,1,"vacNemus2","2024-03-08"
,"31205491",,"25",,,"",," spinal muscular atrophy",,,,,,,,,," SMA",,1,"vacNemus2","2024-03-08"
,"31203034",,,,,"",," chronic facial nerve paralysis,",,,,,,,,,," muscle transplantation",,1,"vacNemus2","2024-03-08"
,"31201747",,"10",,,"benin",," Systemic envenomation",,,,,,,,,," Snakebite",,1,"vacNemus2","2024-03-08"
,"31200728",,,,,"",," CNV",,,,,,,,,," CNV.",,1,"vacNemus2","2024-03-08"
,"31193485",,,,,"",," diabetic peripheral neuropathy",,,,,,,,,," diabetic peripheral neuropathy",,1,"vacNemus2","2024-03-08"
,"31193122",,,,,"",," dysfunctions associated with fibrosis.",,,,,,,,,," fibrosis",,1,"vacNemus2","2024-03-08"
,"31190267",,"10",,,"chinese",," allodynia",,,,,,,,,," anti-allodynic",,1,"vacNemus2","2024-03-08"
,"31189468",,"2",,,"",," neuromuscular problems",,,,,,,,,," nerve crush",,1,"vacNemus2","2024-03-08"
,"31180582",,"8",,,"japan",," idiopathic pulmonary fibrosis,",,,,,,,,,," ferret vocal fold scars:",,1,"vacNemus2","2024-03-08"
,"31178968",,,,,"",," Atrial Fibrillation.CONTEXT:",,,,,,,,,," Atrial Fibrillation.",,1,"vacNemus2","2024-03-08"
,"31173316",,"57",,,"",," attenuate cardiac fibrosis",,,,,,,,,," cardiac fibrosis",,1,"vacNemus2","2024-03-08"
,"31147887",,"16",,,"",," ",,,,,,,,,," tumour",,1,"vacNemus2","2024-03-08"
,"31142663",,,,,"",," ",,,,,,,,,," Zika Virus Infection.",,1,"vacNemus2","2024-03-08"
,"31139213",,,,,"",," Neuropathic pain",,,,,,,,,," Neuropathic Pain.",,1,"vacNemus2","2024-03-08"
,"31138995",,,,,"",," ",,,,,,,,,," Peripheral Neuropathic Phenotype",,1,"vacNemus2","2024-03-08"
,"31135622",,,,,"",," postvaccination GBS",,,,,,,,,," Guillain-Barré Syndrome",,1,"vacNemus2","2024-03-08"
,"31123919",,,,,"",," peripheral nerve block (PNB) and neuraxial blocks",,,,,,,,,," Nerve Blocks-Best",,1,"vacNemus2","2024-03-08"
,"31123423",,,,,"",," carpal tunnel syndrome",,,,,,,,,," carpal tunnel syndrome",,1,"vacNemus2","2024-03-08"
,"31118957",,,,,"",," mechanical allodynia",,,,,,,,,," Mechanical Allodynia",,1,"vacNemus2","2024-03-08"
,"31113577",,"45",,,"",," liver cirrhosis (LC) and minimal hepatic encephalopaty",,,,,,,,,," Liver Fibrosis.",,1,"vacNemus2","2024-03-08"
,"31113556",,"7",,,"",," ",,,,,,,,,," neuromuscular function",,1,"vacNemus2","2024-03-08"
,"31107414",,,,,"",," diabetic neuropathic pain",,,,,,,,,," diabetic neuropathic pain",,1,"vacNemus2","2024-03-08"
,"31105568",,,,,"brazil",," ",,,,,,,,,," Anesthesia",,1,"vacNemus2","2024-03-08"
,"31103247",,"748",,,"",," tendinitis",,,,,,,,,," TITLE:Patient Satisfaction in the Hand Surgery Clinic:",,1,"vacNemus2","2024-03-08"
,"31095464",,"11",,,"",," rheumatoid arthritis",,,,,,,,,," adjuvant-induced arthritis",,1,"vacNemus2","2024-03-08"
,"31093989",,"2019",,,"",," common entrapment mononeuropathies",,,,,,,,,," mononeuropathies.",,1,"vacNemus2","2024-03-08"
,"31087207",,,,,"",," allergic ocular disease,",,,,,,,,,," TNF-Induced Optic Nerve Degeneration.",,1,"vacNemus2","2024-03-08"
,"31083184",,"50",,,"",," compressive sciatic neuropathy.",,,,,,,,,," sciatic nerve",,1,"vacNemus2","2024-03-08"
,"31075529",,,,,"",," ",,,,,,,,,," Diabetic Peripheral Neuropathy",,1,"vacNemus2","2024-03-08"
,"31073311",,,,,"sri lanka, india",," HNV envenomation.",,,,,,,,,," Hump-Nosed Pit Viper Envenomation.",,1,"vacNemus2","2024-03-08"
,"31071535",,"13",,"13","",," knee joint injury.",,,,,,,,,," muscle pain of the vastus medialis",,1,"vacNemus2","2024-03-08"
,"31066254",,"10",,,"",," gelatino",,,,,,,,,," Systemic Sclerosis",,1,"vacNemus2","2024-03-08"
,"31063183",,"63",,"123","",," optic neuropathy",,,,,,,,,," TITLE:Ocular",,1,"vacNemus2","2024-03-08"
,"31061021",,"88",,,"denmark, finland, norway, sweden",," upper limb spasticity",,,,,,,,,," upper limb spasticity.",,1,"vacNemus2","2024-03-08"
,"31060667",,"24",,,"",," diabetes-mediated",,,,,,,,,," Diabetic Rats].",,1,"vacNemus2","2024-03-08"
,"31060282",,,,,"",," mechanical and cold allodynia",,,,,,,,,," Neuropathic Pain.",,1,"vacNemus2","2024-03-08"
,"31060174",,,,,"",," cicatricial facial depression and atrophy",,,,,,,,,," cicatricial facial depression and atrophy",,1,"vacNemus2","2024-03-08"
,"31060051",,,,,"",," ",,,,,,,,,," Ischemic Optic Neuropathy",,1,"vacNemus2","2024-03-08"
,"31059709",,,,,"swiss",," neuropathic pain",,,,,,,,,," antinociceptive",,1,"vacNemus2","2024-03-08"
,"31056746",,,,,"ireland",," ALS and VCPDM.",,,,,,,,,," multisystem proteinopathy.",,1,"vacNemus2","2024-03-08"
,"31046473",,"8",,"8","",," gastrocn",,,,,,,,,," inflammatory responses and oxidative stress",,1,"vacNemus2","2024-03-08"
,"31041611",,,,,"",," paw cold allodynia",,,,,,,,,," neuropathy",,1,"vacNemus2","2024-03-08"
,"31036934",,,,,"",," ",,,,,,,,,," ocular hypertension",,1,"vacNemus2","2024-03-08"
,"31031473",,"30","30","30","",," ETT and GLT insertion.",,,,,,,,,," Endoscopic Retrograde Cholangiopancreatography.",,1,"vacNemus2","2024-03-08"
,"31030748",,"81",,,"china, japan",," neurosis, polymyositis, dermatomyositis,",,,,,,,,,," physical frailty",,1,"vacNemus2","2024-03-08"
,"31030719",,"4",,,"",," diabetic peripheral neuropathy",,,,,,,,,," peripheral neuropathy",,1,"vacNemus2","2024-03-08"
,"31029908",,"57",,,"",," renal injuries",,,,,,,,,," renal injuries",,1,"vacNemus2","2024-03-08"
,"31027970",,"56",,,"",," bilateral foot pain.",,,,,,,,,," Baxter's Neuropathy Secondary to Plantar Fasciitis.",,1,"vacNemus2","2024-03-08"
,"31021036",,"20",,,"",," multifocal motor neuropathy.",,,,,,,,,," multifocal motor neuropathy.",,1,"vacNemus2","2024-03-08"
,"31016359",,,,,"",," sensory neuropathy",,,,,,,,,," type 1 diabetes with limb ischaemia.",,1,"vacNemus2","2024-03-08"
,"31015148",,,,,"",," diabetic painful neuropathy.",,,,,,,,,," TITLE:Hyperglycemia",,1,"vacNemus2","2024-03-08"
,"31013842",,,,,"",," Uterine fibroids",,,,,,,,,," Uterine Fibroid",,1,"vacNemus2","2024-03-08"
,"31013625",,,,,"",," HuB, HuC, and HuD",,,,,,,,,," STZ-Sensitive Compared to STZ-Resistant Diabetic",,1,"vacNemus2","2024-03-08"
,"31004468",,"75",,,"",," unilateral vocal fold paralysis",,,,,,,,,," TITLE:Voice aerodynamics",,1,"vacNemus2","2024-03-08"
,"31003094",,"2",,,"",," neuropathic pain",,,,,,,,,," pain-related behavior",,1,"vacNemus2","2024-03-08"
,"30995914",,,,,"",," sciatic nerve and DRG",,,,,,,,,," peripheral neuropathy.",,1,"vacNemus2","2024-03-08"
,"30995134",,,,,"",," ",,,,,,,,,," diabetic neuropathy.",,1,"vacNemus2","2024-03-08"
,"30982374",,"40",,,"",," ",,,,,,,,,," anti-peritoneal fibrotic",,1,"vacNemus2","2024-03-08"
,"30976522",,,,,"",," brain and kidney.CONTEXT:",,,,,,,,,," Candida albicans trafficking to brain and kidney.",,1,"vacNemus2","2024-03-08"
,"31643557",,,,,"",," severe gram negative bacterial infections",,,,,,,,,," TITLE:Aminoglycosides",,1,"vacNemus2","2024-03-08"
,"30974202",,,,,"chinese, japanese",," hyperalgesia",,,,,,,,,," peripheral neuropathic pain",,1,"vacNemus2","2024-03-08"
,"30968497",,"53",,,"",," LHON patients with a mutation at site 11 778.",,,,,,,,,," Leber's hereditary optic neuropathy",,1,"vacNemus2","2024-03-08"
,"22238790",,,,,"",," Salih myopathy",,,,,,,,,," TITLE:Salih Myopathy",,1,"vacNemus2","2024-03-08"
,"30960389",,,,,"",," ",,,,,,,,,," Bilinear Elastic Behavior",,1,"vacNemus2","2024-03-08"
,"30956741",,,,,"",," chronic pain",,,,,,,,,," Neuropathic Pain In Vivo",,1,"vacNemus2","2024-03-08"
,"30953561",,,,,"",," motor deficits",,,,,,,,,," acute conduction block and motor deficits",,1,"vacNemus2","2024-03-08"
,"30949723",,,,,"",," nerve damage and sensory loss.",,,,,,,,,," diabetic neuropathy.",,1,"vacNemus2","2024-03-08"
,"30943187",,"4",,,"china",," coronary heart disease and ischemic heart failure",,,,,,,,,," Cardiotoxicity",,1,"vacNemus2","2024-03-08"
,"30940675",,,,,"",," ",,,,,,,,,," neurodegeneration",,1,"vacNemus2","2024-03-08"
,"30939870",,,,,"",," Myocardial Infarction",,,,,,,,,," Myocardial Infarction",,1,"vacNemus2","2024-03-08"
,"30932967",,"5",,,"",," scoliosis",,,,,,,,,," TITLE:Scoliosis and spinal muscular atrophy",,1,"vacNemus2","2024-03-08"
,"30930839",,,,,"",," Guillain-Barre Syndrome.CONTEXT:",,,,,,,,,," Guillain-Barre Syndrome.",,1,"vacNemus2","2024-03-08"
,"30930422",,,,,"",," peripheral neuropathies.",,,,,,,,,," Peripheral Neuropathy",,1,"vacNemus2","2024-03-08"
,"31211527",,"10",,,"canada",," SMA",,,,,,,,,," TITLE:NULL",,1,"vacNemus2","2024-03-08"
,"30928809",,"17",,,"",," cervical dystonia",,,,,,,,,," cervical dystonia",,1,"vacNemus2","2024-03-08"
,"30926374",,,,,"",," ",,,,,,,,,," neuropathic mechanical allodynia",,1,"vacNemus2","2024-03-08"
,"30925882",,"147",,,"",," selective dorsal rhizotomy",,,,,,,,,," cerebral palsy.",,1,"vacNemus2","2024-03-08"
,"30918846",,"30",,,"",," hypoalgesia",,,,,,,,,," diabetic neuropathy",,1,"vacNemus2","2024-03-08"
,"30917493",,,,,"",," ",,,,,,,,,," Spinal Motoneuronal Loss.",,1,"vacNemus2","2024-03-08"
