"idPopulations0","PMID","pNam","popSize","nCases","nControls","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq","ageClass","sexClass","popDisease","popComorbidity","fromCode","projectName","uploadDate"
,"24732316",,"46","46","14","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24732143",,"231","231","231","",," ",,,,,,,,,," central body fat:",,1,"projTutoTrialRisk","2024-02-06"
,"24731753",,,"10","10","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24731674",,"577","577","138","china, japan",," diabetes",,,,,,,,,," diabetes",,1,"projTutoTrialRisk","2024-02-06"
,"24730717",,"19","19","7","",," Alzheimer's disease and amyotrophic lateral sclerosis.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24730653",,,,,"",," pain",,,,,,,,,," chronic pain.",,1,"projTutoTrialRisk","2024-02-06"
,"24729981",,"35",,,"brazil",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24729428",,"239","239",,"",," ",,,,,,,,,," Ewing sarcoma.",,1,"projTutoTrialRisk","2024-02-06"
,"24729102",,"60","60","60","",," diabetic",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24728953",,"84","84","84","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24728774",,"200","200","200","",," ",,,,,,,,,," Stroke",,1,"projTutoTrialRisk","2024-02-06"
,"24728212",,"49","49","49","brazil",," chronic hypertension.",,,,,,,,,," preeclampsia:",,1,"projTutoTrialRisk","2024-02-06"
,"24727815",,"1947","1947","1947","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24727364",,"63","63","63","",," depression",,,,,,,,,," severe and enduring anorexia nervosa.",,1,"projTutoTrialRisk","2024-02-06"
,"24727254",,"3627","3627","3627","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24727160",,"209","209","209","japan",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24726635",,"1410","1410",,"united states",," ",,,,,,,,,," blood pressure",,1,"projTutoTrialRisk","2024-02-06"
,"24726628",,,,"251","",," diabetes and CKD.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24726611",,"12","12","12","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24726378",,"78","78",,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24726349",,"15","15","15","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24726248",,"203","203","203","senegal",," ",,,,,,,,,," Bordetella pertussis",,1,"projTutoTrialRisk","2024-02-06"
,"24726210",,"3846","3846","3846","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24726205",,"474",,,"",," venous thrombosis,",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24726204",,"542","542","273","china",," opioid addiction",,,,,,,,,," cancer pain",,1,"projTutoTrialRisk","2024-02-06"
,"24726166",,"2201",,"2201","",," class IV heart failure",,,,,,,,,," totally occluded infarct related arteries",,1,"projTutoTrialRisk","2024-02-06"
,"24726046",,"364","364","364","british",," ",,,,,,,,,," mental illness",,1,"projTutoTrialRisk","2024-02-06"
,"24725832",,,,,"",," ",,,,,,,,,," risk of acute kidney injury",,1,"projTutoTrialRisk","2024-02-06"
,"24725691",,"101","101","101","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24725374",,"301","301","301","canadian",," substance use disorders",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24725276",,,,,"",," increased intracranial pressure, uncontrolled hypertension, neuromuscular conditions",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24723130",,"220","220",,"united states",," prediabetes",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24722971",,"23","23","23","",," ",,,,,,,,,," endometrial cancer",,1,"projTutoTrialRisk","2024-02-06"
,"24722949",,"82","82","82","",," bronchiectasis",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24722774",,"254","254","254","",," ",,,,,,,,,," HIV-infected",,1,"projTutoTrialRisk","2024-02-06"
,"24722498",,"173",,,"germany",," ",,,,,,,,,," autoimmune diabetes.",,1,"projTutoTrialRisk","2024-02-06"
,"24722497",,,,,"",," type 2 diabetes,",,,,,,,,,," type 2 diabetes:",,1,"projTutoTrialRisk","2024-02-06"
,"24722495",,,"116","116","",," cardiovascular disease risk factors,",,,,,,,,,," diabetes",,1,"projTutoTrialRisk","2024-02-06"
,"24722493",,"1217","1217","68","",," ",,,,,,,,,," type 1 diabetes.",,1,"projTutoTrialRisk","2024-02-06"
,"24722044",,"66","31","31","",," ",,,,,,,,,," stroke",,1,"projTutoTrialRisk","2024-02-06"
,"24721980",,"1671","1671","1671","peru",," ",,,,,,,,,," tuberculosis",,1,"projTutoTrialRisk","2024-02-06"
,"24721807",,"301",,"104","",," history of bleeding",,,,,,,,,," atrial fibrillation:",,1,"projTutoTrialRisk","2024-02-06"
,"24721691",,"15828","15828",,"",," ",,,,,,,,,," TITLE:Periodontal disease in patients with chronic coronary heart disease:",,1,"projTutoTrialRisk","2024-02-06"
,"24721668",,,,"255","",," osteoporosis, and related fractures,",,,,,,,,,," type 1 and type 2 diabetes mellitus.",,1,"projTutoTrialRisk","2024-02-06"
,"24721482",,"1600","1600","1600","",," ",,,,,,,,,," Stroke",,1,"projTutoTrialRisk","2024-02-06"
,"24721435",,"9600","60","60","china",," ",,,,,,,,,," cardiovascular risk",,1,"projTutoTrialRisk","2024-02-06"
,"24721158",,"163","163","163","australia",," ",,,,,,,,,," coronary heart disease",,1,"projTutoTrialRisk","2024-02-06"
,"24721127",,"76","76","76","dutch",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24720885",,,,"15","germany",," ",,,,,,,,,," maternal obesity with and without gestational diabetes",,1,"projTutoTrialRisk","2024-02-06"
,"24720535",,,,"21","",," ",,,,,,,,,," diabetes and chronic kidney disease.",,1,"projTutoTrialRisk","2024-02-06"
,"24719883",,"195","195","85","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24719123",,,,"1200","",," ",,,,,,,,,," coronary artery stenoses.",,1,"projTutoTrialRisk","2024-02-06"
,"24718568",,"2440","2440","2440","",," myocardial infarction, stent thrombosis, stroke,",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24718367",,,,,"",," ",,,,,,,,,," acute coronary syndrome",,1,"projTutoTrialRisk","2024-02-06"
,"24718282",,,"544","544","",," allergies",,,,,,,,,," pancreatic cancer",,1,"projTutoTrialRisk","2024-02-06"
,"24717946",,"2305","2305","2305","south korea",," ",,,,,,,,,," allergic rhinitis",,1,"projTutoTrialRisk","2024-02-06"
,"24717460",,"439","439","439","australia, new zealand",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24717389",,,,,"united states",," ",,,,,,,,,," schizophrenia",,1,"projTutoTrialRisk","2024-02-06"
,"24717379",,"300","142","142","",," ",,,,,,,,,," bipolar I and II",,1,"projTutoTrialRisk","2024-02-06"
,"24717370",,"195","195","195","united kingdom",," ",,,,,,,,,," moderate cardiovascular risk.",,1,"projTutoTrialRisk","2024-02-06"
,"24717362",,"156","156","156","",," diabetes",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24716681",,"1005","1006","28","france",," ischemic or hemorrhagic stroke",,,,,,,,,," intermediate-risk pulmonary embolism.",,1,"projTutoTrialRisk","2024-02-06"
,"24716671",,,"5","5","",," ",,,,,,,,,," TITLE:Arterial stiffness",,1,"projTutoTrialRisk","2024-02-06"
,"24716641",,"203","203","203","united states",," ",,,,,,,,,," acute lung injury",,1,"projTutoTrialRisk","2024-02-06"
,"24716628",,"379","379","379","kuwait",," ",,,,,,,,,," cardiovascular disease risk factors and metabolic syndrome",,1,"projTutoTrialRisk","2024-02-06"
,"24716215",,"88","88","88","",," ",,,,,,,,,," hepatitis B virus-related compensated cirrhosis.",,1,"projTutoTrialRisk","2024-02-06"
,"24715548",,"34","34","34","",," bipolar disorder",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24715245",,"124","124","124","germany",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24715213",,"83","83","83","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24714056",,"133","133","133","spain",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24713455",,"297","297","297","",," (congestive heart failure, hypertension,",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24713426",,"232","232","192","",," ",,,,,,,,,," attention-deficit/hyperactivity disorder",,1,"projTutoTrialRisk","2024-02-06"
,"24712763",,"100","100","64","",," ",,,,,,,,,," TITLE:Serum cholesterol levels and postoperative atrial fibrillation.",,1,"projTutoTrialRisk","2024-02-06"
,"24712684",,"170","170","170","china",," ",,,,,,,,,," ischemic stroke",,1,"projTutoTrialRisk","2024-02-06"
,"24712568",,"59","59",,"",," ",,,,,,,,,," cardiovascular",,1,"projTutoTrialRisk","2024-02-06"
,"24712331",,"33",,"18","",," Thrombotic lesions",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24711660",,"86","86","86","",," ",,,,,,,,,," mild cognitive impairment:",,1,"projTutoTrialRisk","2024-02-06"
,"24711548",,"572","572","572","germany",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24711481",,"1415","1415",,"united kingdom",," ",,,,,,,,,," sick sinus syndrome",,1,"projTutoTrialRisk","2024-02-06"
,"24711158",,"40","40","40","italian",," ",,,,,,,,,," nephropathic",,1,"projTutoTrialRisk","2024-02-06"
,"24710641",,"57","57","57","",," ",,,,,,,,,," uncontrolled type 2 diabetes mellitus.",,1,"projTutoTrialRisk","2024-02-06"
,"24710336",,"548","548","548","japan",," ",,,,,,,,,," essential hypertension.",,1,"projTutoTrialRisk","2024-02-06"
,"24710321",,"2263","2263",,"",," ischaemic heart disease or ischemic stroke.",,,,,,,,,," incident cardiovascular events",,1,"projTutoTrialRisk","2024-02-06"
,"24710131",,"223","223","223","sweden",," ",,,,,,,,,," rheumatoid arthritis",,1,"projTutoTrialRisk","2024-02-06"
,"24709811",,"46","46","46","",," ",,,,,,,,,," normal tension glaucoma.",,1,"projTutoTrialRisk","2024-02-06"
,"24709393",,"912",,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24709049",,"352","352","352","australia",," dementia,",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24708917",,"230","230","230","united kingdom",," ",,,,,,,,,," pre-eclampsia",,1,"projTutoTrialRisk","2024-02-06"
,"24708818",,"20","20","20","new zealand",," ",,,,,,,,,," kidney function, fluid volume and adipokines",,1,"projTutoTrialRisk","2024-02-06"
,"24708773",,"40","40","40","",," musculoskeletal morbidity",,,,,,,,,," cancer:",,1,"projTutoTrialRisk","2024-02-06"
,"24708640",,,,,"belgium",," hearing loss, tinnitus and hyperacusis.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24708617",,"339","339","339","",," obesity and stress symptoms.",,,,,,,,,," metabolic syndrome risk factors and psychological distress.",,1,"projTutoTrialRisk","2024-02-06"
,"24708382",,"30","30","30","",," cardiovascular risk factors,",,,,,,,,,," primary hypertension.",,1,"projTutoTrialRisk","2024-02-06"
,"24708229",,"7","7","7","",," cirrhosis and one bridging fibrosis.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24707184",,,,,"",," diabetes.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24706516",,,,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24706338",,"652","652","1166","france, ireland, italy, united kingdom, serbia",," ",,,,,,,,,," TITLE:Physical activity and amyotrophic lateral sclerosis:",,1,"projTutoTrialRisk","2024-02-06"
,"24706006",,"311","311","130","",," smoking",,,,,,,,,," smoking",,1,"projTutoTrialRisk","2024-02-06"
,"24705980",,,,,"",," ",,,,,,,,,," metastatic breast cancer.",,1,"projTutoTrialRisk","2024-02-06"
,"24705587",,"4159","4159","366","",," ",,,,,,,,,," coronary artery disease",,1,"projTutoTrialRisk","2024-02-06"
,"24705469",,,,,"japanese",," ",,,,,,,,,," non-valvular atrial fibrillation",,1,"projTutoTrialRisk","2024-02-06"
,"24705119",,"549","549","549","",," MBTS",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24705000",,,,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24704938",,"600","600","600","italy",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24704643",,,,,"",," abdominal obesity",,,,,,,,,," cardiac surgery.",,1,"projTutoTrialRisk","2024-02-06"
,"24704576",,"12","12","2","",," ",,,,,,,,,," type 1 diabetes",,1,"projTutoTrialRisk","2024-02-06"
,"24703920",,,,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24702981",,"15",,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24702835",,,,"543","united states",,"vaginal bleeding,",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24702733",,"699","699","699","united states",," ",,,,,,,,,," type 2 diabetes mellitus:",,1,"projTutoTrialRisk","2024-02-06"
,"24702700",,,,,"",," ",,,,,,,,,," type 1 diabetes:",,1,"projTutoTrialRisk","2024-02-06"
,"24700706",,"705","705","705","",," Stroke",,,,,,,,,," left main disease",,1,"projTutoTrialRisk","2024-02-06"
,"24700598",,"125","125",,"",," ",,,,,,,,,," TITLE:Vancomycin-associated nephrotoxicity",,1,"projTutoTrialRisk","2024-02-06"
,"24699438",,,,,"china",," ",,,,,,,,,," post-cerebral infarcts.",,1,"projTutoTrialRisk","2024-02-06"
,"24699298",,"204",,,"india",," fungal sepsis",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24699052",,"121","121","121","malaysia",," cardiovascular risk factors",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24698346",,"998","998","998","",," ",,,,,,,,,," fracture risk",,1,"projTutoTrialRisk","2024-02-06"
,"24698250",,,,,"",," diabetic patients with multivessel disease",,,,,,,,,," diabetic patients with multivessel disease",,1,"projTutoTrialRisk","2024-02-06"
,"24698195",,"45","45","45","",," hydronephrosis, fever or pyonephrosis",,,,,,,,,," ureteric calculi:",,1,"projTutoTrialRisk","2024-02-06"
,"24698174",,"99","56","56","norway",," depressive symptoms",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24697870",,"14","14","14","",," ",,,,,,,,,," severe or moderately severe haemophilia B",,1,"projTutoTrialRisk","2024-02-06"
,"24697580",,"905","905","905","united states",," ",,,,,,,,,," inflammatory markers and cognitive status",,1,"projTutoTrialRisk","2024-02-06"
,"24695898",,"1446","1446","1446","india",," ",,,,,,,,,," bone",,1,"projTutoTrialRisk","2024-02-06"
,"24695533",,,,,"brazil, united states",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24695125",,,,,"",," ",,,,,,,,,," primary renal diseases.",,1,"projTutoTrialRisk","2024-02-06"
,"24695108",,"955","955","955","kenya",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24694755",,"246","480","480","",," ",,,,,,,,,," colorectal cancer",,1,"projTutoTrialRisk","2024-02-06"
,"24694082",,,"322","322","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24692734",,"50",,,"",," ",,,,,,,,,," advanced non-small cell lung cancer.",,1,"projTutoTrialRisk","2024-02-06"
,"24692732",,"48","48","48","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24692050",,"41","41","28","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24691730",,"12","12","12","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24691340",,,,,"",," ",,,,,,,,,," head and neck melanoma defects:",,1,"projTutoTrialRisk","2024-02-06"
,"24691112",,"257","257","257","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24690511",,"160","160",,"netherlands",," ",,,,,,,,,," diabetes:",,1,"projTutoTrialRisk","2024-02-06"
,"24690267",,"3533","3533","3059","",," unknown.",,,,,,,,,," stroke",,1,"projTutoTrialRisk","2024-02-06"
,"24690188",,,,,"south africa",," human immunodeficiency virus (HIV)",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24690159",,"92","92","92","",," type 2 diabetes,",,,,,,,,,," type 2 diabetes.",,1,"projTutoTrialRisk","2024-02-06"
,"24689258",,,,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24689255",,"48","48","48","",," serious injuries.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24689247",,,,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24687830",,,"1071","1071","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24687684",,"38","38",,"austria",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24687408",,"39","39",,"",," neutropenia",,,,,,,,,," advanced malignant pleural mesothelioma.",,1,"projTutoTrialRisk","2024-02-06"
,"24687088",,"126","126","126","",," ",,,,,,,,,," AML.",,1,"projTutoTrialRisk","2024-02-06"
,"24686885",,"2418","2418","2418","denmark, netherlands",," ",,,,,,,,,," type 2 diabetes:",,1,"projTutoTrialRisk","2024-02-06"
,"24685998",,,,"104","american",," ",,,,,,,,,," cardiovascular disease",,1,"projTutoTrialRisk","2024-02-06"
,"24685997",,"150","150","150","united states",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24685996",,,,,"united states",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24685915",,"166","166",,"china",," ",,,,,,,,,," breast cancer",,1,"projTutoTrialRisk","2024-02-06"
,"24685914",,"77","74","74","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24685433",,"94","94","94","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24685351",,"3","3","3","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24685085",,"247","247","247","",," ",,,,,,,,,," gynecologic cancer].",,1,"projTutoTrialRisk","2024-02-06"
,"24685075",,"57","57",,"",," ",,,,,,,,,," interstitial lung disease:",,1,"projTutoTrialRisk","2024-02-06"
,"24685072",,"840","840","840","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24685020",,,"19","18","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24684940",,,,,"united kingdom",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24684774",,,,,"",," ",,,,,,,,,," early dysglycemia:",,1,"projTutoTrialRisk","2024-02-06"
,"24684771",,,,"51","united states",," ",,,,,,,,,," chronic kidney disease.",,1,"projTutoTrialRisk","2024-02-06"
,"24684757",,"450","450","139","germany",," diabetes",,,,,,,,,," diabetic and non-diabetic",,1,"projTutoTrialRisk","2024-02-06"
,"24684662",,"128","128","128","singapore",," anxiety and depression symptoms,",,,,,,,,,," coronary heart disease:",,1,"projTutoTrialRisk","2024-02-06"
,"24684263",,,"274","274","",," ",,,,,,,,,," obesity",,1,"projTutoTrialRisk","2024-02-06"
,"24683657",,"140","140","140","japanese",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24682986",,"60","60","60","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24682966",,"175","175","42","",," MS",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24682844",,,,,"",," ",,,,,,,,,," acute coronary syndromes",,1,"projTutoTrialRisk","2024-02-06"
,"24682612",,"251","251","251","netherlands",," ",,,,,,,,,," women with unexplained recurrent miscarriage.",,1,"projTutoTrialRisk","2024-02-06"
,"24681813",,,"4",,"peru",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24681290",,"100","100",,"",," blindness, deafness, and cerebral palsy",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24680587",,"2596","2596","2596","",," (+lymph nodes/ovaries/cytology) or tumor features",,,,,,,,,," obesity",,1,"projTutoTrialRisk","2024-02-06"
,"24680572",,"106","106","47","",," diabetes mellitus, chronic pulmonary disease, and obesity",,,,,,,,,," incisional hernia.",,1,"projTutoTrialRisk","2024-02-06"
,"24680406",,"107","107","3","",," ",,,,,,,,,," respiratory distress syndrome:",,1,"projTutoTrialRisk","2024-02-06"
,"24680359",,,"307","307","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24679845",,,,,"",," ",,,,,,,,,," moderate-to-severe asthma",,1,"projTutoTrialRisk","2024-02-06"
,"24679653",,"54","54","54","",," ",,,,,,,,,," lung cancer.",,1,"projTutoTrialRisk","2024-02-06"
,"24679550",,,"46","46","",," ",,,,,,,,,," metabolic syndrome, interleukin-6,",,1,"projTutoTrialRisk","2024-02-06"
,"24679384",,"175","2","286","",," Unloveability and Unbearability.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24679131",,"4","4","4","norway",," CHD",,,,,,,,,," coronary heart disease",,1,"projTutoTrialRisk","2024-02-06"
,"24679046",,"220","220","220","netherlands",," ",,,,,,,,,," psychotrauma",,1,"projTutoTrialRisk","2024-02-06"
,"24678937",,"795","795","795","united states",," severe aortic stenosis",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24676964",,"108",,"250","pakistan",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24676931",,"57","57","57","",," acute coronary syndromes and established atherosclerosis",,,,,,,,,," coronary disease.",,1,"projTutoTrialRisk","2024-02-06"
,"24676906",,,,,"",," ",,,,,,,,,," TITLE:Decreased glutathione and elevated hair mercury levels",,1,"projTutoTrialRisk","2024-02-06"
,"24676848",,,"346","346","",," ",,,,,,,,,," fracture",,1,"projTutoTrialRisk","2024-02-06"
,"24676715",,"623","623","623","australia",," ",,,,,,,,,," high cardiovascular disease risk.",,1,"projTutoTrialRisk","2024-02-06"
,"24676373",,"23","23","23","",," ",,,,,,,,,," chronic heart failure. .Other: ",,1,"projTutoTrialRisk","2024-02-06"
,"24675955",,,,"1","",," metabolic syndrome,",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24675717",,"26","50",,"",," ",,,,,,,,,," acute kidney injury",,1,"projTutoTrialRisk","2024-02-06"
,"24675714",,"256","256","256","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24675287",,,"1515","1515","danish",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24674874",,"16",,,"",," diarrhea",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24674827",,"200","200","13","japan",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24674654",,"349","349","349","mozambique",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24674576",,,,,"",," ",,,,,,,,,," myopia",,1,"projTutoTrialRisk","2024-02-06"
,"24673793",,"20","20","20","",," ",,,,,,,,,," cardiovascular disease",,1,"projTutoTrialRisk","2024-02-06"
,"24673716",,"180","180","180","china",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24673650",,"276",,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24673380",,"298","298","298","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24673238",,"183","183",,"",," ",,,,,,,,,," TITLE:Strength asymmetry of the shoulders",,1,"projTutoTrialRisk","2024-02-06"
,"24671918",,"103",,,"poland",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24671897",,"96",,"65","poland",," atrial fibrillation",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24671637",,"72","18","54","japan",," ",,,,,,,,,," gastric cancer patients with metabolic syndrome",,1,"projTutoTrialRisk","2024-02-06"
,"24671110",,,,,"japan",," ",,,,,,,,,," coronary heart disease",,1,"projTutoTrialRisk","2024-02-06"
,"24670970",,"60","60","60","",," lipid oxidation",,,,,,,,,," lower serum cholesterol and lipid peroxidation",,1,"projTutoTrialRisk","2024-02-06"
,"24670918",,"94","94","94","",," ",,,,,,,,,," risk of second cancer",,1,"projTutoTrialRisk","2024-02-06"
,"24670828",,"50",,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24670418",,"40","40","40","netherlands",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24670335",,"63",,"20","",," malignant neoplasms",,,,,,,,,," colorectal cancer",,1,"projTutoTrialRisk","2024-02-06"
,"24670297",,,"235","235","",," ",,,,,,,,,," breast cancer",,1,"projTutoTrialRisk","2024-02-06"
,"24669965",,"234","234","234","norway",," ",,,,,,,,,," ischemic stroke",,1,"projTutoTrialRisk","2024-02-06"
,"24668328",,"650","704","225","japan",," ",,,,,,,,,," advanced gastric cancer",,1,"projTutoTrialRisk","2024-02-06"
,"24668274",,"50",,"28","",," metastasized neuroendocrine tumours",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24667938",,,,,"thailand",," ",,,,,,,,,," HIV infection",,1,"projTutoTrialRisk","2024-02-06"
,"24667838",,"1531","1531","1531","chinese",," ",,,,,,,,,," TITLE:Asexuality development",,1,"projTutoTrialRisk","2024-02-06"
,"24667813",,"324","324","324","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24667750",,"120","120","120","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24667664",,"840","420","420","china",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24667663",,"677","677","196","taiwan",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24667559",,"145","145","1836","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24666832",,"820","820","820","",," ",,,,,,,,,," Epstein-Barr virus infection",,1,"projTutoTrialRisk","2024-02-06"
,"24666814",,"111","111","111","korean",," ",,,,,,,,,," focal segmental glomerulosclerosis",,1,"projTutoTrialRisk","2024-02-06"
,"24666619",,"1352",,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24666618",,"7595","7595","7595","",," diabetes mellitus",,,,,,,,,," diabetes mellitus",,1,"projTutoTrialRisk","2024-02-06"
,"24666361",,"324","324","324","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24665992",,"246","246","246","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24665827",,"157","157","157","",," dysfunctional platelets;",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24664883",,,,,"",," ",,,,,,,,,," TITLE:Synovial sarcoma relapses",,1,"projTutoTrialRisk","2024-02-06"
,"24664811",,"100","100","100","united states",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"24663122",,,,,"united states",," ",,,,,,,,,," depression",,1,"projTutoTrialRisk","2024-02-06"
,"24663047",,"2250","146","146","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
