"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"25225034_2_OR","25225034","smoking",,"NULL","NULL",,"smoking","breast cancer",2.1,1.08,4.07,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25271096_3_OR","25271096","cigarette smoke",,"NULL","NULL",,"nonsmoking girls","breast cancer",1.1,1.02,1.2,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25271096_1_OR","25271096","cigarette smoke",,"NULL","NULL",,"nonsmoking girls","breast cancer",1.33,1.05,1.68,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25307527_7_OR","25307527","cigarette smoking",,"NULL","NULL",,"breast cancer than comparative years smoked post-pregnancy (among parous women","breast cancer",1.18,1.1,1.26,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25307527_6_OR","25307527","cumulative exposure",,"NULL","NULL",,"breast cancer","breast cancer",1.19,1.1,1.53,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25307527_4_OR","25307527","intensity",,"NULL","NULL",,"breast cancer","breast cancer",1.21,1.04,1.4,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25307527_3_OR","25307527","duration",,"NULL","NULL",,"women who smoke for a long duration","breast cancer",1.57,1.29,1.92,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25515550_2_OR","25515550","alcohol",,"NULL","NULL",,"alcohol consumption","male breast cancer",1.29,0.97,1.71,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25515550_3_OR","25515550","alcohol",,"NULL","NULL",,"male breast cancer","male breast cancer",1.36,1.04,1.77,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25623772_2_OR","25623772","breast cancer",,"NULL","NULL",,"non-diabetic","mortality",1.8,1.03,3.15,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25740885_1_OR","25740885","no smoking",,"NULL","NULL",,"older maternal aam","earlier menarche",0.75,0.71,0.79,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25740885_3_OR","25740885","higher birthweight",,"NULL","NULL",,"birthweight","earlier menarche",0.86,0.75,0.97,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25740885_4_OR","25740885","bmi",,"NULL","NULL",,"bmi","earlier menarche",1.12,1.1,1.15,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25740885_5_OR","25740885","maternal cigarette smoking",,"NULL","NULL",,"maternal cigarette smoking","menarche",1.4,1.1,1.79,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25915759_3_OR","25915759","tobacco smoke",,"NULL","NULL",,"tobacco smoke","breast cancer",1.3,1.05,1.61,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25915759_1_OR","25915759","passive smoking exposure",,"NULL","NULL",,"home passive smoking exposure","breast cancer",1.35,1.11,1.65,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26045839_1_OR","26045839","aa genotype",,"NULL","NULL",,"aa genotype","breast cancer",1.8,1.12,2.92,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26045839_2_OR","26045839","ercc5 gene polymorphisms",,"NULL","NULL",,"tobacco smokers","breast cancer",7.35,1.21,47.2,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26387598_1_OR","26387598","active and passive cigarette smoking",,"NULL","NULL",,"breast cancer","noncancer mortality",1.55,1.11,2.16,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26387598_3_OR","26387598","smokers",,"NULL","NULL",,"ever smokers","noncancer mortality",1.68,1.12,2.51,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26387598_2_OR","26387598","active",,"NULL","NULL",,"ever smokers","cause mortality",1.68,1.3,2.17,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26387598_4_OR","26387598","passive smoke exposure",,"NULL","NULL",,"breast cancer","breast cancer",2.12,1.24,3.63,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26479829_2_OR","26479829","dietary exposure",,"NULL","NULL",,"breast cancer","breast cancer",1.03,0.89,1.19,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26671626_5_OR","26671626","current active smoking",,"NULL","NULL",,"breast cancer","breast cancer",0.44,0.3,0.66,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26671626_8_OR","26671626","current smoking",,"NULL","NULL",,"breast cancer","breast cancer",0.53,0.28,0.99,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26671626_10_OR","26671626","synthetic log use",,"NULL","NULL",,"synthetic log use","breast cancer",0.59,0.41,0.86,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26671626_7_OR","26671626","ccnd2 methylation",,"NULL","NULL",,"breast cancer","breast cancer",0.65,0.44,0.96,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26671626_6_OR","26671626","residential ets",,"NULL","NULL",,"residential ets","breast cancer",0.74,0.56,0.99,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26671626_4_OR","26671626","rarβ",,"NULL","NULL",,"breast cancer","breast cancer",1.8,1.16,2.78,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26671626_3_OR","26671626","hin1",,"NULL","NULL",,"breast cancer","breast cancer",2.14,1.34,3.42,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26671626_2_OR","26671626","synthetic log use",,"NULL","NULL",,"cdh1","breast cancer",2.26,1.06,4.79,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26671626_9_OR","26671626","current smoking",,"NULL","NULL",,"breast cancer","breast cancer",2.79,1.24,6.3,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26811527_7_OR","26811527","smoking",,"NULL","NULL",,"smokers","mortality",0.39,0.16,0.95,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26811527_6_OR","26811527","smoking",,"NULL","NULL",,"smokers","mortality",0.67,0.38,1.19,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26811527_1_OR","26811527","smokers",,"NULL","NULL",,"active smokers","death",1.25,1.13,1.37,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26811527_5_OR","26811527","smoke",,"NULL","NULL",,"smokers","breast cancer",1.72,1.13,2.6,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26811527_2_OR","26811527","smokers",,"NULL","NULL",,"smokers","respiratory cancer",14.48,9.89,21.21,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26811527_4_OR","26811527","cardiovascular disease",,"NULL","NULL",,"cardiovascular disease","death",2.08,1.8,2.41,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26811527_3_OR","26811527","smokers",,"NULL","NULL",,"smokers","death",6.02,4.55,7.97,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26878284_2_OR","26878284","air pollution",,"NULL","NULL",,"breast cancer","breast cancer",1.2,1.03,1.4,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26878284_3_OR","26878284","synthetic firelog burning",,"NULL","NULL",,"synthetic firelog burning","breast cancer",1.29,1.06,1.57,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26878284_4_OR","26878284","indoor sources",,"NULL","NULL",,"breast cancer","breast cancer",1.45,1.02,2.04,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"26913209_1_OR","26913209","chewing habits",,"NULL","NULL",,"betel quid chewer","breast cancer",2.353,3e-04,95,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27173331_1_OR","27173331","tobacco consumption",,"NULL","NULL",,"thyroid","breast cancer",2.5,1.15,5.46,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27173331_2_OR","27173331","tobacco consumption",,"NULL","NULL",,"breast cancer","breast cancer",2.53,1.08,5.93,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27321059_3_OR","27321059","environmental tobacco smoke",,"NULL","NULL",,"total cancer","cancers",1.13,1.03,1.35,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27321059_2_OR","27321059","environmental tobacco smoke",,"NULL","NULL",,"nasosinus cancer","cancers",1.33,1.04,1.7,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27321059_1_OR","27321059","cervix cancer risk",,"NULL","NULL",,"cervix cancer","cancers",1.58,1.29,1.93,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27541291_4_OR","27541291","environmental tobacco smoke",,"NULL","NULL",,"premenopausal women","breast cancer",1.003,0.96,1.05,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27541291_3_OR","27541291","environmental tobacco smoke",,"NULL","NULL",,"premenopausal women","breast cancer",1.15,1.07,1.23,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27541291_6_OR","27541291","environmental tobacco smoke",,"NULL","NULL",,"nonsmoking women","breast cancer",1.22,1.09,1.37,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27541291_5_OR","27541291","environmental tobacco smoke",,"NULL","NULL",,"premenopausal women","breast cancer",1.36,1.15,1.6,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27765798_2_OR","27765798","environmental tobacco smoke exposure",,"NULL","NULL",,"mortality","mortality",0.98,0.63,1.52,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27765798_1_OR","27765798","environmental tobacco smoke exposure",,"NULL","NULL",,"environmental tobacco smoke exposure","mortality",1.04,0.78,1.4,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27765798_3_OR","27765798","postdiagnosis ets exposure",,"NULL","NULL",,"mortality","mortality",1.81,0.87,3.74,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27765798_4_OR","27765798","environmental tobacco smoke exposure",,"NULL","NULL",,"breast cancer","mortality",1.89,0.68,5.24,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27886160_3_OR","27886160","trastuzumab",,"NULL","NULL",,"cardiotoxicity","cardiotoxicity",0.65,0.55,0.75,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"27886160_1_OR","27886160","baseline lv end-diastolic volume",,"NULL","NULL",,"breast cancer","cardiotoxicity",1.02,1,1.04,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28031315_4_OR","28031315","smoking",,"NULL","NULL",,"non","invasive breast cancer",1.15,1.04,1.28,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28031315_3_OR","28031315","smoking duration",,"NULL","NULL",,"smoking duration","breast cancer",1.18,1.12,1.24,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28031315_7_OR","28031315","alcohol",,"NULL","NULL",,"non","breast cancer",1.85,1.55,2.21,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28130772_1_OR","28130772","tobacco smoking",,"NULL","NULL",,"relative risks","breast cancer",1.35,1.24,1.46,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28130772_3_OR","28130772","tobacco smoking",,"NULL","NULL",,"cohort studies","breast cancer",1.39,1.27,1.52,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28523418_2_OR","28523418","utero ets exposure",,"NULL","NULL",,"tobacco smoke","breast cancer",1.16,1.01,1.32,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28523418_5_OR","28523418","tobacco smoke",,"NULL","NULL",,"tobacco smoke","breast cancer",1.28,1.01,1.62,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28523418_7_OR","28523418","tobacco smoke",,"NULL","NULL",,"earlier birth cohorts","breast cancer",1.44,1.02,2.02,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28523418_4_OR","28523418","tobacco smoke",,"NULL","NULL",,"breast cancer","breast cancer",1.44,1.02,2.0219,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28523418_1_OR","28523418","tobacco smoke",,"NULL","NULL",,"breast cancer","breast cancer",6.4,1,843,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28524234_4_OR","28524234","smoking",,"NULL","NULL",,"alcohol","breast cancer",1.5,1.08,2.08,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28524234_3_OR","28524234","alcohol",,"NULL","NULL",,"alcohol","breast cancer",1.54,1.18,1.99,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28524234_1_OR","28524234","current drinking",,"NULL","NULL",,"current drinking","breast cancer",1.62,1.24,2.11,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28535209_1_OR","28535209","tobacco smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.61,1.29,2.01,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28717853_1_OR","28717853","smoke",,"NULL","NULL",,"cardiac mortality","cardiac mortality",1.16,0.59,2.29,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28717853_2_OR","28717853","cardiac mortality",,"NULL","NULL",,"cardiac mortality","acute coronary events",1.52,0.37,6.25,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28830370_1_OR","28830370","active smoking",,"NULL","NULL",,"smokers","breast cancer",1.18,1.04,1.34,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28830370_3_OR","28830370","active smoking",,"NULL","NULL",,"smokers","breast cancer",1.27,1.11,1.46,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28830370_4_OR","28830370","smoking intensity",,"NULL","NULL",,"smokers","breast cancer",1.31,1.11,1.56,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28830370_5_OR","28830370","smoking intensity",,"NULL","NULL",,"smokers","breast cancer",1.32,1.12,1.55,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28830370_6_OR","28830370","active smoking",,"NULL","NULL",,"smokers","breast cancer",1.58,1.2,2.1,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28861380_1_OR","28861380","smoking",,"NULL","NULL",,"former smokers","mortality",1.02,0.93,1.12,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28861380_2_OR","28861380","former smokers",,"NULL","NULL",,"former smokers","death",1.12,1.04,1.19,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28934000_2_OR","28934000","breast cancer",,"NULL","NULL",,"breast cancer","mortality",1.2,0.82,1.74,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"28934000_1_OR","28934000","income, race, ethnicity, geographic location, and marital status",,"NULL","NULL",,"elderly women","cause mortality",2.19,1.84,2.6,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"29071579_1_OR","29071579","higher lifetime ps exposure",,"NULL","NULL",,"higher lifetime ps exposure","breast cancer",2.22,1.28,3.87,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"29071579_3_OR","29071579","higher lifetime ps exposure",,"NULL","NULL",,"lifetime ps exposure was associated with higher bc risk: compared to never exposed women","breast cancer",3.16,1.7,5.87,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"29197760_3_OR","29197760","ambient air pollution",,"NULL","NULL",,"ambient air pollution","breast cancer",0.48,0.23,0.99,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"29197760_6_OR","29197760","ambient air pollution",,"NULL","NULL",,"decreased methylation","decreased methylation",0.48,0.26,0.89,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"29197760_4_OR","29197760","ambient air pollution",,"NULL","NULL",,"higher tsp","breast cancer",1.86,1.03,3.35,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"29197760_5_OR","29197760","ambient air pollution",,"NULL","NULL",,"ambient air pollution","breast cancer",2.37,1.05,5.33,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"29330845_1_OR","29330845","smoking",,"NULL","NULL",,"nonsmokers","cancer",1.17,1.01,1.37,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"29330845_2_OR","29330845","smoking",,"NULL","NULL",,"women","cancer",1.27,1.04,1.56,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"29330845_3_OR","29330845","smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.33,1.02,1.75,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"29330845_4_OR","29330845","smoking",,"NULL","NULL",,"smoking","ovarian cancer",1.68,1.06,2.67,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30208628_4_OR","30208628","secondhand smoke",,"NULL","NULL",,"never smokers","cancer",1.16,1.002,1.343,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30208628_1_OR","30208628","exposure to secondhand smoke",,"NULL","NULL",,"never smokers","cancer",1.163,1.058,1.279,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30208628_3_OR","30208628","secondhand smoke",,"NULL","NULL",,"never smokers","cancer",1.165,1.029,1.32,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30208628_7_OR","30208628","secondhand smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.235,1.102,1.385,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30208628_6_OR","30208628","lung cancer",,"NULL","NULL",,"lung cancer","females",1.245,1.026,1.511,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30208628_5_OR","30208628","females",,"NULL","NULL",,"females","cancer",1.253,1.142,1.374,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30309689_3_OR","30309689","healthier prediagnosis lifestyle",,"NULL","NULL",,"women","cause mortality",0.63,0.53,0.76,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30309689_1_OR","30309689","lifestyle",,"NULL","NULL",,"lifestyle","breast cancer",0.76,0.7,0.82,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30314562_3_OR","30314562","excessive caloric intake",,"NULL","NULL",,"excessive caloric intake","breast cancer",1.05,0.98,1.14,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30314562_2_OR","30314562","excessive caloric intake",,"NULL","NULL",,"excessive caloric intake","breast cancer",1.41,0.97,2.03,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30314562_1_OR","30314562","excessive caloric intake",,"NULL","NULL",,"excessive caloric intake","breast cancer",40,1.41,95,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30323658_2_OR","30323658","tobacco smoking",,"NULL","NULL",,"tobacco smoking","late skin toxicity",1.12,1.07,1.18,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30323658_4_OR","30323658","tobacco smoking",,"NULL","NULL",,"planning target volume","toxicity",1.14,1.01,1.28,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30323658_3_OR","30323658","tobacco smoking",,"NULL","NULL",,"planning target volume","late fibrosis",1.14,1.08,1.2,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30323658_1_OR","30323658","tobacco smoking",,"NULL","NULL",,"tobacco smoking","late skin toxicity",2.15,1.38,3.34,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30323658_5_OR","30323658","tobacco smoking",,"NULL","NULL",,"late skin","late fibrosis",2.35,1.61,3.41,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"30323658_6_OR","30323658","tobacco smoking",,"NULL","NULL",,"cg","toxicity",3.07,1.11,8.53,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31152367_2_OR","31152367","tea consumption",,"NULL","NULL",,"tea consumption","cancers",1.03,0.93,1.13,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31152367_5_OR","31152367","tea consumption",,"NULL","NULL",,"liver cancer","cancer",1.08,0.75,1.55,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31152367_4_OR","31152367","tea consumption",,"NULL","NULL",,"colorectal cancer","colorectal cancer",1.08,0.81,1.45,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31152367_3_OR","31152367","tea consumption",,"NULL","NULL",,"lung cancer","cancer",1.08,0.84,1.4,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31152367_6_OR","31152367","tea consumption",,"NULL","NULL",,"stomach cancer","stomach cancer",1.46,1.07,1.99,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31535325_3_OR","31535325","alcohol consumption",,"NULL","NULL",,"females","cancer",0.89,0.73,1.1,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31535325_1_OR","31535325","alcohol consumption",,"NULL","NULL",,"alcohol consumption","cancer",1.14,0.93,1.4,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31535325_5_OR","31535325","alcohol consumption",,"NULL","NULL",,"cancer","cancer",1.24,1.03,1.49,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31535325_4_OR","31535325","alcohol consumption",,"NULL","NULL",,"smokers","cancer",1.72,1.49,1.99,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31535325_6_OR","31535325","alcohol consumption",,"NULL","NULL",,"alcohol","cancer",11.33,4.7,27.3,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31535325_7_OR","31535325","alcohol consumption",,"NULL","NULL",,"cancer","cancer",23.51,12.7,43.6,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31644965_4_OR","31644965","light drinking",,"NULL","NULL",,"women- the danish nurse cohort","breast cancer",1.32,1.15,1.53,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31644965_8_OR","31644965","light drinking",,"NULL","NULL",,"smokers","breast cancer",1.33,1.12,1.57,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31644965_3_OR","31644965","light drinking",,"NULL","NULL",,"smokers","breast cancer",1.33,1.26,1.4,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31644965_7_OR","31644965","light drinking",,"NULL","NULL",,"alcohol","breast cancer",1.4,1.22,1.6,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31644965_1_OR","31644965","light drinking",,"NULL","NULL",,"smokers","breast cancer",1.4,1.3,1.51,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31644965_5_OR","31644965","tobacco smoking",,"NULL","NULL",,"smokers","cancer",1.49,1.36,1.63,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31644965_2_OR","31644965","light drinking",,"NULL","NULL",,"smokers","breast cancer",1.72,1.52,1.94,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31786857_4_OR","31786857","homozygous genotype tt",,"NULL","NULL",,"homozygous genotype tt","miscarriages",1.49,1.02,2.19,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31786857_1_OR","31786857","haplogenotypes",,"NULL","NULL",,"miscarriages","miscarriages",1.83,1.17,2.86,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31786857_3_OR","31786857","tobacco consumption",,"NULL","NULL",,"tobacco consumption","miscarriages",1.88,1.11,3.19,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"31786857_5_OR","31786857","homozygous genotype tt",,"NULL","NULL",,"homozygous genotype tt","miscarriages",2.85,1.144,7.1,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32148727_4_OR","32148727","obesity",,"NULL","NULL",,"obesity","oral cancer",0.2,0.08,0.48,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32148727_2_OR","32148727","high rbs",,"NULL","NULL",,"breast cancer","breast cancer",1.95,1.01,3.76,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32148727_1_OR","32148727","high rbs",,"NULL","NULL",,"high rbs","oral cancer",2.29,1.09,4.82,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32148727_3_OR","32148727","metabolic ncd risk factors",,"NULL","NULL",,"obesity","oral cancer",2.5,1.43,4.35,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32148727_5_OR","32148727","current tobacco use",,"NULL","NULL",,"current tobacco use","oral cancer",6.51,3.63,11.67,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32148727_6_OR","32148727","current tobacco use",,"NULL","NULL",,"current tobacco use","oral cancer",9.82,8.13,11.86,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32267588_1_OR","32267588","image",,"NULL","NULL",,"image","alcoholic drink",0.8,0.69,0.92,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32267588_2_OR","32267588","image",,"NULL","NULL",,"image","cancer",1.34,1.16,1.55,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32277629_4_OR","32277629","partial chemotherapy response",,"NULL","NULL",,"breast cancer","breast cancer",0.023,0.001,0.419,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32277629_3_OR","32277629","chemotherapy response",,"NULL","NULL",,"chemotherapy response","breast cancer",0.032,0.002,0.505,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32277629_5_OR","32277629","rs712 polymorphism",,"NULL","NULL",,"breast cancer","breast cancer",0.115,0.028,0.473,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32277629_6_OR","32277629","rs712 polymorphism",,"NULL","NULL",,"breast cancer","breast cancer",0.236,0.069,0.805,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32277629_8_OR","32277629","rs712 polymorphism",,"NULL","NULL",,"breast cancer","breast cancer",0.241,0.093,0.626,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32277629_7_OR","32277629","tobacco consumption",,"NULL","NULL",,"tobacco consumption","breast cancer",0.283,0.001,0.802,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32277629_1_OR","32277629","rs712 polymorphism",,"NULL","NULL",,"breast cancer","breast cancer",0.7,0.51,0.97,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32822118_5_OR","32822118","social well-being scores",,"NULL","NULL",,"african american cancer survivors","quit smoking",0.96,0.93,1,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
