"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"33631534_1_OR","33631534","older subjective age",,"NULL","NULL",,"older subjective age","dementia","1.737","1.06","2.848","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"34126944_3_OR","34126944","cognitive impairment",,"NULL","NULL",,"men","neurodegeneration","1","0.5","2.2","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"34126944_4_OR","34126944","pre-stroke chronic brain pathology",,"NULL","NULL",,"women","neurodegeneration","1.2","0.8","1.9","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"34126944_1_OR","34126944","medial temporal lobe atrophy",,"NULL","NULL",,"cerebrovascular pathology","cerebrovascular pathology","2.5","1.4","4.5","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"34126944_2_OR","34126944","medial temporal lobe atrophy",,"NULL","NULL",,"mixed pathology","neurodegeneration","3.4","1.9","6.1","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"34256192_4_OR","34256192","systemic neurodegeneration , but severity of dr",,"NULL","NULL",,"systemic neurodegeneration","diabetic","0.98","0.45","2.15","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"34256192_1_OR","34256192","presence of any dr",,"NULL","NULL",,"diabetic retinopathy","systemic neurodegeneration","1.57","1.02","2.43","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"34256192_3_OR","34256192","presence of any dr",,"NULL","NULL",,"systemic neurodegeneration","systemic neurodegeneration","2.36","1.5","3.71","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"34344790_2_OR","34344790","current smoking",,"NULL","NULL",,"current smoking","growth","1.48","1.02","2.16","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"34344790_1_OR","34344790","hypertension",,"NULL","NULL",,"hypertension","growth","1.72","1.19","2.46","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"34354164_2_OR","34354164","biological age",,"NULL","NULL",,"biological age","first morbidities","1.07","1.05","1.09","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"34354164_1_OR","34354164","biological age",,"NULL","NULL",,"biological age","mortality","1.11","1.08","1.14","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"34431373_4_OR","34431373","race",,"NULL","NULL",,"white","elevated amyloid","1.29","0.89","1.89","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"34431373_1_OR","34431373","race",,"NULL","NULL",,"elevated amyloid","elevated amyloid","1.37","1.03","1.83","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"34431373_3_OR","34431373","race",,"NULL","NULL",,"elevated amyloid status","elevated","2","1.15","3.5","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"34896817_1_OR","34896817","increasing age",,"NULL","NULL",,"ischemic stroke risk","ischemic stroke","1.2","1.01","1.42","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"34896817_3_OR","34896817","higher baseline plasma",,"NULL","NULL",,"white men","stroke","3.88","1.94","7.77","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"34897101_4_OR","34897101","lymphocyte count",,"NULL","NULL",,"higher lymphocyte count","prevalent pd","0.34","0.17","0.68","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"35104008_1_OR","35104008","routinization",,"NULL","NULL",,"dementia","dementia","1.08","1.02","1.15","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35104008_3_OR","35104008","institutionalization",,"NULL","NULL",,"institutionalization","dementia","1.18","1.03","1.36","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35168368_5_OR","35168368","cardiovascular disease",,"NULL","NULL",,"dementia","dementia","1.2","1.06","1.36","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35168368_9_OR","35168368","heart failure",,"NULL","NULL",,"heart failure","death","1.21","0.98","1.51","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35168368_7_OR","35168368","transient ischemic attack",,"NULL","NULL",,"transient ischemic attack","stroke","1.24","1","1.53","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35168368_4_OR","35168368","dementia",,"NULL","NULL",,"dementia","hypertension","1.27","1.06","1.53","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35168368_8_OR","35168368","death",,"NULL","NULL",,"death","transient ischemic attack","1.29","1.17","1.43","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35168368_3_OR","35168368","diabetes",,"NULL","NULL",,"diabetes","hypertension","1.32","1.11","1.58","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35168368_1_OR","35168368","carotid-femoral pulse wave velocity",,"NULL","NULL",,"hypertension","hypertension","1.32","1.21","1.44","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35168368_6_OR","35168368","coronary heart disease",,"NULL","NULL",,"coronary heart disease","hypertension","1.37","1.13","1.65","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35333903_6_OR","35333903","urinary n",,"NULL","NULL",,"proteinuria","cause mortality","1.62","1","2.63","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35333903_3_OR","35333903","urinary n",,"NULL","NULL",,"cause mortality","cause mortality","1.65","1.05","2.62","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35333903_1_OR","35333903","urinary n-acetyl-β-glucosaminidase activity",,"NULL","NULL",,"disability","disability","2.12","1.04","4.33","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"35333903_5_OR","35333903","proteinuria",,"NULL","NULL",,"proteinuria","disability","2.46","1.18","5.16","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"35365783_1_OR","35365783","cp",,"NULL","NULL",,"cp","cognitive decline","1.3","1.01","1.67","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35446723_3_OR","35446723","apathy",,"NULL","NULL",,"apathy","dementia","1.54","1.29","1.84","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35835768_3_OR","35835768","personality profile",,"NULL","NULL",,"irbd","phenoconversion","0.53","0.36","0.77","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35835768_1_OR","35835768","personality",,"NULL","NULL",,"irbd","phenoconversion","2","1.3","3.1","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"35914620_1_OR","35914620","type 2 diabetes",,"NULL","NULL",,"type 2 diabetes","nonalcoholic fatty liver disease","1.182","1.125","1.243","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"35988591_1_OR","35988591","hip fracture",,"NULL","NULL",,"hip fracture","dementia","1.09","1.04","1.15","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36054656_1_OR","36054656","frndiff",,"NULL","NULL",,"baseline frndiff","developed icds","0.73","0.58","0.91","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36054656_3_OR","36054656","frndiff",,"NULL","NULL",,"baseline frndiff","icd development","0.74","0.55","0.97","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36056631_1_OR","36056631","log",,"NULL","NULL",,"lower general cognition","dementia","2.47","1.52","4.01","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36056631_2_OR","36056631","log",,"NULL","NULL",,"dementia","dementia","2.54","1.42","4.53","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36153737_4_OR","36153737","mild impairment",,"NULL","NULL",,"mild impairment","severe impairment","0.29","0.18","0.47","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"36153737_5_OR","36153737","mild impairment",,"NULL","NULL",,"mild impairment","severe impairment","0.49","0.34","0.72","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"36153737_6_OR","36153737","blood pressure",,"NULL","NULL",,"mild impairment","mild impairment","0.52","0.34","0.8","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"36153737_7_OR","36153737","hf",,"NULL","NULL",,"normal aging","mild impairment","0.81","0.57","1.17","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"36153737_3_OR","36153737","moderate",,"NULL","NULL",,"moderate","mild impairment","1.41","1.03","1.93","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"36153737_2_OR","36153737","blood pressure",,"NULL","NULL",,"normal aging","mild impairment","1.8","1.32","2.45","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"36153737_1_OR","36153737","blood pressure",,"NULL","NULL",,"normal aging","mild impairment","2.29","1.62","3.24","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"36162365_2_OR","36162365","education quality",,"NULL","NULL",,"education quality","dementia","1.17","0.96","1.43","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36162365_1_OR","36162365","limited literacy",,"NULL","NULL",,"black","dementia","1.37","1.12","1.67","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36175148_4_OR","36175148","grade ii pvs",,"NULL","NULL",,"grade ii","dementia","1.62","1.15","2.27","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36175148_2_OR","36175148","pvs burden increased",,"NULL","NULL",,"grade ii","dementia","2.44","1.51","3.93","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36175148_5_OR","36175148","grade ii",,"NULL","NULL",,"grade ii","dementia","2.67","1.04","6.88","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36175148_3_OR","36175148","grade ii pvs",,"NULL","NULL",,"grade ii","dementia","5.05","2.75","9.26","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36314200_1_OR","36314200","higher education",,"NULL","NULL",,"cognitive impairment","cognitive impairment","0.63","0.49","0.82","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"36409557_1_OR","36409557","cerebrospinal fluid quinolinic acid",,"NULL","NULL",,"cerebrospinal fluid quinolinic acid","delirium","2.26","1.78","2.87","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"36444971_3_OR","36444971","supramaximal",,"NULL","NULL",,"mild","dyskinesia","1.17","1.07","1.3","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"36444971_1_OR","36444971","mild",,"NULL","NULL",,"mild","dyskinesia","1.34","1.2","1.5","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"36450605_1_OR","36450605","higher baseline scd",,"NULL","NULL",,"higher baseline scd","dementia","1.085","1.047","1.125","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36463450_1_OR","36463450","air pollution",,"NULL","NULL",,"air pollution","dementia","1.04","0.95","1.15","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36611276_1_OR","36611276","higher olfactory scores",,"NULL","NULL",,"higher olfactory scores","death","0.86","0.82","0.88","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36611276_3_OR","36611276","higher olfactory scores",,"NULL","NULL",,"higher olfactory scores","dementia","0.89","0.86","0.93","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36611276_4_OR","36611276","higher olfactory scores",,"NULL","NULL",,"higher olfactory scores","transitioning from unimpaired cognition","1.07","1.02","1.12","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36658102_2_OR","36658102","respiratory disease mortality",,"NULL","NULL",,"respiratory disease mortality","cause mortality","0.881","0.805","0.963","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"36658102_1_OR","36658102","sd increase",,"NULL","NULL",,"tsh genetic risk score","mortality","0.972","0.948","0.996","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"36947528_1_OR","36947528","leucocyte telomere length",,"NULL","NULL",,"dementia","cause dementia","0.93","0.91","0.96","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36974773_1_OR","36974773","pressure lowering",,"NULL","NULL",,"less fit","less fit","2.14","1.65","2.77","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36974773_4_OR","36974773","blood pressure control",,"NULL","NULL",,"blood pressure control","frailty","2.4","2","2.8","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"36974773_3_OR","36974773","blood pressure control",,"NULL","NULL",,"fit status","frailty","4.28","3.26","5.61","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"37012068_1_OR","37012068","plasma phosphorylated tau",,"NULL","NULL",,"dementia","dementia","3.8","2.5","5.8","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"37165609_1_OR","37165609","parental history",,"NULL","NULL",,"parental history","dementia","1.47","1.15","1.86","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"37165609_4_OR","37165609","maternal history",,"NULL","NULL",,"parental history","dementia","1.51","1.15","1.97","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"37165609_7_OR","37165609","parental history of dementia",,"NULL","NULL",,"parental history of dementia","dementia","1.68","1.16","2.44","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"37165609_3_OR","37165609","parental history",,"NULL","NULL",,"parental history","alzheimer's disease","1.72","1.31","2.26","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"37165609_5_OR","37165609","parental history",,"NULL","NULL",,"parental history","dementia","1.8","1.33","2.43","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"37165609_6_OR","37165609","parental history",,"NULL","NULL",,"parental history of dementia","dementia","2.14","1.28","3.55","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"37225692_1_OR","37225692","major depression disorder",,"NULL","NULL",,"major depression disorder","major depression disorder","1.014","1.007","1.022","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"37475029_1_OR","37475029","cerebrospinal fluid gfap",,"NULL","NULL",,"dementia","dementia","3.07","1.119","8.418","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"37480114_1_OR","37480114","lbp levels",,"NULL","NULL",,"controls","pd incidence","1.46","0.98","2.19","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"37480114_3_OR","37480114","higher plasma lbp levels",,"NULL","NULL",,"overweight","pd incidence","1.54","1.09","2.18","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"37480114_2_OR","37480114","women",,"NULL","NULL",,"women","pd incidence","2.68","1.4","5.13","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"37644557_4_OR","37644557","retinal artery occlusion",,"NULL","NULL",,"dementia","dementia","0.98","0.91","1.06","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"37644557_3_OR","37644557","retinal artery occlusion",,"NULL","NULL",,"dementia","dementia","1.07","1","1.17","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"37663161_2_OR","37663161","low levels of alanine aminotransferase",,"NULL","NULL",,"low levels","mortality","1.7","1","2.9","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"37663161_1_OR","37663161","low levels of alanine aminotransferase",,"NULL","NULL",,"mortality","mortality","1.82","1.06","3.09","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"37742645_3_OR","37742645","lowest severity rating",,"NULL","NULL",,"lowest severity rating","incident mild cognitive impairment","2.19","0.78","6.14","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"37742645_1_OR","37742645","higher pvs severity",,"NULL","NULL",,"lowest severity rating","incident mild cognitive impairment","2.55","1.48","4.37","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"37874264_4_OR","37874264","age",,"NULL","NULL",,"age-dependent marker of incident dementia","cause dementia","0.92","0.86","0.98","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"37874264_3_OR","37874264","retinal vein occlusion as an age",,"NULL","NULL",,"younger than 75 years","dementia","1.09","1.01","1.18","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"38060035_1_OR","38060035","shortness of breath",,"NULL","NULL",,"shortness of breath","loss of balance and falls","7.91","1.63","45.12","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"38086580_1_OR","38086580","lower midlife fitness",,"NULL","NULL",,"dementia","dementia","0.95","0.9","0.99","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"38097502_1_OR","38097502","short sleep duration",,"NULL","NULL",,"short sleep duration","cognitive impairment","1.82","1.265","2.618","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"38097502_3_OR","38097502","long sleep duration",,"NULL","NULL",,"cognitive impairment","cognitive impairment","2.428","1.137","5.183","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"9153465_7_OR","9153465","dementia",,"NULL","NULL",,"dementia","stroke recurrence","1.8","0.94","3.44","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"9153465_8_OR","9153465","alcohol intake",,"NULL","NULL",,"alcohol intake","stroke recurrence","1.86","0.79","4.38","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"9153465_6_OR","9153465","education",,"NULL","NULL",,"education","stroke recurrence","1.9","0.77","4.68","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"9153465_5_OR","9153465","sex",,"NULL","NULL",,"women","stroke recurrence","2.03","1.01","4.1","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"9153465_4_OR","9153465","cardiac disease",,"NULL","NULL",,"cardiac disease","stroke recurrence","2.18","1.15","4.12","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"9153465_1_OR","9153465","dementia",,"NULL","NULL",,"dementia","stroke recurrence","2.71","1.36","5.42","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"9305342_3_OR","9305342","psychosis",,"NULL","NULL",,"psychosis","major depression","0.66","0.35","1.25","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"9305342_4_OR","9305342","apolipoprotein e epsilon 4",,"NULL","NULL",,"neuroleptic","major depression","0.82","0.45","1.49","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"9305342_1_OR","9305342","major depression",,"NULL","NULL",,"major depression","alzheimer's disease","1.14","0.5","2.45","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"15589098_1_pVal","15589098","aging",,"NULL","NULL",,"nas","cognitive impairment","NULL","NULL","NULL","pValue","P= 0.001",,,1,"projTutoParkinson","2023-12-28"
,"15589098_2_pVal","15589098","hiv infection and aging",,"NULL","NULL",,"nas","cognitive impairment","NULL","NULL","NULL","pValue","P< 0.001",,,1,"projTutoParkinson","2023-12-28"
,"15589098_3_pVal","15589098","choline compounds",,"NULL","NULL",,"nas","choline compounds","NULL","NULL","NULL","pValue","P= 0.04",,,1,"projTutoParkinson","2023-12-28"
,"15589098_4_pVal","15589098","hiv infection and aging",,"NULL","NULL",,"nas","cognitive impairment","NULL","NULL","NULL","pValue","P< 0.001",,,1,"projTutoParkinson","2023-12-28"
,"15589098_5_pVal","15589098","reduction",,"NULL","NULL",,"nas","cognitive impairment","NULL","NULL","NULL","pValue","P= 0.007",,,1,"projTutoParkinson","2023-12-28"
,"17372126_1_pVal","17372126","increases bone mineral density",,"NULL","NULL",,"placebo","bone mineral density","NULL","NULL","NULL","pValue","p< 0.0001",,,1,"projTutoParkinson","2023-12-28"
,"17953624_1_pVal","17953624","carryover effects",,"NULL","NULL",,"controls","carryover effects","NULL","NULL","NULL","pValue","P< 0.01",,,1,"projTutoParkinson","2023-12-28"
,"17953624_2_pVal","17953624","carryover effects",,"NULL","NULL",,"controls","stride time variability","NULL","NULL","NULL","pValue","P< 0.02",,,1,"projTutoParkinson","2023-12-28"
,"17953624_3_pVal","17953624","ras",,"NULL","NULL",,"controls","stride time variability","NULL","NULL","NULL","pValue","P< 0.03",,,1,"projTutoParkinson","2023-12-28"
,"18036161_1_pVal","18036161","moderate valve insufficiency",,"NULL","NULL",,"moderate valve insufficiency","moderate valve insufficiency","NULL","NULL","NULL","pValue","P< 0.05",,,1,"projTutoParkinson","2023-12-28"
,"18036161_2_pVal","18036161","moderate valve insufficiency",,"NULL","NULL",,"moderate valve insufficiency","moderate valve insufficiency","NULL","NULL","NULL","pValue","P< 0.05",,,1,"projTutoParkinson","2023-12-28"
,"18413464_1_pVal","18413464","dopaminergic therapy",,"NULL","NULL",,"serum urate concentrations","loss in striatal","NULL","NULL","NULL","pValue","P= . 001",,,1,"projTutoParkinson","2023-12-28"
,"18413464_2_pVal","18413464","dopaminergic therapy",,"NULL","NULL",,"men","loss in striatal","NULL","NULL","NULL","pValue","P= . 43",,,1,"projTutoParkinson","2023-12-28"
,"19433891_1_pVal","19433891","higher education",,"NULL","NULL",,"higher education","higher education","NULL","NULL","NULL","pValue","p< 0.001",,,1,"projTutoParkinson","2023-12-28"
,"19433891_2_pVal","19433891","higher education",,"NULL","NULL",,"higher education","higher education","NULL","NULL","NULL","pValue","p< 0.001",,,1,"projTutoParkinson","2023-12-28"
,"23275314_1_pVal","23275314","elevated ankle blood pressure",,"NULL","NULL",,"symptom-limited exercise test","elevated ankle blood pressure","NULL","NULL","NULL","pValue","P= 0.03",,,1,"projTutoParkinson","2023-12-28"
,"24386372_1_pVal","24386372","increased qalb levels",,"NULL","NULL",,"increased qalb levels were shown for those without e3 allele","increased qalb levels","NULL","NULL","NULL","pValue","p= 0.035",,,1,"projTutoParkinson","2023-12-28"
,"24386372_2_pVal","24386372","increased qalb levels",,"NULL","NULL",,"3 allele","increased qalb levels","NULL","NULL","NULL","pValue","p= 0.234",,,1,"projTutoParkinson","2023-12-28"
,"24787916_1_pVal","24787916","improved phonemic verbal fluency",,"NULL","NULL",,"waitlist control group","improved phonemic verbal fluency","NULL","NULL","NULL","pValue","p< 0.05",,,1,"projTutoParkinson","2023-12-28"
,"24787916_2_pVal","24787916","improved phonemic verbal fluency",,"NULL","NULL",,"waitlist control group","improved phonemic verbal fluency","NULL","NULL","NULL","pValue","p< 0.05",,,1,"projTutoParkinson","2023-12-28"
,"24787916_3_pVal","24787916","improved phonemic verbal fluency",,"NULL","NULL",,"waitlist control group","improved phonemic verbal fluency","NULL","NULL","NULL","pValue","p< 0.05",,,1,"projTutoParkinson","2023-12-28"
,"29614659_1_pVal","29614659","lowest pa levels",,"NULL","NULL",,"montreal cognitive assessment","lowest pa levels","NULL","NULL","NULL","pValue","p= 0.018",,,1,"projTutoParkinson","2023-12-28"
,"29614659_2_pVal","29614659","lowest exercise capacity",,"NULL","NULL",,"montreal cognitive assessment","lowest exercise capacity","NULL","NULL","NULL","pValue","p= 0.041",,,1,"projTutoParkinson","2023-12-28"
,"29614659_3_pVal","29614659","lowest exercise capacity",,"NULL","NULL",,"montreal cognitive assessment","lowest exercise capacity","NULL","NULL","NULL","pValue","p= 0.041",,,1,"projTutoParkinson","2023-12-28"
,"29614659_4_pVal","29614659","exercise",,"NULL","NULL",,"cardiorespiratory fitness","cardiorespiratory fitness","NULL","NULL","NULL","pValue","p< 0.05",,,1,"projTutoParkinson","2023-12-28"
,"30862889_1_pVal","30862889","spermidine",,"NULL","NULL",,"aβ42","spermidine","NULL","NULL","NULL","pValue","P< 0.05",,,1,"projTutoParkinson","2023-12-28"
,"30862889_2_pVal","30862889","aβ42",,"NULL","NULL",,"aβ42","aβ42","NULL","NULL","NULL","pValue","P= 0.018",,,1,"projTutoParkinson","2023-12-28"
,"34271401_1_pVal","34271401","social connectedness",,"NULL","NULL",,"social connectedness","social connectedness","NULL","NULL","NULL","pValue","p= 0.008",,,1,"projTutoParkinson","2023-12-28"
,"34271401_2_pVal","34271401","social connectedness",,"NULL","NULL",,"social connectedness","social connectedness","NULL","NULL","NULL","pValue","p= 0.005",,,1,"projTutoParkinson","2023-12-28"
,"34271401_3_pVal","34271401","social connectedness",,"NULL","NULL",,"social connectedness","social connectedness","NULL","NULL","NULL","pValue","p= 0.016",,,1,"projTutoParkinson","2023-12-28"
,,"14579086","regional cerebral blood flow",,"NULL","NULL",,"regional cerebral blood flow","reduction of relative blood flow","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"15579291","elevated plasma viral load",,"NULL","NULL",,"human","elevated plasma viral load","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"15760642","anti",,"NULL","NULL",,"vascular dementia","elevated hs abs titres","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"16160709","methylphenidate",,"NULL","NULL",,"placebo","risk","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"16477259","inflammatory processes",,"NULL","NULL",,"dementia","cardiovascular disease","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"17827413","antiretroviral therapy",,"NULL","NULL",,"cognitive processing speed","cognitive processing speed","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"19554569","levodopa",,"NULL","NULL",,"unified parkinson's disease rating scale","fall risk","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"19897277","male gender",,"NULL","NULL",,"sn hyperechogenicity","sn hyperechogenicity","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"20837822","greater insulin resistance",,"NULL","NULL",,"diabetes","greater insulin resistance","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"21226681","hormone therapies",,"NULL","NULL",,"postmenopausal","central adiposity","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"26940919","atherosclerosis",,"NULL","NULL",,"age","atherosclerosis","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"28388897","brain volume change",,"NULL","NULL",,"diabetes","brain volume change","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"29034421","transient middle cerebral artery occlusion",,"NULL","NULL",,"stroke patient","dementia","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"30826265","hyposmia",,"NULL","NULL",,"idiopathic hyposmia","reduced olfactory sensitivity","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"30874799","treadmill training",,"NULL","NULL",,"treadmill training","falls","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"33644229","serum amyloid a (saa) levels",,"NULL","NULL",,"nc","saa) levels","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"33676572","cholesterol levels",,"NULL","NULL",,"highest 27-oh levels","dementia","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"34093436","aerobic exercise training",,"NULL","NULL",,"supervised treadmill training","plasma ctsb","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"35365783","cp",,"NULL","NULL",,"hypertension","cp","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"36221141","digital detection",,"NULL","NULL",,"older adults","quick dementia rating scale","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
,,"36399891","suboptimal prescribing",,"NULL","NULL",,"older","medicines utilisation","NULL","NULL","NULL","pValue",,,,1,"projTutoParkinson","2023-12-28"
