"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"29130991_3_OR","29130991","higher prelude hb-var",,"NULL","NULL",," ","infection-related mortality,",1.28,"0.93","1.75","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"29227972_2_OR","29227972","10% increase of transferrin saturation",,"NULL","NULL","%"," ","hemoglobin <13 g/dl",0.628,"0.515","0.765","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"29227972_6_OR","29227972","10% increase of transferrin saturation",,"NULL","NULL","%"," ","more severe anemia",0.672,"0.476","0.95","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"29227972_8_OR","29227972","serum hepcidin",,"NULL","NULL",," ","more severe anemia",1.36,"1.115","1.659","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"29227972_7_OR","29227972","10-ng/ml increase of serum hepcidin",,"NULL","NULL","ng/ml"," ","more severe anemia",1.379,"1.173","1.62","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"29296795_3_OR","29296795","baseline who had erythropoietin level","lower than","NULL","NULL","iu/l","other etiologies","response in unknown etiology",3.3,"0.838","13","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"29740119_2_OR","29740119","log-transformed fgf23",,"NULL","NULL",," ","anemia (odds",1.14,"1.04","1.24","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"29740119_6_OR","29740119","fully adjusted multivariable cox models,",,"NULL","NULL",,"first FGF23 quartile.","risk of anemia development",1.66,"1.11","2.47","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"29740119_7_OR","29740119","fourth",,"NULL","NULL",,"first FGF23 quartile.","risk of anemia development",1.84,"1.23","2.76","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"29930419_6_OR","29930419","chronic kidney disease  without anemia",,"NULL","NULL",," ","risk of cardiovascular disease",1.41,"1.13","1.74","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"29930419_4_OR","29930419","diabetic   anemia",,"NULL","NULL",," ","all-cause mortality risk",1.95,"1.5","2.54","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"29930419_5_OR","29930419","anemia and chronic kidney disease",,"NULL","NULL",," ","mortality risk",3.61,"2.48","5.26","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30212968_20_OR","30212968","anemia",,"NULL","NULL",," ","intravesical recurrence",1.17,"0.75","1.82","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30212968_12_OR","30212968","anemia",,"NULL","NULL",," ","1.285-2.300], rfs (hr",1.427,"1.114","1.829","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30212968_16_OR","30212968","the anemia  also proved",,"NULL","NULL",," ","rfs, hr",1.431,"1.117","1.837","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30212968_19_OR","30212968","anemia  also related",,"NULL","NULL",," ","overall survival (hr",1.53,"1.1","2.13","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30212968_18_OR","30212968","that anemia  also related",,"NULL","NULL",," ","rfs (hr",1.57,"1.3","1.9","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30212968_2_OR","30212968","multivariable cox analyses found that anemia",,"NULL","NULL",," ","predictor of cancer specific survival",1.719,"1.285","2.3","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30212968_15_OR","30212968","the anemia  also proved",,"NULL","NULL",," ","1.353-2.287; cancer specific survival, hr",1.726,"1.289","2.311","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30212968_13_OR","30212968","anemia",,"NULL","NULL",," ","and overall survival (hr",1.756,"1.353","2.279","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30212968_14_OR","30212968","the anemia  also proved",,"NULL","NULL",," ","worse outcomes in multivariable cox analysis (overall survival, hr",1.759,"1.353","2.287","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30212968_17_OR","30212968","that anemia  also related",,"NULL","NULL",," ","worse cancer specific survival",2.05,"1.73","2.44","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30281654_2_OR","30281654","chr levels","greater than","28","NULL",,"CHr levels ≤ 28pg)","less likely to be diagnosed as having iron deficiency anaemia",0.18,"0.09","0.37","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30281654_4_OR","30281654","chr",,"NULL","NULL",," ","predicting iron deficiency anaemia",0.76,"0.7","0.82","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30281654_3_OR","30281654","curve of chr",,"NULL","NULL",," ","predicting iron deficiency anaemia",0.81,"0.76","0.87","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30291472_2_OR","30291472","than in the","greater than","11","NULL","g/dl","than in the ≥ 11 g/dL group","risk of renal events",1.26,"1.05","1.51","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30391503_3_OR","30391503","high hba1c but not fasting plasma glucose",,"NULL","NULL",," ","for incident chronic kidney disease",0.85,"0.6","1.2","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30391503_4_OR","30391503","prediabetes by the ada and who criteria",,"NULL","NULL",," ","risk for chronic kidney disease",1.21,"1.12","1.32","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30391503_5_OR","30391503","prediabetes",,"NULL","NULL",," ","risk for chronic kidney disease",1.31,"1.16","1.48","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30391503_6_OR","30391503","'elevated hba1c irrespective of fasting plasma glucose',",,"NULL","NULL",," ","risk  ahr",1.48,"1.36","1.61","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30391503_7_OR","30391503","'elevated hba1c irrespective of fasting plasma glucose',",,"NULL","NULL",," ","risk  ahr",1.51,"1.31","1.74","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30391503_2_OR","30391503","high hba1c but not fasting plasma glucose",,"NULL","NULL",," ","for incident chronic kidney disease",1.91,"1.7","2.16","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30413150_3_OR","30413150","commercially insured chronic kidney disease  but the use of blood trans",,"NULL","NULL",," ","prescribing esas",0.41,"0.4","0.42","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30413150_2_OR","30413150","adjusted probabilities of prescribing esas",,"NULL","NULL",," ","prescribing esas",0.69,"0.67","0.71","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30413150_9_OR","30413150","use of blood trans",,"NULL","NULL",," ","probability of prescribing intravenous iron",1.03,"0.94","1.12","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30413150_8_OR","30413150","probability of prescribing intravenous iron",,"NULL","NULL",," ","probability of prescribing intravenous iron",1.11,"1.03","1.19","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30413150_10_OR","30413150","use of blood trans",,"NULL","NULL",," ","probabilities of prescribing blood transfusion",1.14,"1.06","1.23","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30413150_11_OR","30413150","use of blood trans",,"NULL","NULL",," ","probabilities of prescribing blood transfusion",1.31,"1.22","1.39","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30565819_4_OR","30565819","adjusted hazard ratios",,"NULL","NULL",," ","risk of chronic kidney disease progression",2.23,"1.09","4.57","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30565819_5_OR","30565819","moderate-increasing subgroup and chronic kidney disease progression",,"NULL","NULL",," ","risk of chronic kidney disease progression",3.07,"1.08","8.77","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30578152_4_OR","30578152","darbepoetin",,"NULL","NULL",," ","death from any cause",1.16,"0.69","1.93","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30578152_5_OR","30578152","death from cardiovascular causes",,"NULL","NULL",," ","death from cardiovascular causes",1.21,"0.58","1.93","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30578152_6_OR","30578152","assigned to placebo",,"NULL","NULL",," ","failure. stroke occurred",8.6,"1.1","68.7","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30741617_9_OR","30741617","infectious diseases",,"NULL","NULL",," ","infectious diseases",0.69,"0.24","1.96","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30741617_8_OR","30741617","cardiovascular events",,"NULL","NULL",," ","cardiovascular events",0.77,"0.31","1.92","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30741617_10_OR","30741617","higher hb target group",,"NULL","NULL",," ","transfusion (rr",0.92,"0.42","1.99","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30741617_7_OR","30741617","higher hb target group",,"NULL","NULL",," ","all-cause mortality",1.09,"0.93","1.27","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30741617_6_OR","30741617","higher hb target group",,"NULL","NULL",," ","fistula thrombosis",1.34,"1.15","1.55","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30755495_5_OR","30755495","higher hemoglobin group",,"NULL","NULL",,"than in the lower one.","risk of transfusion",0.59,"0.52","0.67","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30755495_8_OR","30755495","higher hemoglobin group",,"NULL","NULL",,"lower one.","risk of death,",1.08,"0.95","1.22","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30755495_6_OR","30755495","higher hemoglobin group",,"NULL","NULL",," ","all-cause mortality",1.1,"0.98","1.23","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30755495_7_OR","30755495","stroke",,"NULL","NULL",," ","stroke",1.32,"0.82","2.1","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30790278_11_OR","30790278","intravenous iron   oral iron",,"NULL","NULL",," ","cardiovascular death",0.47,"0.33","0.66","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30790278_3_OR","30790278","evidence.intravenous iron   oral iron",,"NULL","NULL",," ","cardiovascular death",0.81,"0.41","1.61","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30790278_4_OR","30790278","number needing blood transfusions",,"NULL","NULL",," ","cardiovascular death",0.86,"0.55","1.34","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30790278_2_OR","30790278","intravenous iron   oral iron",,"NULL","NULL",," ","difference to death",1.12,"0.64","1.94","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30790278_9_OR","30790278","intravenous iron   oral iron",,"NULL","NULL",," ","cardiovascular death",1.71,"0.41","7.18","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30790278_12_OR","30790278","intravenous iron   oral iron",,"NULL","NULL",," ","cardiovascular death",1.71,"1.43","2.04","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"30790278_10_OR","30790278","intravenous iron   oral iron",,"NULL","NULL",," ","numbers of participants,",3.56,"1.88","6.74","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31170159_14_OR","31170159","adjustment for fgf23 levels",,"NULL","NULL",," ","mortality.",0.89,"0.78","1.01","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31170159_15_OR","31170159","stfr,",,"NULL","NULL",," ","stfr and mortality",1.08,"0.96","1.2","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31170159_11_OR","31170159","higher levels of stfr",,"NULL","NULL",," ","risk of death,",1.15,"1.03","1.28","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31170159_17_OR","31170159","fgf23",,"NULL","NULL",," ","mortality",1.15,"1.04","1.27","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31170159_12_OR","31170159","levels  erythropoietin",,"NULL","NULL",," ","risk of death,",1.17,"1.05","1.29","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31170159_16_OR","31170159","levels  erythropoietin",,"NULL","NULL",," ","mortality.",1.1,"0.99","1.22","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31170159_5_OR","31170159","fgf23 levels",,"NULL","NULL",," ","mortality.",1.2,"1.1","1.32","hazard ratio (HR)","P = 0.19",,,1,"ironAnemiaLisa1","2024-03-23"
,"31170159_10_OR","31170159","levels  erythropoietin",,"NULL","NULL",," ","risk of death,",8.2,"7.7","8.8","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31420350_3_OR","31420350","methoxy polyethylene glycol-epoetin beta",,"NULL","NULL",," ","primary end point event",1.03,"0.93","1.15","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31533673_4_OR","31533673","hb level","greater than","17","NULL","g/dl"," ","risk of death",2.085,"1.019","4.264","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31533673_5_OR","31533673","hb","greater than","14","NULL","g/dl"," ","risk of death in advanced chronic kidney disease",4.579,"1.243","16.866","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31587136_5_OR","31587136","mace",,"NULL","NULL",,"no anemia,","mace",1.14,"1.02","1.26","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31587136_3_OR","31587136","any acute hospitalization",,"NULL","NULL",,"no anemia,","acute hospitalizations,",1.74,"1.57","1.93","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31587136_4_OR","31587136","grade 3+ anemia",,"NULL","NULL",,"no anemia,","all-cause death",1.82,"1.7","1.94","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31587136_2_OR","31587136","grade 3+ anemia",,"NULL","NULL",,"no anemia,","incident dialysis",1.91,"1.61","2.26","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31641775_9_OR","31641775","absolute ida in chronic kidney disease",,"NULL","NULL",," ","2-year cardiovascular hospitalization",1.11,"1.05","1.17","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31641775_10_OR","31641775","chronic kidney disease   functional ida",,"NULL","NULL",," ","higher risk of mortality",1.11,"1.07","1.14","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31641775_12_OR","31641775","chronic kidney disease   functional ida",,"NULL","NULL",," ","2-year cardiovascular hospitalization",1.13,"1.07","1.21","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31641775_11_OR","31641775","chronic kidney disease   functional ida",,"NULL","NULL",," ","higher risk of 1-year",1.21,"1.1","1.3","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31641775_8_OR","31641775","absolute ida in chronic kidney disease",,"NULL","NULL",," ","higher risk of 1-year",1.2,"1.12","1.28","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31641775_13_OR","31641775","ferritin","greater than","500","NULL","ng/ml"," ","risk of mortality",1.38,"1.26","1.51","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31686891_2_OR","31686891","rural residence",,"NULL","NULL",," ","prevalence of anemia",2.75,"1.34","5.65","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31769220_6_OR","31769220","diabetes duration",,"NULL","NULL",," ","the anemia.",1.53,"1.04","2.25","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31769220_5_OR","31769220","older age",,"NULL","NULL",," ","the anemia.",2.46,"1.16","5.28","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"31769220_7_OR","31769220","ckd stage iii",,"NULL","NULL",," ","the anemia.",3.63,"0.99","13.32","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32042736_6_OR","32042736","roxadustat",,"NULL","NULL",," ","increase of hb",1.22,"0.95","1.49","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32042736_11_OR","32042736","roxadustat",,"NULL","NULL",,"placebo groups.","aes and saes.",1.25,"0.29","5.35","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32042736_10_OR","32042736","roxadustat",,"NULL","NULL",,"placebo groups.","aes and saes.",1.31,"0.76","2.27","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32042736_9_OR","32042736","roxadustat",,"NULL","NULL",," ","diarrhea",1.54,"0.49","4.79","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32042736_8_OR","32042736","total iron binding capacity [standard",,"NULL","NULL",," ","hb response",1.59,"1.17","2.01","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32042736_7_OR","32042736","roxadustat",,"NULL","NULL",," ","hb response",27.74,"10.18","75.62","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32356137_5_OR","32356137","covariates, anemia",,"NULL","NULL",," ","1-year events",1.136,"1.025","1.259","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32356137_4_OR","32356137","covariates, anemia",,"NULL","NULL",," ","increase of 1-year mortality",1.278,"1.114","1.465","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32390704_9_OR","32390704","glomerular filtration rate (ckd epi cystatin c)",,"NULL","NULL",," ","mortality",0.99,"0.98","0.99","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32390704_10_OR","32390704","packed red blood cell transfusion",,"NULL","NULL",," ","mortality",1.05,"1.03","1.08","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32390704_8_OR","32390704","hepatocellular carcinoma",,"NULL","NULL",," ","mortality",1.58,"1.15","2.26","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32390704_7_OR","32390704","serum ferritin","lower than","NULL","NULL","µg/l"," ","mortality",1.62,"1.12","2.35","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32390704_6_OR","32390704","transferrin saturation","greater than","75","NULL","%"," ","mortality",1.73,"1.14","2.63","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32514715_3_OR","32514715","use of hemoglobin",,"NULL","NULL",," ","hypomagnesemia.",0.634,"0.505","0.795","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32514715_4_OR","32514715","proton-pump inhibitor",,"NULL","NULL",," ","hypomagnesemia.",2.67,"1.113","6.318","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561312_12_OR","32561312","diabetes",,"NULL","NULL",," ","mortality risk",1.69,"1.2","2.39","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561312_10_OR","32561312","in anemia only,",,"NULL","NULL",," ","for mortality",1.75,"1.3","2.35","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561312_16_OR","32561312","diabetes",,"NULL","NULL",," ","mortality risk",1.94,"1.23","3.08","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561312_14_OR","32561312","diabetes",,"NULL","NULL",," ","mortality risk",2.1,"1.38","3.2","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561312_13_OR","32561312","chronic kidney disease only:",,"NULL","NULL",," ","mortality risk",2.68,"1.59","4.52","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561312_11_OR","32561312","chronic kidney disease and anemia",,"NULL","NULL",," ","for mortality",2.69,"1.91","3.78","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561312_18_OR","32561312","both chronic kidney disease",,"NULL","NULL",," ","mortality risk",2.72,"1.58","4.69","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561312_15_OR","32561312","anemia only:",,"NULL","NULL",," ","mortality risk",2.73,"1.83","4.07","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561312_17_OR","32561312","both chronic kidney disease and anemia:",,"NULL","NULL",," ","mortality risk",4.44,"2.88","6.85","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_11_OR","32561478","enarodustat,",,"NULL","NULL",,"the placebo,","all-cause mortality",0.33,"0.01","16.25","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_12_OR","32561478","desidustat,",,"NULL","NULL",,"the placebo,","all-cause mortality",0.34,"0.01","17","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_9_OR","32561478","(molidustat",,"NULL","NULL",,"placebo,","all-cause mortality",0.39,"0.06","2.59","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_10_OR","32561478","roxadustat,",,"NULL","NULL",,"the placebo,","all-cause mortality",0.4,"0.06","2.84","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_14_OR","32561478","daprodustat,",,"NULL","NULL",,"the placebo,","all-cause mortality",0.54,"0.09","3.31","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_13_OR","32561478","epoetin,",,"NULL","NULL",,"the placebo,","all-cause mortality",0.5,"0.18","1.42","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_15_OR","32561478","darbepoetin,",,"NULL","NULL",,"the placebo,","all-cause mortality",1.03,"0.65","1.65","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_16_OR","32561478","vadadustat,",,"NULL","NULL",,"placebo,","all-cause mortality",1.43,"0.15","13.27","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_8_OR","32561478","daprodustat,",,"NULL","NULL",,"placebo,","hb levels,",1.55,"0.74","2.36","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_7_OR","32561478","vadadustat,",,"NULL","NULL",,"placebo,","hb levels,",1.61,"0.99","2.22","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_6_OR","32561478","the other drugs",,"NULL","NULL",,"placebo,","hb levels,",1.63,"0.69","2.56","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_5_OR","32561478","the other drugs",,"NULL","NULL",,"placebo,","hb levels,",1.66,"0.89","2.44","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_4_OR","32561478","molidustat,",,"NULL","NULL",,"placebo,","hb levels,",1.68,"0.64","2.72","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_3_OR","32561478","enarodustat,",,"NULL","NULL",,"placebo,","hb levels,",1.81,"0.87","2.75","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32561478_2_OR","32561478","desidustat,",,"NULL","NULL",,"placebo,","hb levels,",2.46,"0.93","3.99","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32687544_2_OR","32687544","diagnoses of chronic kidney disease stage g3b",,"NULL","NULL",," ","increased prevalence of anemia.",2.32,"2.09","2.58","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32687544_3_OR","32687544","diagnoses of chronic kidney disease stage g3b",,"NULL","NULL",," ","increased prevalence of anemia.",5.5,"4.8","6.31","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32687544_4_OR","32687544","diagnoses of chronic kidney disease stage g3b",,"NULL","NULL",," ","increased prevalence of anemia.",9.75,"8.13","11.7","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32695504_1_OR","32695504","systolic blood pressure",,"NULL","NULL",," ","long-term mortality",0.99,"0.98","1","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32699623_2_OR","32699623","1 g/dl higher hgb",,"NULL","NULL","g/dl"," ","first-year at hemodialysis mortality",0.89,"0.81","0.97","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32699623_1_OR","32699623","month 1 hgb",,"NULL","NULL",," ","first-year at hemodialysis mortality",1,"0.89","95","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32759563_1_OR","32759563","iron dysregulation for erythropoiesis.",,"NULL","NULL",," ","higher risks of cardiovascular disease",4.45,"NULL","NULL","hazard ratio (HR)","p < 0.001",,,1,"ironAnemiaLisa1","2024-03-23"
,"32759563_2_OR","32759563","iron dysregulation for erythropoiesis.",,"NULL","NULL",," ","all-cause mortality",5.8,"NULL","NULL","hazard ratio (HR)","p < 0.001",,,1,"ironAnemiaLisa1","2024-03-23"
,"32866960_8_OR","32866960","hif-phis",,"NULL","NULL",," ","aes and saes.",1.06,"0.99","1.15","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32866960_9_OR","32866960","hif-phis",,"NULL","NULL",," ","serious adverse events (saes)",1.14,"0.88","1.46","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32866960_4_OR","32866960","(weighted mean difference",,"NULL","NULL",," ","level of hemoglobin (hb)",1.4,"0.96","1.84","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32866960_6_OR","32866960","total iron-binding capacity",,"NULL","NULL",," ","aes",42.94,"31.39","54.49","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32866960_5_OR","32866960","hif-phis",,"NULL","NULL",," ","response rate of hb",5.95,"3.95","8.96","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32869703_3_OR","32869703","hif-phis treatment",,"NULL","NULL",,"placebo group","on hb cfb",0.69,"0.36","1.02","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32869703_6_OR","32869703","hif-phis",,"NULL","NULL",," ","diarrhea",1.75,"1.06","2.92","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32869703_5_OR","32869703","hif-phis",,"NULL","NULL",," ","risk of nausea",2.2,"1.06","4.53","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32982460_2_OR","32982460","chronic kidney disease stage 5",,"NULL","NULL",,"to   CKD stage 3a.","any anemia",5.42,"5.09","5.77","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32993549_3_OR","32993549","gdf-15",,"NULL","NULL",," ","iron deficiency anaemia",1.0003,"1.0001","1.0005","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"32993549_4_OR","32993549","hepcidin",,"NULL","NULL",," ","iron deficiency anaemia",1.003,"1.0004","1.0055","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"33026571_5_OR","33026571","hif-phi",,"NULL","NULL",,"placebo group","increase adverse events significantly",0.98,"0.88","1.1","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
