"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","exp2","adjustment","fromCode","projectName","uploadDate"
,"32686638_4_OR","32686638","depression",,"NULL","NULL",,,"cfs",1.77,1.61,1.95,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32686638_3_OR","32686638","sleep disorders",,"NULL","NULL",,,"chronic fatigue syndrome",1.88,1.66,2.12,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32686638_1_oddsratio","32686638","cancer",,"NULL","NULL",,,"chronic fatigue syndrome",2.57,2.24,2.95,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"33139869_1_oddsratio","33139869","sexual activity",,"NULL","NULL",,,"age",0.58,0.43,0.82,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"33139869_3_OR","33139869","sexual dysfunction",,"NULL","NULL",,,"chronic fatigue",28.6,6.9,118.9,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33583078_7_OR","33583078","eczema",,"NULL","NULL",,,"endometriosis",0.68,0.44,1.04,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33583078_4_OR","33583078","asthma",,"NULL","NULL",,,"endometriosis",1.35,0.97,1.88,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33583078_6_OR","33583078","previous mononucleosis",,"NULL","NULL",,,"endometriosis",1.75,1.14,2.68,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33583078_3_OR","33583078","allergies",,"NULL","NULL",,,"endometriosis",1.76,1.32,2.36,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33583078_1_oddsratios","33583078","autoimmune",,"NULL","NULL",,,"endometriosis",1.87,0.92,3.8,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"33583078_5_OR","33583078","chronic fatigue syndrome",,"NULL","NULL",,,"endometriosis",5.81,1.89,17.9,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33586480_5_OR","33586480","parent",,"NULL","NULL",,,"mental health symptoms",1.09,1.05,1.13,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33586480_4_OR","33586480","parent",,"NULL","NULL",,,"anxiety and depression",1.1,1.05,1.13,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33586480_1_oddsratio","33586480","parent",,"NULL","NULL",,,"anxiety and depression",1.1,1.06,1.14,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"33586480_3_OR","33586480","depression",,"NULL","NULL",,,"parent",1.26,1.11,1.43,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33631632_1_RR","33631632","chronic fatigue syndrome",,"NULL","NULL",,,"suicidality",7.5,2.4,23.1,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"33631632_2_RR","33631632","chronic fatigue syndrome",,"NULL","NULL",,,"suicidality",7.6,2.2,26,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"33743724_1_OR","33743724","lower plasma creatine",,"NULL","NULL",,,"low muscle mass",2,1.05,4.14,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33743724_2_OR","33743724","low protein intake",,"NULL","NULL",,,"low muscle mass",2.13,1.17,4.27,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33743724_3_OR","33743724","lower plasma creatine",,"NULL","NULL",,,"low muscle mass",3.13,1.46,8.02,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33824394_1_HR","33824394","peptic ulcer disease",,"NULL","NULL",,,"chronic fatigue syndrome",2.01,1.75,2.3,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"33948602_3_OR","33948602","chest pain",,"NULL","NULL",,,"alopecia",1.27,1.09,1.48,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33948602_5_OR","33948602","chronic fatigue syndrome",,"NULL","NULL",,,"shortness of breath",1.41,1.22,1.64,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33948602_6_OR","33948602","pneumonia",,"NULL","NULL",,,"alopecia",1.66,1.28,2.16,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33948602_1_OR","33948602","gender",,"NULL","NULL",,,"anosmia and dysgeusia",2.6,1.94,3.46,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"33948602_2_OR","33948602","alopecia",,"NULL","NULL",,,"dysgeusia",3.09,2.53,3.76,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34091377_1_RR","34091377","self",,"NULL","NULL",,,"withdrawals from treatment",0.62,0.32,1.17,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"34091377_2_RR","34091377","self",,"NULL","NULL",,,"withdrawals from treatment",1.21,0.86,1.69,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"34091377_3_RR","34091377","self",,"NULL","NULL",,,"drop-outs",1.51,1.03,2.22,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"34194368_3_RR","34194368","comorbid autism",,"NULL","NULL",,,"depression",2.02,1.39,2.92,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"34194368_1_RR","34194368","comorbid depression",,"NULL","NULL",,,"sexes",2.49,2.4,83.3,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"34194368_5_RR","34194368","comorbid chronic fatigue syndrome",,"NULL","NULL",,,"insomnia",2.66,2.44,2.89,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"34194368_2_RR","34194368","comorbid schizophrenia",,"NULL","NULL",,,"depression",3.37,2.61,4.35,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"34194368_6_RR","34194368","comorbid fibromyalgia",,"NULL","NULL",,,"insomnia",4.35,2.96,6.39,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"34194368_4_RR","34194368","comorbid eating disorder",,"NULL","NULL",,,"insomnia",4.51,3.87,5.27,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"34201087_1_OR","34201087","age 40 to",,"NULL","NULL",,,"fatigue",2.5,1.05,6.05,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34351016_1_OR","34351016","female sex",,"NULL","NULL",,,"persistent symptoms",1.83,1.55,2.17,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34495975_4_OR","34495975","hospital",,"NULL","NULL",,,"infection",1.45,1.1,1.93,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34495975_3_OR","34495975","hospital",,"NULL","NULL",,,"infection",1.56,1.33,1.83,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34495975_1_oddsratio","34495975","hospital",,"NULL","NULL",,,"later hpv centre referral",2.75,1.72,4.4,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"34524725_4_HR","34524725","synthetic mesh slings",,"NULL","NULL",,,"autoimmune disease",0.89,0.79,1.01,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"34565368_3_OR","34565368","chest pain",,"NULL","NULL",,,"alopecia",1.27,1.09,1.48,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34565368_5_OR","34565368","diabetes mellitus",,"NULL","NULL",,,"shortness of breath",1.41,1.22,1.64,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34565368_6_OR","34565368","pneumonia",,"NULL","NULL",,,"shortness of breath",1.66,1.28,2.16,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34565368_1_OR","34565368","non",,"NULL","NULL",,,"anosmia and dysgeusia",2.6,1.94,3.46,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34565368_2_OR","34565368","alopecia",,"NULL","NULL",,,"anosmia and dysgeusia",3.09,2.53,3.76,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34665319_2_OR","34665319","self",,"NULL","NULL",,,"sarcoidosis",2.7,1.1,6.4,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34665319_4_OR","34665319","sarcoidosis",,"NULL","NULL",,,"developing lymphoma",2.9,1.1,7.3,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34665319_1_OR","34665319","african",,"NULL","NULL",,,"sarcoidosis",3.9,1.6,9.6,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34665319_3_OR","34665319","sarcoidosis",,"NULL","NULL",,,"developing lymphoma",4,1.1,14.5,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34679267_3_OR","34679267","giardia lamblia",,"NULL","NULL",,,"fibromyalgia",1.05,0.57,1.95,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34679267_1_oddsratio","34679267","ardia exposed",,"NULL","NULL",,,"fibromyalgia",2.91,1.72,4.91,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"34697347_1_OR","34697347","multi",,"NULL","NULL",,,"severe fatigue",1.6,1.5,1.7,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34724201_6_OR","34724201","central nervous system diagnosis",,"NULL","NULL",,,"cf",1.74,1.17,2.6,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34724201_1_oddsratio","34724201","female gender",,"NULL","NULL",,,"cf",2.13,1.73,2.62,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"34724201_3_OR","34724201","unemployment",,"NULL","NULL",,,"cf",2.18,1.67,2.85,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34804182_1_OR","34804182","acupuncture",,"NULL","NULL",,,"chronic fatigue syndrome",4.58,2.85,7.35,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34804182_2_OR","34804182","drugs",,"NULL","NULL",,,"chronic fatigue syndrome",6.36,3.48,11.59,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34820338_4_HR","34820338","diabetes",,"NULL","NULL",,,"upper gastrointestinal cancer",1.38,1.06,1.81,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"34820338_7_HR","34820338","psoriasis",,"NULL","NULL",,,"upper gastrointestinal cancer",1.53,1.08,2.17,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"34820338_5_HR","34820338","hiatus hernia",,"NULL","NULL",,,"upper gastrointestinal cancer",1.69,1.16,2.45,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"34820338_11_HR","34820338","glaucoma",,"NULL","NULL",,,"upper gastrointestinal cancer",2.06,1.16,3.67,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"34820338_3_HR","34820338","bronchiectasis",,"NULL","NULL",,,"upper gastrointestinal cancer",2.72,1.01,7.31,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"34820338_10_HR","34820338","chronic fatigue syndrome",,"NULL","NULL",,,"upper gastrointestinal cancer",3.36,1.25,9.03,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"34820338_9_HR","34820338","esophagus",,"NULL","NULL",,,"upper gastrointestinal cancer",3.37,1.39,8.14,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"34820338_6_HR","34820338","alcohol addiction",,"NULL","NULL",,,"upper gastrointestinal cancer",3.86,1.6,9.37,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"34820338_1_Ratio-HR","34820338","alcohol addiction",,"NULL","NULL",,,"upper gastrointestinal cancer",4.11,2.01,8.43,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"34820338_12_HR","34820338","multiple sclerosis",,"NULL","NULL",,,"upper gastrointestinal cancer",4.6,1.71,12.34,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"34820338_2_HR","34820338","barrett's oesophagus",,"NULL","NULL",,,"upper gastrointestinal cancer",5.68,3.36,9.58,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"34820338_14_HR","34820338","pernicious anaemia",,"NULL","NULL",,,"cancer",6.93,3.42,14.03,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"34820338_8_HR","34820338","alcohol addiction",,"NULL","NULL",,,"upper gastrointestinal cancer",8.86,1.2,65.14,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"34842913_1_oddsratio","34842913","women reporting severe pp",,"NULL","NULL",,,"limitations",3.33,1.1,10.1,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"34842913_3_OR","34842913","pelvic pain",,"NULL","NULL",,,"limitations",7.99,2.86,22.34,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34921556_4_OR","34921556","migraine",,"NULL","NULL",,,"chronic fatigue syndrome",1.48,1.11,1.96,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34921556_2_OR","34921556","irritable bowel syndrome",,"NULL","NULL",,,"fibromyalgia",1.63,1.18,2.26,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34921556_3_OR","34921556","chronic fatigue syndrome",,"NULL","NULL",,,"fibromyalgia",1.72,1.06,2.78,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"34921556_1_OR","34921556","fibromyalgia",,"NULL","NULL",,,"chronic fatigue syndrome",2.26,1.64,3.11,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"35189895_1_hazardratio","35189895","mycobacterium tuberculosis infection",,"NULL","NULL",,,"chronic fatigue syndrome",1.23,1.03,1.47,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"35189895_3_HR","35189895","mycobacterium tuberculosis infection",,"NULL","NULL",,,"chronic fatigue syndrome",1.27,1.02,1.58,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"35189895_4_HR","35189895","mycobacterium tuberculosis infection",,"NULL","NULL",,,"chronic fatigue syndrome",2.5,1.86,3.38,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"35226237_2_OR","35226237","poor body image",,"NULL","NULL",,,"breast cancer",0.99,0.99,95,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"35226237_1_OR","35226237","treatment with aromatase inhibitor",,"NULL","NULL",,,"breast cancer",1.73,1.23,2.43,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"35320297_2_HR","35320297","lyme",,"NULL","NULL",,,"fatigue",16.95,5.17,55.6,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"35557616_1_OR","35557616","abrupt neuropsychiatric deterioration",,"NULL","NULL",,,"comorbid joint hypermobility",3.3,1.4,7.6,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"35758380_2_OR","35758380","depression",,"NULL","NULL",,,"recovery",26.62,3.56,198.85,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"35758380_1_OR","35758380","stigma",,"NULL","NULL",,,"depression",8.66,1.96,38.23,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"35875038_5_OR","35875038","stressful life events",,"NULL","NULL",,,"chronic fatigue",0.62,0.46,0.85,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"35875038_4_OR","35875038","debt",,"NULL","NULL",,,"chronic fatigue",1.75,1.4,2.17,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"35875038_2_OR","35875038","work stress",,"NULL","NULL",,,"chronic fatigue",1.76,1.45,2.13,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"35875038_3_OR","35875038","work stress",,"NULL","NULL",,,"chronic fatigue",1.95,1.58,2.4,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"35875038_1_OR","35875038","negative life events",,"NULL","NULL",,,"chronic fatigue",2.06,1.69,2.51,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"35959390_2_HR","35959390","mood disturbance",,"NULL","NULL",,,"chronic fatigue syndrome",0.36,0.3,0.42,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"35959390_1_HR","35959390","overall illness severity",,"NULL","NULL",,,"chronic fatigue syndrome",0.39,0.34,0.46,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"35959390_3_OR","35959390","overall illness severity",,"NULL","NULL",,,"chronic fatigue syndrome",2.24,1.71,2.94,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36016376_4_OR","36016376","dyspnea",,"NULL","NULL",,,"long",1.31,1.02,1.69,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36016376_5_OR","36016376","female gender",,"NULL","NULL",,,"long-covid syndrome",1.48,1.14,1.92,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36016376_1_oddsratio","36016376","female gender",,"NULL","NULL",,,"long-covid syndrome",1.48,1.19,1.84,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"36016376_3_OR","36016376","severe covid",,"NULL","NULL",,,"long",1.56,1,2.42,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36061488_3_OR","36061488","dizziness",,"NULL","NULL",,,"cervicogenic headache",6.5,2.42,17.4,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36078910_1_oddsratio","36078910","bmi",,"NULL","NULL",,,"severe course",1.06,1.02,1.1,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"36078910_3_OR","36078910","bmi",,"NULL","NULL",,,"severe course",1.74,1.07,2.81,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36078910_4_OR","36078910","bmi",,"NULL","NULL",,,"joint pain",1.9,1.23,2.95,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36249791_1_RR","36249791","natural killer cell levels",,"NULL","NULL",,,"chronic fatigue syndrome",1.41,1.33,1.49,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"36286709_2_OR","36286709","anxiety",,"NULL","NULL",,,"chronic fatigue",0.162,0.032,0.809,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36292229_2_OR","36292229","diagnostic delay",,"NULL","NULL",,,"disease progression",0.98,0.964,0.996,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36292229_1_OR","36292229","older age",,"NULL","NULL",,,"disease onset",1.06,1.007,1.11,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36323461_2_OR","36323461","infections",,"NULL","NULL",,,"bodily distress syndrome",1.41,1.06,1.88,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36323461_3_OR","36323461","infections",,"NULL","NULL",,,"bodily distress syndrome",1.47,1.13,1.9,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36323461_4_OR","36323461","infections",,"NULL","NULL",,,"bodily distress syndrome",1.62,1.34,1.96,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36323461_1_OR","36323461","bacterial but not viral infections",,"NULL","NULL",,,"bodily distress syndrome",1.69,1.46,1.96,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36366465_1_OR","36366465","increasing oxygen support",,"NULL","NULL",,,"long covid symptoms",1.4,1.1,1.8,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36366465_3_OR","36366465","female sex",,"NULL","NULL",,,"long covid symptoms",1.8,1.1,2.9,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36366465_2_OR","36366465","increasing oxygen support",,"NULL","NULL",,,"long covid symptoms",6.4,1.5,28,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36497810_3_HR","36497810","post",,"NULL","NULL",,,"fatigue",1.69,0.89,3.2,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"36620918_10_OR","36620918","sex",,"NULL","NULL",,,"fatigue",1.87,1.01,3.51,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36620918_5_OR","36620918","sex",,"NULL","NULL",,,"persistent fatigue",1.95,1.03,3.71,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36620918_3_OR","36620918","sex",,"NULL","NULL",,,"persistent fatigue",1.95,1.06,3.61,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36620918_6_OR","36620918","sex",,"NULL","NULL",,,"fatigue",1.97,1.03,3.78,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36620918_4_OR","36620918","sex",,"NULL","NULL",,,"fatigue",2.17,1.23,3.81,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36620918_1_oddsratio","36620918","chronic fatigue",,"NULL","NULL",,,"persistent fatigue",2.31,1.13,4.73,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"36620918_8_OR","36620918","sex",,"NULL","NULL",,,"fatigue",2.59,1.45,4.6,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36620918_7_OR","36620918","sex",,"NULL","NULL",,,"fatigue",2.76,1.05,7.27,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36620918_9_OR","36620918","sex",,"NULL","NULL",,,"fatigue",2.97,1.02,8.64,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36774379_2_HR","36774379","acute infectious mononucleosis",,"NULL","NULL",,,"severe fatigue",1.77,0.87,3.61,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"36801431_1_OR","36801431","proton pump inhibitors",,"NULL","NULL",,,"severe fatigue",2.05,1.48,2.84,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36849638_7_OR","36849638","chronic fatigue symptoms",,"NULL","NULL",,,"burnout",1.18,1.02,1.37,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36849638_9_OR","36849638","job stress",,"NULL","NULL",,,"burnout",1.21,1.06,1.38,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36849638_8_OR","36849638","average contact hours",,"NULL","NULL",,,"burnout",1.34,1.17,1.54,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36849638_6_OR","36849638","younger age group",,"NULL","NULL",,,"burnout",1.45,1.22,1.72,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36849638_5_OR","36849638","post",,"NULL","NULL",,,"burnout",1.47,1.08,2.01,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36849638_4_OR","36849638","post",,"NULL","NULL",,,"burnout",1.71,1.46,2.01,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36849638_3_OR","36849638","chronic fatigue symptoms",,"NULL","NULL",,,"burnout",2.03,1.14,3.6,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36849638_2_OR","36849638","female group",,"NULL","NULL",,,"burnout",2.05,1.46,2.86,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"36849638_1_OR","36849638","chronic fatigue symptoms",,"NULL","NULL",,,"burnout",3.94,2.8,5.56,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37185080_1_OR","37185080","age",,"NULL","NULL",,,"chronic fatigue",3.13,2.52,3.89,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37246366_2_RR","37246366","headache",,"NULL","NULL",,,"headache",1.51,1.17,1.9,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37246366_3_RR","37246366","sars",,"NULL","NULL",,,"headache",2.02,1.53,2.65,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37291581_1_OR","37291581","pacing adherence assessed by the engagement in pacing subscale (eps). recovery",,"NULL","NULL",,,"return to work",40.43,6.22,262.6,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37457578_2_OR","37457578","pre",,"NULL","NULL",,,"fatigue",1.73,1.06,2.95,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37457578_1_OR","37457578","pre",,"NULL","NULL",,,"fatigue",2.21,1.09,4.49,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37485509_1_OR","37485509","genus paraprevotella",,"NULL","NULL",,,"me/cfs risk",1.001,1,1.003,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37485509_2_OR","37485509","paraprevotella",,"NULL","NULL",,,"me/cfs risk",1.003,1,1.005,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37620254_4_OR","37620254","worse sf",,"NULL","NULL",,,"reaching the mcid",0.96,0.94,0.98,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37620254_3_OR","37620254","pain",,"NULL","NULL",,,"reaching the mcid",0.97,0.95,0.99,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37620254_1_oddsratio","37620254","pain",,"NULL","NULL",,,"reaching the mcid",0.97,0.96,0.99,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37620254_2_OR","37620254","pain",,"NULL","NULL",,,"reaching the mcid",0.98,0.97,1,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37887685_3_RR","37887685","cwp",,"NULL","NULL",,,"whiplash-associated disorder",1.28,0.83,1.98,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37887685_1_RR","37887685","multi-organ fsd",,"NULL","NULL",,,"whiplash-associated disorder",1.51,1.22,1.87,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37887685_9_RR","37887685","health anxiety",,"NULL","NULL",,,"emotional distress",1.65,1.1,2.46,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37887685_8_RR","37887685","emotional distress",,"NULL","NULL",,,"health anxiety",1.75,1.21,2.54,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37887685_5_RR","37887685","chronic fatigue",,"NULL","NULL",,,"whiplash",1.81,1.42,2.32,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37887685_4_RR","37887685","rr",,"NULL","NULL",,,"whiplash-associated disorder",2,1.3,3.07,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37887685_6_RR","37887685","wad",,"NULL","NULL",,,"whiplash",2.62,1.37,5.03,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37887685_7_RR","37887685","mcs",,"NULL","NULL",,,"whiplash",3.04,1.79,5.17,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37887685_2_RR","37887685","multi-organ fsd",,"NULL","NULL",,,"whiplash-associated disorder",3.51,1.89,6.49,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37922688_8_OR","37922688","obesity",,"NULL","NULL",,,"cf",0.95,0.92,0.98,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37922688_10_OR","37922688","obesity",,"NULL","NULL",,,"cf",0.98,0.97,0.99,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37922688_9_OR","37922688","helplessness",,"NULL","NULL",,,"cf",1.13,1.08,1.19,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37922688_7_OR","37922688","pain",,"NULL","NULL",,,"cf",1.49,1.33,1.66,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37922688_5_OR","37922688","clinical anxiety",,"NULL","NULL",,,"cf",1.55,1.1,2.19,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
