"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","exp2","adjustment","fromCode","projectName"
,"32591250_2","32591250","low serum iron levels",,"NULL","NULL",,,"cardiovascular disease",0.15,0.03,0.69,"odd ratio (OR)",,,1,"ckdIron"
,"32621487_1","32621487","severe anemia",,"NULL","NULL",,,"mortality",2.57,1.49,4.45,"hazard ratio (HR)",,,1,"ckdIron"
,"32621487_2","32621487","anemia of chronic diseases",,"NULL","NULL",,,"anemia",4.71,2.91,7.62,"hazard ratio (HR)",,,1,"ckdIron"
,"32621487_3","32621487","iron deficiency",,"NULL","NULL",,,"mortality",2.65,1.08,7.78,"hazard ratio (HR)",,,1,"ckdIron"
,"32621487_4","32621487","elevated iron concentrations",,"NULL","NULL",,,"",2.83,2.1,3.82,"hazard ratio (HR)",,,1,"ckdIron"
,"32645077_1","32645077","serum ferritin level",,"NULL","NULL",,,"answer: macrophage activation syndrome",1.971,0.002,95,"odd ratio (OR)",,,1,"ckdIron"
,"32645077_2","32645077",,,"NULL","NULL",,,,2.155,0.007,95,"odd ratio (OR)",,,1,"ckdIron"
,"32652822_1","32652822","heart failure with reduced ejection fraction",,"NULL","NULL",,,"death",4.49,1.43,14.05,"odd ratio (OR)",,,1,"ckdIron"
,"32672844_1","32672844","age",,"NULL","NULL",,,"mortality",1.06,1.04,1.08,"odd ratio (OR)",,,1,"ckdIron"
,"32672844_2","32672844","age",,"NULL","NULL",,,"age",1.07,1.04,1.11,"odd ratio (OR)",,,1,"ckdIron"
,"32672844_3","32672844","serum ferritin level",,"NULL","NULL",,,"mortality",1.99,1.08,3.66,"odd ratio (OR)",,,1,"ckdIron"
,"32672844_4","32672844","c reactive protein",,"NULL","NULL",,,"",2.42,1.36,4.33,"odd ratio (OR)",,,1,"ckdIron"
,"32672844_5","32672844","elevated d dimers at the time of presentation",,"NULL","NULL",,,"",3.79,2.21,6.5,"odd ratio (OR)",,,1,"ckdIron"
,"32674239_1","32674239","dietary heme iron intake",,"NULL","NULL",,,"",1.19,1.01,1.39,"relative risk (RR)",,,1,"ckdIron"
,"32674239_2","32674239","dietary heme iron intake",,"NULL","NULL",,,"coronary heart disease",1.25,1.17,1.33,"relative risk (RR)",,,1,"ckdIron"
,"32677905_1","32677905","overhydration",,"NULL","NULL",,,"mortality",7.01,1.77,27.79,"odd ratio (OR)",,,1,"ckdIron"
,"32677905_2","32677905","overhydrationg",,"NULL","NULL",,,"prealbumin",0.91,0.83,0.99,"odd ratio (OR)",,,1,"ckdIron"
,"32677905_3","32677905","overhydration",,"NULL","NULL",,,"subjective global assessment",3.52,1.08,11.46,"odd ratio (OR)",,,1,"ckdIron"
,"32677905_4","32677905","sarcopenia",,"NULL","NULL",,,"sarcopenia",3.41,1.02,11.32,"odd ratio (OR)",,,1,"ckdIron"
,"32677905_5","32677905","exposureliased as a risk factor related risk factor",,"NULL","NULL",,,"",2.37,1.02,5.55,"hazard ratio (HR)",,,1,"ckdIron"
,"32677905_6","32677905","albumin",,"NULL","NULL",,,"",0.17,0.06,0.46,"hazard ratio (HR)",,,1,"ckdIron"
,"32677905_7","32677905","prealbumin",,"NULL","NULL",,,"",0.86,0.8,0.92,"hazard ratio (HR)",,,1,"ckdIron"
,"32677905_8","32677905",,,"NULL","NULL",,,,2.31,1.26,8.71,"hazard ratio (HR)",,,1,"ckdIron"
,"32677905_9","32677905",,,"NULL","NULL",,,,2.72,1.11,6.63,"hazard ratio (HR)",,,1,"ckdIron"
,"32691389_1","32691389","iron supplementation",,"NULL","NULL",,,"blood transfusion rate",0.92,0.6,1.41,"odd ratio (OR)",,,1,"ckdIron"
,"32691389_2","32691389","iron supplements",,"NULL","NULL",,,"reduction in blood transfusion volume",0.68,0.49,0.95,"odd ratio (OR)",,,1,"ckdIron"
,"32719045_1","32719045","diagnostic factor that is associated with the hr: 1.8",,"NULL","NULL",,,"",1.8,1.2,2.7,"hazard ratio (HR)",,,1,"ckdIron"
,"32719045_2","32719045","mortality",,"NULL","NULL",,,"",0.35,0.19,0.65,"hazard ratio (HR)",,,1,"ckdIron"
,"32719045_3","32719045","high dose methylprednisolone",,"NULL","NULL",,,"invasive mechanical ventilation",0.29,0.14,0.65,"hazard ratio (HR)",,,1,"ckdIron"
,"32843482_1","32843482","cardiovascular hospitalisation",,"NULL","NULL",,,"cardiovascular hospitalisation",0.35,0.12,0.99,"odd ratio (OR)",,,1,"ckdIron"
,"32843482_2","32843482",,,"NULL","NULL",,,,0.59,0.33,1.06,"odd ratio (OR)",,,1,"ckdIron"
,"32843482_3","32843482","iron therapy",,"NULL","NULL",,,"",0.8,0.39,1.63,"odd ratio (OR)",,,1,"ckdIron"
,"32844958_1","32844958","mis c",,"NULL","NULL",,,"death",10.98,1.2,100.86,"odd ratio (OR)",,,1,"ckdIron"
,"32844958_2","32844958","hypoxemia",,"NULL","NULL",,,"",16.85,1.34,211.8,"odd ratio (OR)",,,1,"ckdIron"
,"32844958_3","32844958","covid 19 and mis c had a severe clinical spectrum",,"NULL","NULL",,,"",58,6.39,526.79,"odd ratio (OR)",,,1,"ckdIron"
,"32859304_1","32859304",,,"NULL","NULL",,,,2.3,1.11,4.85,"hazard ratio (HR)",,,1,"ckdIron"
,"32871616_1","32871616",,,"NULL","NULL",,,,1.22,0.65,2.28,"hazard ratio (HR)",,,1,"ckdIron"
,"32871616_2","32871616","anaemia",,"NULL","NULL",,,"disease free survival",1.08,0.61,1.92,"hazard ratio (HR)",,,1,"ckdIron"
,"32871616_3","32871616","intravenous iron therapy and survival after colorectal cancer",,"NULL","NULL",,,"risk for overall survival after colorectal cancer surgery",3.38,1.07,11.56,"hazard ratio (HR)",,,1,"ckdIron"
,"33034573_1","33034573","odd ratio",,"NULL","NULL",,,"",12.613,3.092,51.451,"odd ratio (OR)",,,1,"ckdIron"
,"33034573_2","33034573","increasing leukocyte count",,"NULL","NULL",,,"higher likelihood of developing a certain medical condition",1.327,1.145,1.538,"odd ratio (OR)",,,1,"ckdIron"
,"33034573_3","33034573","c reactive protein level",,"NULL","NULL",,,"",1.01,1.002,1.018,"odd ratio (OR)",,,1,"ckdIron"
,"33034573_4","33034573","odd ratio",,"NULL","NULL",,,"ferritin levels in non survivor",1.005,1.003,1.007,"odd ratio (OR)",,,1,"ckdIron"
,"33228547_1","33228547","leukocyte count",,"NULL","NULL",,,"",2.665,1.39,5.12,"hazard ratio (HR)",,,1,"ckdIron"
,"33228547_2","33228547",,,"NULL","NULL",,,,8.396,2.02,34.96,"hazard ratio (HR)",,,1,"ckdIron"
,"33228547_3","33228547","serum calcium",,"NULL","NULL",,,"",4.102,1.35,12.46,"hazard ratio (HR)",,,1,"ckdIron"
,"33228547_4","33228547","serum protein",,"NULL","NULL",,,"prognosis of survival time",4.63,2.07,10.34,"hazard ratio (HR)",,,1,"ckdIron"
,"33228547_5","33228547","chronic obstructive pyelonephritis",,"NULL","NULL",,,"",0.085,0.01,0.74,"hazard ratio (HR)",,,1,"ckdIron"
,"33228547_6","33228547",,,"NULL","NULL",,,,0.392,0.19,0.8,"hazard ratio (HR)",,,1,"ckdIron"
,"33228547_7","33228547","serum phosphorus",,"NULL","NULL",,,"death",0.29,0.19,0.61,"hazard ratio (HR)",,,1,"ckdIron"
,"33228547_8","33228547","serum albumin",,"NULL","NULL",,,"mortality",0.23,0.1,0.54,"hazard ratio (HR)",,,1,"ckdIron"
,"33253244_1","33253244","dyspnea",,"NULL","NULL",,,"",4.52,3.15,6.48,"odd ratio (OR)",,,1,"ckdIron"
,"33253244_2","33253244",,,"NULL","NULL",,,,2.5,1.78,3.52,"odd ratio (OR)",,,1,"ckdIron"
,"33253244_3","33253244","conceptuali del disegno industriale",,"NULL","NULL",,,"hemoptysis",2,1.02,3.93,"odd ratio (OR)",,,1,"ckdIron"
,"33253244_4","33253244","fever",,"NULL","NULL",,,"",1.52,1.17,1.97,"odd ratio (OR)",,,1,"ckdIron"
,"33253244_5","33253244","fatigue",,"NULL","NULL",,,"mortality of covid 19 patients",1.27,1.09,1.48,"odd ratio (OR)",,,1,"ckdIron"
,"33253244_6","33253244","increased pretreatment absolute leukocyte count",,"NULL","NULL",,,"mortality",11.11,6.85,18.03,"odd ratio (OR)",,,1,"ckdIron"
,"33253244_7","33253244","reduced pretreatment absolute lymphocyte count",,"NULL","NULL",,,"mortality",9.83,6.72,14.38,"odd ratio (OR)",,,1,"ckdIron"
,"33293895_1","33293895","high erythropoiesis resistance index",,"NULL","NULL",,,"",1.781,1.091,2.91,"odd ratio (OR)",,,1,"ckdIron"
,"33293895_2","33293895","high erythropoiesis resistance index",,"NULL","NULL",,,"cardiovascular mortality",1.972,1.139,3.417,"odd ratio (OR)",,,1,"ckdIron"
,"33355540_1","33355540","serum hepcidin level",,"NULL","NULL",,,"cardiovascular disease",1.32,1.2,9.56,"odd ratio (OR)",,,1,"ckdIron"
,"33446135_1","33446135","age",,"NULL","NULL",,,"mortality",1.022,1.003,1.041,"hazard ratio (HR)",,,1,"ckdIron"
,"33446135_2","33446135","severe critical disease clinical presentation at the time of diagnosis",,"NULL","NULL",,,"death",6.223,2.168,17.863,"hazard ratio (HR)",,,1,"ckdIron"
,"33446135_3","33446135","the presence of congestive heart failure",,"NULL","NULL",,,"",2.247,1.228,4.111,"hazard ratio (HR)",,,1,"ckdIron"
,"33446135_4","33446135","ferritin levels",,"NULL","NULL",,,"",1.057,1.006,1.111,"hazard ratio (HR)",,,1,"ckdIron"
,"33446135_5","33446135",,,"NULL","NULL",,,,3.909,2.143,7.132,"hazard ratio (HR)",,,1,"ckdIron"
,"33446135_6","33446135","patient age",,"NULL","NULL",,,"",1.864,1.025,3.39,"hazard ratio (HR)",,,1,"ckdIron"
,"33486678_1","33486678","growth differentiation factor 15",,"NULL","NULL",,,"mortality risk",3.75,1.05,13.48,"hazard ratio (HR)",,,1,"ckdIron"
,"33486678_2","33486678","growth differentiation factor 15",,"NULL","NULL",,,"mortality risk",5,1.56,16.04,"hazard ratio (HR)",,,1,"ckdIron"
,"33486678_3","33486678","overall survival",,"NULL","NULL",,,"survival outcome",4.5,1.31,15.51,"hazard ratio (HR)",,,1,"ckdIron"
,"33533902_1","33533902","fever",,"NULL","NULL",,,"composite end point in covid 19 patients.",4.096,1.737,9.656,"odd ratio (OR)",,,1,"ckdIron"
,"33538998_1","33538998","age","greater than","65","NULL","years",,"mortality",3.78,1.74,8.22,"odd ratio (OR)",,,1,"ckdIron"
,"33538998_2","33538998","lactate dehydrogenase level","greater than","400","NULL","iu / l",,"mortality",9.1,2.97,28.1,"odd ratio (OR)",,,1,"ckdIron"
,"33538998_3","33538998","c reactive protein",,"NULL","NULL",,,"mortality",5.56,1.84,16.8,"odd ratio (OR)",,,1,"ckdIron"
,"33538998_4","33538998","ferritin","greater than","2000","NULL","ng/ml",,"mortality in minority patients hospitalized with covid 19 infection",5.42,1.63,17.9,"odd ratio (OR)",,,1,"ckdIron"
,"33538998_5","33538998","creatinine kinase","greater than","1000","NULL","iu / l",,"",3.57,1.23,10.3,"odd ratio (OR)",,,1,"ckdIron"
,"33538998_6","33538998","procalcitonin","greater than","2.5","NULL","ng / ml",,"",4.21,1.47,12,"odd ratio (OR)",,,1,"ckdIron"
,"33538998_7","33538998","d dimer level","greater than","3","NULL","μg / ml",,"",10.9,3.33,36.2,"odd ratio (OR)",,,1,"ckdIron"
,"33538998_8","33538998","creatinine level","greater than","2","NULL","mg",,"",4.5,1.29,15.8,"odd ratio (OR)",,,1,"ckdIron"
,"33555578_1","33555578","hemoglobin levels",,"NULL","NULL",,,"",1.266,1.097,1.46,"hazard ratio (HR)",,,1,"ckdIron"
,"33555578_2","33555578","anemia",,"NULL","NULL",,,"",1.153,1.03,1.29,"hazard ratio (HR)",,,1,"ckdIron"
,"33563034_1","33563034","sodium ferric gluconate complex",,"NULL","NULL",,,"heart failure",1.4,0.45,4.5,"odd ratio (OR)",,,1,"ckdIron"
,"33563034_2","33563034","readmission within 6 months",,"NULL","NULL","months",,"heart failure readmission",0.96,0.43,2.2,"odd ratio (OR)",,,1,"ckdIron"
,"33595184_1","33595184","age",,"NULL","NULL",,,"",11.41,2.71,48.04,"odd ratio (OR)",,,1,"ckdIron"
,"33595184_2","33595184","age",,"NULL","NULL",,,"unknown",15.68,3.24,75.96,"odd ratio (OR)",,,1,"ckdIron"
,"33595184_3","33595184","hyponatremia",,"NULL","NULL",,,"",5.94,1.76,20.1,"odd ratio (OR)",,,1,"ckdIron"
,"33595184_4","33595184","hypoalbuminemia",,"NULL","NULL",,,"",7.47,2.08,26.85,"odd ratio (OR)",,,1,"ckdIron"
,"33595184_5","33595184","increasing ferritin levels",,"NULL","NULL",,,"",19.46,4.69,80.71,"odd ratio (OR)",,,1,"ckdIron"
,"33595184_6","33595184","declining ferritin",,"NULL","NULL",,,"odds or risk for surviving the first 30 days of admission",4.33,1.04,18.1,"odd ratio (OR)",,,1,"ckdIron"
,"33661939_1","33661939","age 61 70 years",,"NULL","NULL","years",,"",7.69,2.93,20.14,"odd ratio (OR)",,,1,"ckdIron"
,"33661939_2","33661939","age","greater than","70","NULL","years",,"",14.99,5.88,38.22,"odd ratio (OR)",,,1,"ckdIron"
,"33661939_3","33661939","age","greater than","80","NULL","years",,"",36.78,14.42,93.85,"odd ratio (OR)",,,1,"ckdIron"
,"33661939_4","33661939","male gender",,"NULL","NULL",,,"",1.84,1.31,2.58,"odd ratio (OR)",,,1,"ckdIron"
,"33661939_5","33661939","d dimer levels",,"NULL","NULL",,,"",1.79,1.22,2.62,"odd ratio (OR)",,,1,"ckdIron"
,"33661939_6","33661939","prolonged pt",,"NULL","NULL",,,"",2.18,1.49,3.18,"odd ratio (OR)",,,1,"ckdIron"
,"33679237_1","33679237","exposure",,"NULL","NULL",,,"",3.17,2.13,4.7,"odd ratio (OR)",,,1,"ckdIron"
,"33679237_2","33679237","hypoalbuminemia",,"NULL","NULL",,,"deceased",5.68,3.97,8.32,"odd ratio (OR)",,,1,"ckdIron"
,"33685275_1","33685275","use of anticoagulant",,"NULL","NULL",,,"acute renal failure and septic shock",0.66,0.49,0.89,"odd ratio (OR)",,,1,"ckdIron"
,"33727773_1","33727773","disease severity",,"NULL","NULL",,,"liver injury",2.86,1.78,4.59,"odd ratio (OR)",,,1,"ckdIron"
,"33727773_2","33727773","severe disease severity",,"NULL","NULL",,,"",13.44,7.21,25.97,"odd ratio (OR)",,,1,"ckdIron"
,"33736948_1","33736948","age","greater than","60","NULL","years",,"odds or risk",10.5,1.8,59.5,"odd ratio (OR)",,,1,"ckdIron"
,"33736948_2","33736948","ferritin",,"NULL","NULL",,,"mortality",6,1.4,26.2,"odd ratio (OR)",,,1,"ckdIron"
,"33755777_1","33755777","iron deficiency",,"NULL","NULL",,,"",0.73,0.59,0.9,"odd ratio (OR)",,,1,"ckdIron"
,"33809858_1","33809858","chronic kidney disease",,"NULL","NULL",,,"",5.6,2.1,15.7,"odd ratio (OR)",,,1,"ckdIron"
,"33809858_2","33809858","monocytes to lymphocyte ratio",,"NULL","NULL",,,"",36.8,1.5,88.3,"odd ratio (OR)",,,1,"ckdIron"
,"33824762_1","33824762","age, sex, and comorbidities",,"NULL","NULL",,,"death in coronavirus disease",1.24,0.66,2.31,"odd ratio (OR)",,,1,"ckdIron"
,"33824762_2","33824762",,,"NULL","NULL",,,,1.12,0.67,1.86,"odd ratio (OR)",,,1,"ckdIron"
,"33824762_3","33824762","or:1.11",,"NULL","NULL",,,"intensive care unit admission",1.11,0.67,1.84,"odd ratio (OR)",,,1,"ckdIron"
,"33824762_4","33824762",,,"NULL","NULL",,,,1.03,0.58,1.84,"odd ratio (OR)",,,1,"ckdIron"
,"33824762_5","33824762","chronic treatment with rasi",,"NULL","NULL",,,"",4.38,1.11,17.21,"odd ratio (OR)",,,1,"ckdIron"
,"33824762_6","33824762","inhospital withdrawing of renin angiotensin system inhibitors",,"NULL","NULL",,,"development",4.33,1.49,12.6,"odd ratio (OR)",,,1,"ckdIron"
,"33827077_1","33827077","low serum ferritin levels",,"NULL","NULL",,,"",0.16,0.05,0.49,"hazard ratio (HR)",,,1,"ckdIron"
,"33827077_2","33827077","serum ferritin levels","greater than","NULL","NULL","ng/ml",,"serum ferritin levels > 1,500 ng/ml",0.32,0.12,0.88,"hazard ratio (HR)",,,1,"ckdIron"
,"33827077_3","33827077",,,"NULL","NULL",,,,0.49,0.23,1.04,"hazard ratio (HR)",,,1,"ckdIron"
,"33841446_1","33841446","anaphylatoxin c3a",,"NULL","NULL",,,"",3.63,1.55,8.4595,"hazard ratio (HR)",,,1,"ckdIron"
,"33870249_1","33870249",,,"NULL","NULL",,,,1.1,1.1,1.1,"odd ratio (OR)",,,1,"ckdIron"
,"33870249_2","33870249","chronic heart disease",,"NULL","NULL",,,"progression of disease severity",1.7,1.1,2.9,"odd ratio (OR)",,,1,"ckdIron"
,"33870249_3","33870249","d dimer","greater than","700","NULL","ng / ml",,"",2.3,1.3,4.1,"odd ratio (OR)",,,1,"ckdIron"
,"33870249_4","33870249","ferritin",,"NULL","NULL",,,"c rp > 7 mg / dl",1.9,1.5,3.2,"odd ratio (OR)",,,1,"ckdIron"
,"33870249_5","33870249","ferritin",,"NULL","NULL",,,"",2.6,1.5,4.6,"odd ratio (OR)",,,1,"ckdIron"
,"33870249_6","33870249","chronic heart disease",,"NULL","NULL",,,"",1.11,1.04,1.17,"odd ratio (OR)",,,1,"ckdIron"
,"33870249_7","33870249","hospital admission",,"NULL","NULL",,,"",0.8,0.65,0.98,"odd ratio (OR)",,,1,"ckdIron"
,"33870876_1","33870876",,,"NULL","NULL",,,,15.61,1.08,226.09,"odd ratio (OR)",,,1,"ckdIron"
,"33972949_1","33972949","steroids",,"NULL","NULL",,,"serious worsening",1.54,1.02,2.31,"hazard ratio (HR)",,,1,"ckdIron"
,"33974962_1","33974962","sex",,"NULL","NULL",,,"",2.04,1.43,2.91,"odd ratio (OR)",,,1,"ckdIron"
,"33974962_2","33974962","male sex
b. increase in interleukin 6",,"NULL","NULL",,,"",1.33,1.01,1.74,"hazard ratio (HR)",,,1,"ckdIron"
,"34006287_1","34006287","intravenous iron therapy",,"NULL","NULL",,,"risk",0.17,0.03,0.93,"hazard ratio (HR)",,,1,"ckdIron"
,"34078024_1","34078024",,,"NULL","NULL",,,,3.96,2.83,5.54,"hazard ratio (HR)",,,1,"ckdIron"
,"34107137_1","34107137","methylprednisolone",,"NULL","NULL",,,"",0.15,0.03,0.71,"hazard ratio (HR)",,,1,"ckdIron"
,"34107137_2","34107137","corticosteroid group n","equal to","NULL","NULL",,,"",0.17,0.05,0.61,"hazard ratio (HR)",,,1,"ckdIron"
,"34107137_3","34107137","hr:0.15 [0.04;0.54]",,"NULL","NULL",,,"mortality rate",0.15,0.04,0.54,"hazard ratio (HR)",,,1,"ckdIron"
,"34107137_4","34107137",,,"NULL","NULL",,,,0.11,0.02,0.53,"hazard ratio (HR)",,,1,"ckdIron"
,"34107137_5","34107137","intermediate to high doses of methylprednisolone",,"NULL","NULL",,,"",0.14,0.04,0.51,"hazard ratio (HR)",,,1,"ckdIron"
,"34119470_1","34119470","heart failure",,"NULL","NULL",,,"heart failure hospitalization",0.66,0.46,0.94,"hazard ratio (HR)",,,1,"ckdIron"
,"34140592_1","34140592",,,"NULL","NULL",,,,2.31,1.52,3.53,"hazard ratio (HR)",,,1,"ckdIron"
,"34140592_2","34140592","hazard ratio of 1.72",,"NULL","NULL",,,"mortality",1.72,1.06,2.85,"hazard ratio (HR)",,,1,"ckdIron"
,"34140592_3","34140592","respiratory distress",,"NULL","NULL",,,"covid 19",1.79,1.32,2.53,"hazard ratio (HR)",,,1,"ckdIron"
,"34140592_4","34140592",,,"NULL","NULL",,,,1.21,0.83,1.77,"hazard ratio (HR)",,,1,"ckdIron"
,"34140592_5","34140592",,,"NULL","NULL",,,,3.04,1.72,5.38,"hazard ratio (HR)",,,1,"ckdIron"
,"34178116_2","34178116","unrecognised liver fibrosis",,"NULL","NULL",,,"mortality",1.31,0.99,1.72,"hazard ratio (HR)",,,1,"ckdIron"
,"34186196_1","34186196","variable efficacy for bloodletting",,"NULL","NULL",,,"",1.55,1.38,1.74,"odd ratio (OR)",,,1,"ckdIron"
,"34189735_2","34189735","smoking",,"NULL","NULL",,,"mortality",1.4,1.03,1.9,"odd ratio (OR)",,,1,"ckdIron"
,"34189735_3","34189735","hypertension",,"NULL","NULL",,,"",1.54,1.29,1.85,"odd ratio (OR)",,,1,"ckdIron"
,"34189735_4","34189735","diabetes",,"NULL","NULL",,,"mortality",1.41,1.22,1.63,"odd ratio (OR)",,,1,"ckdIron"
,"34189735_5","34189735","odds ratio",,"NULL","NULL",,,"cardiovascular disease",1.91,1.52,2.38,"odd ratio (OR)",,,1,"ckdIron"
,"34189735_6","34189735","renal disease",,"NULL","NULL",,,"",1.75,1.33,2.31,"odd ratio (OR)",,,1,"ckdIron"
,"34189735_7","34189735","renal disease",,"NULL","NULL",,,"ren, the event, the exposure of studies",2.39,1.68,3.4,"odd ratio (OR)",,,1,"ckdIron"
,"34189735_8","34189735","malignancy",,"NULL","NULL",,,"mortality",1.81,1.3,2.52,"odd ratio (OR)",,,1,"ckdIron"
,"34226221_1","34226221","serum ferritin level of 12 µg/l or less",,"NULL","NULL","µg/l",,"iron depletion",0.73,0.57,0.96,"odd ratio (OR)",,,1,"ckdIron"
,"34234528_1","34234528","c reactive protein level",,"NULL","NULL",,,"",1.02,1.009,1.032,"odd ratio (OR)",,,1,"ckdIron"
,"34234528_2","34234528","curb 65 score",,"NULL","NULL",,,"mortality",4.004,1,2881244,"odd ratio (OR)",,,1,"ckdIron"
,"34262329_1","34262329","serum hepcidin 25",,"NULL","NULL",,,"",1.225,1.085,1.382,"hazard ratio (HR)",,,1,"ckdIron"
,"34314546_1","34314546","presence of dyspnea",,"NULL","NULL",,,"",2.63,1.198,5.776,"odd ratio (OR)",,,1,"ckdIron"
,"34348761_1","34348761",,,"NULL","NULL",,,,4.087,2.064,8.09,"hazard ratio (HR)",,,1,"ckdIron"
,"34348761_2","34348761","high post treatment ferritin levels",,"NULL","NULL",,,"poor overall survival",3.814,2.042,7.126,"hazard ratio (HR)",,,1,"ckdIron"
,"34358679_1","34358679","cardiac troponin elevation",,"NULL","NULL",,,"",3,1.51,6.29,"odd ratio (OR)",,,1,"ckdIron"
,"34383425_1","34383425","nlr",,"NULL","NULL",,,"increased morbidity, poorer health outcomes",18.1,6.4,51.4,"odd ratio (OR)",,,1,"ckdIron"
,"34383425_2","34383425","crp (c reactive protein).",,"NULL","NULL",,,"",5.5,2.5,12.2,"odd ratio (OR)",,,1,"ckdIron"
,"34383425_3","34383425",,,"NULL","NULL",,,,2.7,1.3,5.5,"odd ratio (OR)",,,1,"ckdIron"
,"34396156_1","34396156","anakinra",,"NULL","NULL",,,"mortality",0.32,0.2,0.51,"odd ratio (OR)",,,1,"ckdIron"
,"34396156_2","34396156",,,"NULL","NULL",,,,0.28,0.17,0.47,"odd ratio (OR)",,,1,"ckdIron"
,"34396156_3","34396156","anakinra was not associated with a significantly increased risk of secondary infections",,"NULL","NULL",,,"diabetes",0.23,0.12,0.43,"odd ratio (OR)",,,1,"ckdIron"
,"34396156_4","34396156","odd ratio",,"NULL","NULL",,,"secondary infections",1.35,0.59,3.1,"odd ratio (OR)",,,1,"ckdIron"
,"34438471_1","34438471","ferritin level",,"NULL","NULL",,,"mortality",0.36,0.21,0.62,"odd ratio (OR)",,,1,"ckdIron"
,"34438471_2","34438471","male sex",,"NULL","NULL",,,"",2.63,1.43,5.06,"odd ratio (OR)",,,1,"ckdIron"
,"34438471_3","34438471","male sex",,"NULL","NULL",,,"",4.16,2.42,7.36,"odd ratio (OR)",,,1,"ckdIron"
,"34438471_4","34438471",,,"NULL","NULL",,,,8.48,3.02,35.45,"odd ratio (OR)",,,1,"ckdIron"
,"34465187_1","34465187","age","greater than","69","NULL","years",,"mortality",4,1.3,12,"hazard ratio (HR)",,,1,"ckdIron"
,"34465187_2","34465187","handgrip strength but not malnutrition",,"NULL","NULL",,,"",3.7,1.2,11.3,"hazard ratio (HR)",,,1,"ckdIron"
,"34479949_1","34479949","sideroblastic anemia",,"NULL","NULL",,,"pancreatic cancer",1.3,1.03,1.64,"odd ratio (OR)",,,1,"ckdIron"
,"34479949_2","34479949","iron overload related diseases",,"NULL","NULL",,,"first pancreatic cancer",1.1,1.01,1.19,"odd ratio (OR)",,,1,"ckdIron"
,"34479949_3","34479949","alcoholic related chronic liver disease",,"NULL","NULL",,,"primary pancreatic cancer",1.17,1.02,1.35,"odd ratio (OR)",,,1,"ckdIron"
,"34479949_4","34479949","odd ratio",,"NULL","NULL",,,"pancreatic cancer",1.12,1.04,1.2,"odd ratio (OR)",,,1,"ckdIron"
,"34487649_1","34487649","blood cell count count","greater than","10","NULL","x109 / l",,"",2.19,1.3,4.2,"odd ratio (OR)",,,1,"ckdIron"
,"34487649_2","34487649","neutrophil lymphocyte ratio","greater than","9","NULL",,,"mortality",3.4,0.87,6.8,"odd ratio (OR)",,,1,"ckdIron"
,"34487649_3","34487649","platelets","lower than","NULL","NULL","x109 /l",,"",3.9,1.4,9.8,"odd ratio (OR)",,,1,"ckdIron"
,"34487649_4","34487649",,,"NULL","NULL",,,,4.1,0.78,10.9,"odd ratio (OR)",,,1,"ckdIron"
,"34487649_5","34487649","ferritin","greater than","1000","NULL",,,"",5.3,1.9,13.5,"odd ratio (OR)",,,1,"ckdIron"
,"34519109_1","34519109","ppi use",,"NULL","NULL",,,"iron deficiency",2.02,1.36,2.98,"odd ratio (OR)",,,1,"ckdIron"
,"34519109_2","34519109","no ppi use",,"NULL","NULL",,,"iron deficiency",1.55,0.78,3.1,"odd ratio (OR)",,,1,"ckdIron"
,"34584938_1","34584938","iron supplementation",,"NULL","NULL",,,"",0.93,0.08,11.3,"odd ratio (OR)",,,1,"ckdIron"
,"34584938_2","34584938","iron supplementation",,"NULL","NULL",,,"",0.97,0.73,1.29,"odd ratio (OR)",,,1,"ckdIron"
,"34584938_3","34584938","odd ratio",,"NULL","NULL",,,"overall hospitalizations",0.52,0.33,0.81,"odd ratio (OR)",,,1,"ckdIron"
,"34584938_4","34584938","diagnostic factor",,"NULL","NULL",,,"heart failure",0.42,0.22,0.8,"odd ratio (OR)",,,1,"ckdIron"
,"34584938_5","34584938","hf",,"NULL","NULL",,,"",0.7,0.5,1,"relative risk (RR)",,,1,"ckdIron"
,"34584938_6","34584938",,,"NULL","NULL",,,,0.94,0.7,1.25,"relative risk (RR)",,,1,"ckdIron"
,"34592056_1","34592056","iron deficiency",,"NULL","NULL",,,"",0.65,0.4,1.05,"hazard ratio (HR)",,,1,"ckdIron"
,"34592742_1","34592742","c reactive protein",,"NULL","NULL",,,"mortality",20,5.16,95,"odd ratio (OR)",,,1,"ckdIron"
,"34607865_1","34607865","severity of illness",,"NULL","NULL",,,"mortality",1.22,1.11,1.35,"hazard ratio (HR)",,,1,"ckdIron"
,"34608227_1","34608227","ferritin levels",,"NULL","NULL",,,"mortality",2.63,1.62,4.24,"hazard ratio (HR)",,,1,"ckdIron"
,"34608227_2","34608227","age and gender",,"NULL","NULL",,,"hypercoagulable state and tissue injury",3.22,2.05,5.07,"hazard ratio (HR)",,,1,"ckdIron"
,"34611003_1","34611003","aging",,"NULL","NULL",,,"acute respiratory distress syndrome",1.75,0.89,3.43,"odd ratio (OR)",,,1,"ckdIron"
,"34611003_2","34611003","acute kidney injury",,"NULL","NULL",,,"acute kidney injury",1.01,0.54,1.9,"odd ratio (OR)",,,1,"ckdIron"
