"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"26353110_5_OR","26353110","suspected meningitis",,"NULL","NULL",,"suspected meningitis","mortality","13.7","4.2","45","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26353110_4_OR","26353110","suspected sepsis",,"NULL","NULL",,"suspected sepsis","mortality","18.4","11.3","30","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26353110_11_OR","26353110","dry season discharge",,"NULL","NULL",,"dry season discharge","reduced mortality","2","1.2","3.3","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26353110_7_OR","26353110","muac",,"NULL","NULL",,"muac","mortality","24","9.4","62","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26353110_10_OR","26353110","non",,"NULL","NULL",,"non","mortality","4.7","2","10.9","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26353110_8_OR","26353110","neck stiffness",,"NULL","NULL",,"mortality","mortality","44","18","108","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26353110_6_OR","26353110","mid-upper arm circumference",,"NULL","NULL",,"child mortality","mortality","7.2","3","17","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26353110_3_OR","26353110","clinically severe malnutrition",,"NULL","NULL",,"children","mortality","8.1","4.4","15","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26360970_1_OR","26360970","child death",,"NULL","NULL",,"child death","severe acute malnutrition","0.26","0.1","0.66","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26360970_3_OR","26360970","severe acute malnutrition",,"NULL","NULL",,"severe acute malnutrition","child death","0.44","0.24","0.8","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26360970_5_OR","26360970","severe acute malnutrition",,"NULL","NULL",,"severe acute malnutrition","child death","1.15","0.67","1.99","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26360970_4_OR","26360970","child death",,"NULL","NULL",,"child death","severe acute malnutrition","2.27","0.69","7.44","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26445058_1_OR","26445058","dietary patterns",,"NULL","NULL",,"high-animal products","double burden","0.46","0.21","1.04","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26488490_3_OR","26488490","monotonous diet",,"NULL","NULL",,"breastfed","anemia","2.3","1.1","4.7","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26488490_1_OR","26488490","mothers ' anemic status",,"NULL","NULL",,"anemia","iron deficiency","2.6","1.2","5.4","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26488490_2_OR","26488490","iron deficiency",,"NULL","NULL",,"iron deficiency","anemia","5.3","1.9","14.5","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26517301_2_OR","26517301","gait",,"NULL","NULL",,"gait","mortality","0.72","0.62","0.84","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26517301_1_OR","26517301","grip",,"NULL","NULL",,"grip","mortality","0.89","0.83","0.95","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26517301_3_OR","26517301","chair stands",,"NULL","NULL",,"chair stands","waiting list mortality","1.17","1.09","1.25","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26517301_4_OR","26517301","short physical performance battery",,"NULL","NULL",,"waiting list mortality","mortality","1.45","1.15","2.2","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26690303_1_OR","26690303","attrition",,"NULL","NULL",,"under-five children","death","2.2","1.7","2.8","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26754288_3_OR","26754288","anemic mother",,"NULL","NULL",,"an anemic mother","anemia","1.8","1.49","2.18","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26754288_1_OR","26754288","children below 24 months of age",,"NULL","NULL","months","childhood anemia","anemia","3.01","2.38","3.81","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26867226_4_OR","26867226","inadequate initial antibiotic therapy",,"NULL","NULL",,"neonates","case-fatality","0.07","0.04","0.12","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26867226_2_OR","26867226","length of hospital stay",,"NULL","NULL",,"malnutritionor","infections","2","1.7","2.6","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26867226_1_OR","26867226","sickle cell diseaseor",,"NULL","NULL",,"sickle cell diseaseor","underlying comorbidities","3.1","2.3","4.9","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26867226_3_OR","26867226","mechanical ventilationor",,"NULL","NULL",,"sickle cell disease","invasive procedures","3.5","2.7","5.3","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26902812_2_OR","26902812","malnutrition",,"NULL","NULL",,"malnutrition","hospitalization","0.33","0.19","0.56","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26902812_1_OR","26902812","malnutrition",,"NULL","NULL",,"hospital admission","hospital admission","4.38","2.3","8.34","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26925453_3_OR","26925453","anemia",,"NULL","NULL",,"anemia","diarrhea","1.71","1.29","2.28","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26925453_1_OR","26925453","malnutrition",,"NULL","NULL",,"malnutrition","diarrhea","1.73","1.53","1.96","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26925453_4_OR","26925453","low socioeconomic status",,"NULL","NULL",,"low socioeconomic status","diarrhea","7.14","2.19","23.32","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27009767_1_OR","27009767","socioeconomically disadvantaged households",,"NULL","NULL",,"socioeconomically disadvantaged households","malnutrition","1.53","1.01","2.31","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27009767_2_OR","27009767","rapid urbanization",,"NULL","NULL",,"socioeconomically disadvantaged households","malnutrition","2.16","1.03","4.89","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27170726_1_OR","27170726","overweight",,"NULL","NULL",,"overweight","stunting","1.08","1.01","1.16","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27170726_3_OR","27170726","urbanicity",,"NULL","NULL",,"stunting","stunting","1.13","1.06","1.22","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27170726_4_OR","27170726","individual",,"NULL","NULL",,"individual","overweight","1.18","1.05","1.33","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27170726_6_OR","27170726","urbanicity",,"NULL","NULL",,"household","malnutrition","1.24","1.06","1.44","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27170726_7_OR","27170726","urbanicity",,"NULL","NULL",,"household","malnutrition","1.24","1.06","1.46","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27170726_2_OR","27170726","urbanicity",,"NULL","NULL",,"urbanicity","overweight","1.26","1.18","1.36","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27170726_5_OR","27170726","urbanicity",,"NULL","NULL",,"urbanicity","malnutrition","1.43","1.27","1.61","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27217896_1_OR","27217896","maternal cd4",,"NULL","NULL",,"mortality","mortality","2.53","1.86","3.44","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"27225778_5_OR","27225778","bmi",,"NULL","NULL",,"hypertension","hypertension","1.65","0.71","3.83","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27225778_3_OR","27225778","bmi",,"NULL","NULL",,"bmi","hypertension","2.09","1.09","4.01","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27225778_2_OR","27225778","smoking",,"NULL","NULL",,"hypertension","hypertension","2.11","1.18","3.77","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27225778_1_OR","27225778","infant exposure",,"NULL","NULL",,"non","hypertension","2.12","1.19","3.79","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27225778_6_OR","27225778","low economic status",,"NULL","NULL",,"low economic status","hypertension","2.18","1.14","4.18","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27225778_4_OR","27225778","high economic status",,"NULL","NULL",,"high economic status","hypertension","2.26","1.19","4.31","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27238956_8_OR","27238956","wasting",,"NULL","NULL",,"wasting","child morbidities","0.9","0.5","1.6","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27238956_7_OR","27238956","stunting",,"NULL","NULL",,"stunting","child morbidities","1.1","0.8","1.4","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27238956_9_OR","27238956","undernutrition",,"NULL","NULL",,"underweight","child morbidities","1.4","1","2","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27238956_5_OR","27238956","no special foods",,"NULL","NULL",,"no special foods during illness","illness","1.8","1.2","2.8","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27238956_4_OR","27238956","low dietary diversity",,"NULL","NULL",,"low dietary diversity","illness","1.9","1.1","3.3","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27238956_6_OR","27238956","low dietary diversity",,"NULL","NULL",,"low dietary diversity","child morbidities","2.6","1.1","5.9","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27238956_3_OR","27238956","low dietary diversity",,"NULL","NULL",,"low dietary diversity","failure","3.1","1.6","5.9","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27238956_1_OR","27238956","female",,"NULL","NULL",,"female","undernourished","7.4","3.9","14","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27355682_3_OR","27355682","low-birth weight",,"NULL","NULL",,"malnutrition","malnutrition","1.23","1.16","1.3","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"27402641_4_OR","27402641","weight",,"NULL","NULL",,"weight","acute malnutrition","0.35","0.23","0.53","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"27402641_5_OR","27402641","food expenditures",,"NULL","NULL",,"food expenditures","acute malnutrition","0.97","0.87","1.07","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"27402641_1_OR","27402641","ill children",,"NULL","NULL",,"ill children","acute malnutrition","1.79","1.1","2.92","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"27402641_3_OR","27402641","food expenditures",,"NULL","NULL",,"poorest households","acute malnutrition","2.98","1.86","4.78","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"27431980_1_OR","27431980","low maternal low",,"NULL","NULL",,"low maternal low","delivery","0.99","0.98","0.99","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27502214_1_OR","27502214","macroeconomic",,"NULL","NULL",,"malnutrition","malnutrition","2.65","1.17","8.53","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27551970_6_OR","27551970","malnutrition",,"NULL","NULL",,"malnutrition","hearing loss","2.1","1.3","3.5","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27551970_4_OR","27551970","who stage 3",,"NULL","NULL",,"stage 3","hearing loss","2.4","1.2","4.5","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27551970_5_OR","27551970","malnutrition",,"NULL","NULL",,"malnutrition","hearing loss","6.4","2.7","15.2","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27551970_3_OR","27551970","ear drainage",,"NULL","NULL",,"frequent ear infections","hearing loss","6.4","3.6","11.6","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27551970_2_OR","27551970","frequent ear infections",,"NULL","NULL",,"frequent ear infections","hearing loss","7.4","4.2","13","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27561220_1_OR","27561220","malnutrition",,"NULL","NULL",,"malnourished children","dying","2.08","1.08","4.01","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"27563524_4_OR","27563524","hospitalization",,"NULL","NULL",,"hospitalization","hospitalization","15.6","3.2","75.8","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27563524_3_OR","27563524","congenital heart diseases",,"NULL","NULL",,"congenital heart diseases","hospitalization","4.6","1.13","18.7","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27563524_2_OR","27563524","solid organ tumors",,"NULL","NULL",,"solid organ tumors","hospitalization","6","2.4","15.7","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27563524_5_OR","27563524","clostridium difficile infection",,"NULL","NULL",,"hospitalization","hospitalization","7.8","2","29.9","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27563524_1_OR","27563524","malnutrition",,"NULL","NULL",,"malnutrition","hospitalization","7","1.33","36.7","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27581079_3_OR","27581079","malnutrition",,"NULL","NULL",,"malnutrition","mortality","4.32","1.33","13.92","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27581079_4_OR","27581079","diarrhoea",,"NULL","NULL",,"diarrhoea","mortality","7.25","1.68","31.22","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27742636_2_OR","27742636","antagonism",,"NULL","NULL",,"pyrazinamide","therapy failure","3","2.08","4.33","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"27742636_3_OR","27742636","antibiotic target concentrations",,"NULL","NULL",,"antagonism concentration","therapy failure","3.43","0.99","11.82","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"27742636_1_OR","27742636","isoniazid",,"NULL","NULL",,"isoniazid","therapy failure","3.64","2.28","5.83","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"27996088_2_OR","27996088","malnutrition",,"NULL","NULL",,"malnutrition","diarrhoea","0.73","0.61","0.88","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"27996088_3_OR","27996088","zinc",,"NULL","NULL",,"children","diarrhoea","1.24","0.99","1.54","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"27996088_5_OR","27996088","zinc supplementation",,"NULL","NULL",,"children","vomiting","1.54","1.05","2.24","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"27996088_4_OR","27996088","zinc supplementation",,"NULL","NULL",,"vomiting","vomiting","1.57","1.32","1.86","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"27999932_3_OR","27999932","famine",,"NULL","NULL",,"famine exposure","type 2 diabetes","1.38","1.17","1.63","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"28077108_3_OR","28077108","moderate to severe anaemia",,"NULL","NULL",,"moderate to severe anaemia","stunting","1.11","1.01","1.21","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"28077108_1_OR","28077108","moderate to severe anaemia",,"NULL","NULL",,"moderate to severe anaemia","stunting","1.11","1.01","1.22","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"28077108_4_OR","28077108","thinness",,"NULL","NULL",,"moderate to severe anaemia","moderate to severe heart failure","1.12","1.04","1.21","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"28077108_5_OR","28077108","malnutrition",,"NULL","NULL",,"moderate to severe anaemia","severe anaemia","1.15","1.06","1.25","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"28077108_2_OR","28077108","moderate to severe anaemia",,"NULL","NULL",,"moderate to severe heart failure","wasting","1.24","1.13","1.36","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"28204556_1_OR","28204556","exclusive breastfeeding",,"NULL","NULL",,"exclusive breastfeeding","giardia infection","0.46","0.28","0.75","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"28204556_2_OR","28204556","higher socioeconomic status",,"NULL","NULL",,"higher socioeconomic status","giardia infection","0.74","0.56","0.97","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"28230705_6_OR","28230705","higher birth weight",,"NULL","NULL",,"higher birth weight","malnutrition","0.27","0.19","0.38","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28230705_8_OR","28230705","higher birth weight",,"NULL","NULL",,"higher birth weight","malnutrition","0.49","0.27","0.9","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28230705_7_OR","28230705","larger head circumference",,"NULL","NULL",,"larger head circumference","malnutrition","0.74","0.66","0.82","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28230705_5_OR","28230705","maternal age",,"NULL","NULL",,"maternal age","malnutrition","1.8","1.1","2.95","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28230705_3_OR","28230705","maternal age",,"NULL","NULL",,"maternal age","malnutrition","1.88","1.1","3.22","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28230705_4_OR","28230705","no electric fan",,"NULL","NULL",,"malnutrition","malnutrition","2.46","1.22","4.96","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28230705_1_OR","28230705","not being fed colostrum",,"NULL","NULL",,"not being fed colostrum","malnutrition","3.29","1.73","6.26","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28317139_1_OR","28317139","malnutrition",,"NULL","NULL",,"post-discharge mortality","post-discharge mortality","2.5","1.2","5.3","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"28319154_1_OR","28319154","anemia",,"NULL","NULL",,"anemia","stunting","0.34","0.13","0.9","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28319154_2_OR","28319154","non-diverse diet",,"NULL","NULL",,"stunting","stunting","1.48","1.06","2.07","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28449403_1_OR","28449403","malnutrition",,"NULL","NULL",,"malnutrition","severe infection","3.27","1.05","10.16","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28493871_4_OR","28493871","hypokalemia",,"NULL","NULL",,"hypokalemia","mortality","1.99","1.03","3.86","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28493871_6_OR","28493871","septic shock",,"NULL","NULL",,"septic shock","death","168.84","19.27","1479.17","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28493871_5_OR","28493871","septic shock",,"NULL","NULL",,"death","death","2.05","0.68","6.14","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28493871_1_OR","28493871","reluctance to feed",,"NULL","NULL",,"reluctance to feed","ileus","3.22","1.24","8.39","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28493871_3_OR","28493871","septic shock",,"NULL","NULL",,"septic shock","mortality","3.62","1.247","8.95","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28610568_2_OR","28610568","infant stage",,"NULL","NULL",,"infant stage","dyslipidemia","1.52","1.15","2","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28610568_1_OR","28610568","fetal stage",,"NULL","NULL",,"fetal stage","dyslipidemia","1.58","1.23","2.03","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28610568_5_OR","28610568","early",,"NULL","NULL",,"preschool","dyslipidemia","1.63","1.1","2.42","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28610568_4_OR","28610568","infant",,"NULL","NULL",,"infant exposure to severe chinese famine increases the risk of adult dyslipidemia","dyslipidemia","1.75","1.17","2.62","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"28610568_3_OR","28610568","early",,"NULL","NULL",,"dyslipidemia","dyslipidemia","1.8","1.26","2.57","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29091168_1_OR","29091168","ari",,"NULL","NULL",,"ari","acute respiratory infection","0.61","0.48","0.79","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29091168_2_OR","29091168","age",,"NULL","NULL",,"indigenous","acute respiratory infection","1.51","1.16","1.96","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29091168_4_OR","29091168","acute child malnutrition",,"NULL","NULL",,"acute child malnutrition","acute respiratory infection","1.75","1.08","2.84","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29091168_3_OR","29091168","wealth index",,"NULL","NULL",,"acute child malnutrition","acute child malnutrition","2.03","1.25","3.3","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29091168_5_OR","29091168","acute child malnutrition",,"NULL","NULL",,"acute child malnutrition","acute respiratory infection","3.6","1.3","10.1","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29168361_1_OR","29168361","low potassium level",,"NULL","NULL",,"low potassium level","malignant solid tumors","16.76","2.09","134.72","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29168361_2_OR","29168361","hypophosphatemia",,"NULL","NULL",,"hypophosphatemia","malignant solid tumors","52.4","2.04","1344.3","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29168361_3_OR","29168361","female gender",,"NULL","NULL",,"female gender","malignant solid tumors","6.18","1.12","34","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29411943_1_OR","29411943","remoteness",,"NULL","NULL",,"remoteness","stunting","0.43","0.3","0.63","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29411943_2_OR","29411943","remoteness",,"NULL","NULL",,"remoteness","anaemia","0.56","0.44","0.7","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29428438_3_OR","29428438","obesity",,"NULL","NULL",,"obesity","death","1.49","0.72","3.08","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"29428438_1_OR","29428438","obesity",,"NULL","NULL",,"obesity","death","2.06","1.66","3.65","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"29499844_2_OR","29499844","stunted",,"NULL","NULL",,"obese","postoperative complication","1.16","1","1.3","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29499844_1_OR","29499844","obese",,"NULL","NULL",,"obese","adverse outcome","1.29","1.1","1.5","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29534241_3_OR","29534241","informal housing",,"NULL","NULL",,"informal housing","mortality","11.87","1.89","20.81","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29534241_5_OR","29534241","hiv",,"NULL","NULL",,"hiv exposure","mortality","4.41","2.44","6.39","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29534241_4_OR","29534241","hiv",,"NULL","NULL",,"severe lower respiratory tract infection","mortality","44.35","8.2","239.92","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29534241_1_OR","29534241","severe malnutrition",,"NULL","NULL",,"severe malnutrition","mortality","8.25","1.47","46.21","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29580238_1_OR","29580238","defaulter ratios",,"NULL","NULL",,"intervention group","mortality","0.42","0.25","0.71","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"29663621_1_OR","29663621","hiv",,"NULL","NULL",,"hiv","below-average cognition development","1.45","1.04","1.98","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29663621_2_OR","29663621","child malnutrition",,"NULL","NULL",,"child malnutrition","below-average cognition development","1.67","1.09","2.23","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29667569_3_OR","29667569","muac",,"NULL","NULL",,"children","mortality","4","1","95","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"29997076_2_OR","29997076","acute malnutrition",,"NULL","NULL",,"acute malnutrition","mortality","2.87","1.28","6.43","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"29997076_1_OR","29997076","hiv infection",,"NULL","NULL",,"hiv infection","mortality","3.16","1.28","7.79","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"30050621_3_OR","30050621","early feeding practices",,"NULL","NULL",,"childhood stunting","childhood stunting","1.16","0.9","1.51","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"30050621_2_OR","30050621","solid food initiation",,"NULL","NULL",,"solid food initiation","stunting","1.21","0.47","3.16","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"30050621_1_OR","30050621","breastfeeding",,"NULL","NULL",,"breastfeeding","stunting","2.77","1.91","4.01","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"30061962_1_OR","30061962","repeated convulsion",,"NULL","NULL",,"repeated convulsion","death","2.27","1.47","3.48","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"30061962_3_OR","30061962","severe acute malnutrition",,"NULL","NULL",,"severe acute malnutrition","death","3.32","1.56","7.06","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"30061962_2_OR","30061962","coma",,"NULL","NULL",,"coma","death","3.55","2.19","5.74","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"30106987_9_OR","30106987","lower hemoglobin level",,"NULL","NULL",,"glasgow coma scale","mortality","0.66","0.59","0.74","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"30106987_8_OR","30106987","lower hemoglobin level",,"NULL","NULL",,"lower hemoglobin level","mortality","0.83","0.76","0.9","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"30106987_13_OR","30106987","lower oxygen saturation",,"NULL","NULL",,"lower oxygen saturation","post-hospital mortality","0.96","0.92","0.99","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"30106987_7_OR","30106987","older age",,"NULL","NULL",,"older age","mortality","1.01","1","1.08","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"30106987_11_OR","30106987","higher respiratory rate",,"NULL","NULL",,"higher respiratory rate","mortality","1.02","1","1.03","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"30106987_12_OR","30106987","estimated glomerular filtration rate",,"NULL","NULL",,"children","mortality","1.84","1.1","3.1","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"30106987_5_OR","30106987","cancer",,"NULL","NULL",,"cancer","mortality","11.79","4.95","28.03","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"30106987_10_OR","30106987","decreased urine output",,"NULL","NULL",,"decreased urine output","mortality","2.87","1.49","5.53","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"30106987_2_OR","30106987","severe malnutrition",,"NULL","NULL",,"severe malnutrition","mortality","3.19","1.18","8.57","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"30106987_1_OR","30106987","sickle cell disease",,"NULL","NULL",,"sickle cell disease","mortality","3.32","1.44","7.68","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"30106987_3_OR","30106987","neurologic diseases",,"NULL","NULL",,"neurologic diseases","mortality","3.51","1.35","9.11","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"30106987_6_OR","30106987","septic shock",,"NULL","NULL",,"septic shock","mortality","4.64","1.42","15.08","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
